"#tblds_05_GrainSizeDist_1990s.csv: Masses of sediments within certain size classes from core samples collected with a fixed-piston, wireline core barrel at the National Crude Oil Spill Fate and Natural Attenuation Research Site near Bemidji, Minnesota, USA between 1990 and 1998. Sediments were separated into size fractions using sieve methods and hydrometer methods.",,,,,,,,,,,,,,,,
"#Data code definitions: refer to the metadata file, HistoricalData_metadata.xml, provided with this data release (https://doi.org/10.5066/P9FJ8I0P) and the data dictionary tables available at https://doi.org/10.5066/F7736PDR.  NOTE: An ""x"" was prepended to the values in the LocalSiteName, parm_cd, and meth_cd fields to prevent automatic truncation of leading 0's in the field by software programs used to open .csv files. Users can format this field as text and then use a ""Find and Replace"" tool to remove the x's if so desired.",,,,,,,,,,,,,,,,
dataset_id,LocalSiteName,OrigSiteName,sample_dt,Comments_sample_dt,medium_cd,TOS_mBLS,BOS_mBLS,min_diam_mm,max_diam_mm,parm_cd,parm_shortname,remark_cd,result_va,meth_cd,pub,comments
ds_05,x9808,9808.24,7/29/1998,NA,SC,8.79,8.87,0.25,0.355,xLS014,diam_0.25_0.355mm_p,,14.6,xLSGS2,not previously published ,
ds_05,x9802,9802.01,7/29/1998,NA,SC,5.18,5.26,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,19.66,xLSGS2,not previously published ,
ds_05,x9802,9802.02,7/29/1998,NA,SC,5.26,5.33,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,19.33,xLSGS2,not previously published ,
ds_05,x9802,9802.03,7/29/1998,NA,SC,5.34,5.41,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,25.63,xLSGS2,not previously published ,
ds_05,x9802,9802.04,7/29/1998,NA,SC,5.42,5.49,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,50.73,xLSGS2,not previously published ,
ds_05,x9802,9802.05,7/29/1998,NA,SC,5.49,5.57,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,44.67,xLSGS2,not previously published ,
ds_05,x9802,9802.06,7/29/1998,NA,SC,5.57,5.64,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,51.61,xLSGS2,not previously published ,
ds_05,x9802,9802.07,7/29/1998,NA,SC,5.65,5.72,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,18.34,xLSGS2,not previously published ,
ds_05,x9802,9802.08,7/29/1998,NA,SC,5.72,5.8,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,16.8,xLSGS2,not previously published ,
ds_05,x9802,9802.09,7/29/1998,NA,SC,5.8,5.87,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,13.02,xLSGS2,not previously published ,
ds_05,x9802,9802.1,7/29/1998,NA,SC,5.88,5.95,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,44.6,xLSGS2,not previously published ,
ds_05,x9802,9802.11,7/29/1998,NA,SC,5.95,6.03,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,38.62,xLSGS2,not previously published ,
ds_05,x9802,9802.12,7/29/1998,NA,SC,6.03,6.1,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,37.39,xLSGS2,not previously published ,
ds_05,x9802,9802.13,7/29/1998,NA,SC,6.11,6.18,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,39.38,xLSGS2,not previously published ,
ds_05,x9802,9802.14,7/29/1998,NA,SC,6.18,6.26,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,29.89,xLSGS2,not previously published ,
ds_05,x9802,9802.15,7/29/1998,NA,SC,6.26,6.34,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,45.52,xLSGS2,not previously published ,
ds_05,x9802,9802.16,7/29/1998,NA,SC,6.34,6.41,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,47.93,xLSGS2,not previously published ,
ds_05,x9802,9802.17,7/29/1998,NA,SC,6.42,6.49,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,37.15,xLSGS2,not previously published ,
ds_05,x9802,9802.18,7/29/1998,NA,SC,6.49,6.57,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,2.22,xLSGS2,not previously published ,
ds_05,x9802,9802.19,7/29/1998,NA,SC,6.57,6.64,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,2.06,xLSGS2,not previously published ,
ds_05,x9802,9802.2,7/29/1998,NA,SC,6.65,6.72,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,20.51,xLSGS2,not previously published ,
ds_05,x9802,9802.21,7/29/1998,NA,SC,6.72,6.8,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,2.1,xLSGS2,not previously published ,
ds_05,x9803,9803.01,7/29/1998,NA,SC,4.57,4.64,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,22.27,xLSGS2,not previously published ,
ds_05,x9803,9803.02,7/29/1998,NA,SC,4.65,4.72,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,22.6,xLSGS2,not previously published ,
ds_05,x9803,9803.03,7/29/1998,NA,SC,4.73,4.8,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,16.33,xLSGS2,not previously published ,
ds_05,x9803,9803.04,7/29/1998,NA,SC,4.8,4.87,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,15.46,xLSGS2,not previously published ,
ds_05,x9803,9803.05,7/29/1998,NA,SC,4.88,4.95,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,8.07,xLSGS2,not previously published ,
ds_05,x9803,9803.06,7/29/1998,NA,SC,4.95,5.03,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,19.62,xLSGS2,not previously published ,
ds_05,x9803,9803.07,7/29/1998,NA,SC,5.03,5.1,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,21.42,xLSGS2,not previously published ,
ds_05,x9803,9803.08,7/29/1998,NA,SC,5.11,5.18,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,32.26,xLSGS2,not previously published ,
ds_05,x9803,9803.09,7/29/1998,NA,SC,5.18,5.25,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,24.94,xLSGS2,not previously published ,
ds_05,x9803,9803.1,7/29/1998,NA,SC,5.26,5.33,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,37.56,xLSGS2,not previously published ,
ds_05,x9803,9803.11,7/29/1998,NA,SC,5.33,5.41,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,31.68,xLSGS2,not previously published ,
ds_05,x9803,9803.12,7/29/1998,NA,SC,5.41,5.48,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,50.49,xLSGS2,not previously published ,
ds_05,x9803,9803.13,7/29/1998,NA,SC,5.49,5.56,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,60.76,xLSGS2,not previously published ,
ds_05,x9803,9803.14,7/29/1998,NA,SC,5.57,5.64,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,31.77,xLSGS2,not previously published ,
ds_05,x9803,9803.15,7/29/1998,NA,SC,5.64,5.71,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,38.76,xLSGS2,not previously published ,
ds_05,x9803,9803.16,7/29/1998,NA,SC,5.72,5.79,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,24.71,xLSGS2,not previously published ,
ds_05,x9803,9803.17,7/29/1998,NA,SC,5.8,5.87,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,60.76,xLSGS2,not previously published ,
ds_05,x9803,9803.18,7/29/1998,NA,SC,5.87,5.95,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,77.38,xLSGS2,not previously published ,
ds_05,x9803,9803.19,7/29/1998,NA,SC,5.95,6.02,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,71.98,xLSGS2,not previously published ,
ds_05,x9803,9803.2,7/29/1998,NA,SC,6.03,6.1,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,28.66,xLSGS2,not previously published ,
ds_05,x9803,9803.21,7/29/1998,NA,SC,6.1,6.18,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,8.99,xLSGS2,not previously published ,
ds_05,x9804,9804.01,7/29/1998,NA,SC,4.88,4.95,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,35.49,xLSGS2,not previously published ,
ds_05,x9804,9804.02,7/29/1998,NA,SC,4.95,5.02,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,20.65,xLSGS2,not previously published ,
ds_05,x9804,9804.03,7/29/1998,NA,SC,5.03,5.1,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,25.06,xLSGS2,not previously published ,
ds_05,x9804,9804.04,7/29/1998,NA,SC,5.11,5.18,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,25.31,xLSGS2,not previously published ,
ds_05,x9804,9804.05,7/29/1998,NA,SC,5.18,5.25,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,17.26,xLSGS2,not previously published ,
ds_05,x9804,9804.06,7/29/1998,NA,SC,5.26,5.33,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,10.21,xLSGS2,not previously published ,
ds_05,x9804,9804.07,7/29/1998,NA,SC,5.34,5.41,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,14.08,xLSGS2,not previously published ,
ds_05,x9804,9804.08,7/29/1998,NA,SC,5.41,5.49,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,34.79,xLSGS2,not previously published ,
ds_05,x9804,9804.09,7/29/1998,NA,SC,5.49,5.57,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,27.11,xLSGS2,not previously published ,
ds_05,x9804,9804.1,7/29/1998,NA,SC,5.57,5.64,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,26.04,xLSGS2,not previously published ,
ds_05,x9804,9804.11,7/29/1998,NA,SC,5.65,5.72,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,24.17,xLSGS2,not previously published ,
ds_05,x9804,9804.12,7/29/1998,NA,SC,5.72,5.8,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,25.27,xLSGS2,not previously published ,
ds_05,x9804,9804.13,7/29/1998,NA,SC,5.8,5.87,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,28.32,xLSGS2,not previously published ,
ds_05,x9804,9804.14,7/29/1998,NA,SC,5.88,5.95,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,21.32,xLSGS2,not previously published ,
ds_05,x9804,9804.15,7/29/1998,NA,SC,5.95,6.03,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,26.14,xLSGS2,not previously published ,
ds_05,x9804,9804.16,7/29/1998,NA,SC,6.03,6.11,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,15.45,xLSGS2,not previously published ,
ds_05,x9804,9804.17,7/29/1998,NA,SC,6.11,6.18,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,54.99,xLSGS2,not previously published ,
ds_05,x9804,9804.18,7/29/1998,NA,SC,6.19,6.26,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,67.56,xLSGS2,not previously published ,
ds_05,x9804,9804.19,7/29/1998,NA,SC,6.26,6.34,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,52.97,xLSGS2,not previously published ,
ds_05,x9805,9805.01,7/29/1998,NA,SC,5.49,5.56,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,38.77,xLSGS2,not previously published ,
ds_05,x9805,9805.02,7/29/1998,NA,SC,5.56,5.64,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,44.63,xLSGS2,not previously published ,
ds_05,x9805,9805.03,7/29/1998,NA,SC,5.64,5.71,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,32.33,xLSGS2,not previously published ,
ds_05,x9805,9805.04,7/29/1998,NA,SC,5.72,5.79,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,28.03,xLSGS2,not previously published ,
ds_05,x9805,9805.05,7/29/1998,NA,SC,5.8,5.87,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,23.72,xLSGS2,not previously published ,
ds_05,x9805,9805.06,7/29/1998,NA,SC,5.87,5.95,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,22.59,xLSGS2,not previously published ,
ds_05,x9805,9805.07,7/29/1998,NA,SC,5.95,6.03,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,68.29,xLSGS2,not previously published ,
ds_05,x9805,9805.08,7/29/1998,NA,SC,6.03,6.1,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,19.26,xLSGS2,not previously published ,
ds_05,x9805,9805.09,7/29/1998,NA,SC,6.11,6.18,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,15.78,xLSGS2,not previously published ,
ds_05,x9805,9805.1,7/29/1998,NA,SC,6.19,6.26,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,19.19,xLSGS2,not previously published ,
ds_05,x9805,9805.11,7/29/1998,NA,SC,6.26,6.34,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,18.12,xLSGS2,not previously published ,
ds_05,x9805,9805.12,7/29/1998,NA,SC,6.34,6.41,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,11.84,xLSGS2,not previously published ,
ds_05,x9805,9805.13,7/29/1998,NA,SC,6.42,6.49,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,12.22,xLSGS2,not previously published ,
ds_05,x9805,9805.14,7/29/1998,NA,SC,6.5,6.57,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,13.69,xLSGS2,not previously published ,
ds_05,x9805,9805.15,7/29/1998,NA,SC,6.57,6.65,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,13.71,xLSGS2,not previously published ,
ds_05,x9805,9805.16,7/29/1998,NA,SC,6.65,6.72,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,13.21,xLSGS2,not previously published ,
ds_05,x9805,9805.17,7/29/1998,NA,SC,6.73,6.8,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,47.04,xLSGS2,not previously published ,
ds_05,x9805,9805.18,7/29/1998,NA,SC,6.81,6.88,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,24.72,xLSGS2,not previously published ,
ds_05,x9805,9805.19,7/29/1998,NA,SC,6.88,6.96,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,20.01,xLSGS2,not previously published ,
ds_05,x9805,9805.2,7/29/1998,NA,SC,6.96,7.03,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,21.34,xLSGS2,not previously published ,
ds_05,x9805,9805.21,7/29/1998,NA,SC,7.04,7.11,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,15.12,xLSGS2,not previously published ,
ds_05,x9805,9805.22,7/29/1998,NA,SC,7.11,7.19,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,8.05,xLSGS2,not previously published ,
ds_05,x9805,9805.23,7/29/1998,NA,SC,7.19,7.26,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,36.62,xLSGS2,not previously published ,
ds_05,x9805,9805.24,7/29/1998,NA,SC,7.27,7.34,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,77.51,xLSGS2,not previously published ,
ds_05,x9806,9806.01,7/29/1998,NA,SC,7.01,7.08,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,39.3,xLSGS2,not previously published ,
ds_05,x9806,9806.02,7/29/1998,NA,SC,7.09,7.16,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,80.29,xLSGS2,not previously published ,
ds_05,x9806,9806.03,7/29/1998,NA,SC,7.17,7.24,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,73.16,xLSGS2,not previously published ,
ds_05,x9806,9806.04,7/29/1998,NA,SC,7.24,7.31,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,66.48,xLSGS2,not previously published ,
ds_05,x9806,9806.05,7/29/1998,NA,SC,7.32,7.39,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,85.8,xLSGS2,not previously published ,
ds_05,x9806,9806.06,7/29/1998,NA,SC,7.39,7.46,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,77.2,xLSGS2,not previously published ,
ds_05,x9806,9806.07,7/29/1998,NA,SC,7.47,7.54,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,80.96,xLSGS2,not previously published ,
ds_05,x9806,9806.08,7/29/1998,NA,SC,7.54,7.62,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,79.28,xLSGS2,not previously published ,
ds_05,x9806,9806.09,7/29/1998,NA,SC,7.62,7.69,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,54.65,xLSGS2,not previously published ,
ds_05,x9806,9806.1,7/29/1998,NA,SC,7.7,7.77,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,70.56,xLSGS2,not previously published ,
ds_05,x9806,9806.11,7/29/1998,NA,SC,7.77,7.85,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,67.89,xLSGS2,not previously published ,
ds_05,x9806,9806.12,7/29/1998,NA,SC,7.85,7.92,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,63.19,xLSGS2,not previously published ,
ds_05,x9806,9806.13,7/29/1998,NA,SC,7.93,8,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,43.69,xLSGS2,not previously published ,
ds_05,x9806,9806.14,7/29/1998,NA,SC,8,8.08,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,55.77,xLSGS2,not previously published ,
ds_05,x9806,9806.15,7/29/1998,NA,SC,8.08,8.16,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,72.25,xLSGS2,not previously published ,
ds_05,x9806,9806.16,7/29/1998,NA,SC,8.16,8.23,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,61.58,xLSGS2,not previously published ,
ds_05,x9806,9806.17,7/29/1998,NA,SC,8.24,8.31,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,39.17,xLSGS2,not previously published ,
ds_05,x9806,9806.18,7/29/1998,NA,SC,8.32,8.39,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,58.42,xLSGS2,not previously published ,
ds_05,x9806,9806.19,7/29/1998,NA,SC,8.39,8.47,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,43.49,xLSGS2,not previously published ,
ds_05,x9806,9806.2,7/29/1998,NA,SC,8.47,8.55,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,27.93,xLSGS2,not previously published ,
ds_05,x9806,9806.21,7/29/1998,NA,SC,8.55,8.62,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,34.44,xLSGS2,not previously published ,
ds_05,x9806,9806.22,7/29/1998,NA,SC,8.63,8.68,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,17.31,xLSGS2,not previously published ,
ds_05,x9807,9807.01,7/29/1998,NA,SC,7.62,7.69,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,29.22,xLSGS2,not previously published ,
ds_05,x9807,9807.02,7/29/1998,NA,SC,7.7,7.77,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,29.98,xLSGS2,not previously published ,
ds_05,x9807,9807.03,7/29/1998,NA,SC,7.77,7.85,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,16.32,xLSGS2,not previously published ,
ds_05,x9807,9807.04,7/29/1998,NA,SC,7.85,7.92,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,27.79,xLSGS2,not previously published ,
ds_05,x9807,9807.05,7/29/1998,NA,SC,7.93,8,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,78.8,xLSGS2,not previously published ,
ds_05,x9807,9807.06,7/29/1998,NA,SC,8,8.07,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,74.76,xLSGS2,not previously published ,
ds_05,x9807,9807.07,7/29/1998,NA,SC,8.08,8.15,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,77.77,xLSGS2,not previously published ,
ds_05,x9807,9807.08,7/29/1998,NA,SC,8.15,8.23,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,80.12,xLSGS2,not previously published ,
ds_05,x9807,9807.09,7/29/1998,NA,SC,8.23,8.3,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,72.11,xLSGS2,not previously published ,
ds_05,x9807,9807.1,7/29/1998,NA,SC,8.31,8.38,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,73.57,xLSGS2,not previously published ,
ds_05,x9807,9807.11,7/29/1998,NA,SC,8.39,8.46,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,69.07,xLSGS2,not previously published ,
ds_05,x9807,9807.12,7/29/1998,NA,SC,8.46,8.54,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,70.39,xLSGS2,not previously published ,
ds_05,x9807,9807.13,7/29/1998,NA,SC,8.54,8.61,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,60.69,xLSGS2,not previously published ,
ds_05,x9807,9807.14,7/29/1998,NA,SC,8.62,8.69,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,50.63,xLSGS2,not previously published ,
ds_05,x9807,9807.15,7/29/1998,NA,SC,8.7,8.77,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,73.75,xLSGS2,not previously published ,
ds_05,x9807,9807.16,7/29/1998,NA,SC,8.77,8.85,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,48.58,xLSGS2,not previously published ,
ds_05,x9807,9807.17,7/29/1998,NA,SC,8.85,8.92,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,52.86,xLSGS2,not previously published ,
ds_05,x9807,9807.18,7/29/1998,NA,SC,8.93,9,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,51.9,xLSGS2,not previously published ,
ds_05,x9807,9807.19,7/29/1998,NA,SC,9.01,9.08,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,36.08,xLSGS2,not previously published ,
ds_05,x9807,9807.2,7/29/1998,NA,SC,9.08,9.16,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,34.95,xLSGS2,not previously published ,
ds_05,x9808,9808.01,7/29/1998,NA,SC,7.01,7.08,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,39.39,xLSGS2,not previously published ,
ds_05,x9808,9808.02,7/29/1998,NA,SC,7.09,7.16,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,44.63,xLSGS2,not previously published ,
ds_05,x9808,9808.03,7/29/1998,NA,SC,7.16,7.24,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,78.49,xLSGS2,not previously published ,
ds_05,x9808,9808.04,7/29/1998,NA,SC,7.24,7.31,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,66.86,xLSGS2,not previously published ,
ds_05,x9808,9808.05,7/29/1998,NA,SC,7.32,7.39,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,23.99,xLSGS2,not previously published ,
ds_05,x9808,9808.06,7/29/1998,NA,SC,7.4,7.47,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,27.31,xLSGS2,not previously published ,
ds_05,x9808,9808.07,7/29/1998,NA,SC,7.47,7.55,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,26.11,xLSGS2,not previously published ,
ds_05,x9808,9808.08,7/29/1998,NA,SC,7.55,7.62,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,18.51,xLSGS2,not previously published ,
ds_05,x9808,9808.09,7/29/1998,NA,SC,7.63,7.7,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,15.97,xLSGS2,not previously published ,
ds_05,x9808,9808.1,7/29/1998,NA,SC,7.71,7.78,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,42.98,xLSGS2,not previously published ,
ds_05,x9808,9808.11,7/29/1998,NA,SC,7.78,7.86,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,21.82,xLSGS2,not previously published ,
ds_05,x9808,9808.12,7/29/1998,NA,SC,7.86,7.93,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,11.2,xLSGS2,not previously published ,
ds_05,x9808,9808.13,7/29/1998,NA,SC,7.94,8.01,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,45.74,xLSGS2,not previously published ,
ds_05,x9808,9808.14,7/29/1998,NA,SC,8.02,8.09,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,78.32,xLSGS2,not previously published ,
ds_05,x9808,9808.15,7/29/1998,NA,SC,8.09,8.17,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,88.09,xLSGS2,not previously published ,
ds_05,x9808,9808.16,7/29/1998,NA,SC,8.17,8.25,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,86.38,xLSGS2,not previously published ,
ds_05,x9808,9808.17,7/29/1998,NA,SC,8.25,8.32,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,87.32,xLSGS2,not previously published ,
ds_05,x9808,9808.18,7/29/1998,NA,SC,8.33,8.4,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,24.72,xLSGS2,not previously published ,
ds_05,x9808,9808.19,7/29/1998,NA,SC,8.4,8.48,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,76.05,xLSGS2,not previously published ,
ds_05,x9808,9808.2,7/29/1998,NA,SC,8.48,8.55,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,79.09,xLSGS2,not previously published ,
ds_05,x9808,9808.21,7/29/1998,NA,SC,8.56,8.63,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,84.43,xLSGS2,not previously published ,
ds_05,x9808,9808.22,7/29/1998,NA,SC,8.64,8.71,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,71.47,xLSGS2,not previously published ,
ds_05,x9808,9808.23,7/29/1998,NA,SC,8.71,8.79,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,53.69,xLSGS2,not previously published ,
ds_05,x9808,9808.24,7/29/1998,NA,SC,8.79,8.87,0.106,0.25,xLS015,diam_0.106_0.25mm_p,,76.21,xLSGS2,not previously published ,
ds_05,x9802,9802.01,7/29/1998,NA,SC,5.18,5.26,0.053,0.106,xLS016,diam_0.053_0.106mm_p,,13.01,xLSGS2,not previously published ,
ds_05,x9802,9802.02,7/29/1998,NA,SC,5.26,5.33,0.053,0.106,xLS016,diam_0.053_0.106mm_p,,8.87,xLSGS2,not previously published ,
ds_05,x9802,9802.03,7/29/1998,NA,SC,5.34,5.41,0.053,0.106,xLS016,diam_0.053_0.106mm_p,,5.54,xLSGS2,not previously published ,
ds_05,x9802,9802.04,7/29/1998,NA,SC,5.42,5.49,0.053,0.106,xLS016,diam_0.053_0.106mm_p,,6.7,xLSGS2,not previously published ,
ds_05,x9802,9802.05,7/29/1998,NA,SC,5.49,5.57,0.053,0.106,xLS016,diam_0.053_0.106mm_p,,7.57,xLSGS2,not previously published ,
ds_05,x9802,9802.06,7/29/1998,NA,SC,5.57,5.64,0.053,0.106,xLS016,diam_0.053_0.106mm_p,,10.78,xLSGS2,not previously published ,
ds_05,x9802,9802.07,7/29/1998,NA,SC,5.65,5.72,0.053,0.106,xLS016,diam_0.053_0.106mm_p,,2.69,xLSGS2,not previously published ,
ds_05,x9802,9802.08,7/29/1998,NA,SC,5.72,5.8,0.053,0.106,xLS016,diam_0.053_0.106mm_p,,1.85,xLSGS2,not previously published ,
ds_05,x9802,9802.09,7/29/1998,NA,SC,5.8,5.87,0.053,0.106,xLS016,diam_0.053_0.106mm_p,,1.1,xLSGS2,not previously published ,
ds_05,x9802,9802.1,7/29/1998,NA,SC,5.88,5.95,0.053,0.106,xLS016,diam_0.053_0.106mm_p,,1.53,xLSGS2,not previously published ,
ds_05,x9802,9802.11,7/29/1998,NA,SC,5.95,6.03,0.053,0.106,xLS016,diam_0.053_0.106mm_p,,1.72,xLSGS2,not previously published ,
ds_05,x9802,9802.12,7/29/1998,NA,SC,6.03,6.1,0.053,0.106,xLS016,diam_0.053_0.106mm_p,,1.85,xLSGS2,not previously published ,
