Unique_ID,Lysimeter_ID,CollectionDate,USGS_siteno,UTM_x_Z15,UTM_y_Z15,Distance_from_421,Param_name,Param_ShortName,Result_Value,Result_Flag,Unit,Laboratory,meth_cd
L9014_4.5_20210411,L9014-4.5,2021-04-11,473426095052511,342793.30,5271051.13,430.350,"Calcium, water, filtered, milligrams per liter",Calcium,127,,(mg/L),MERI,LIC09
L9014_4.5_20210416,L9014-4.5,2021-04-16,473426095052511,342793.30,5271051.13,430.350,"Calcium, water, filtered, milligrams per liter",Calcium,58.2,,(mg/L),MERI,LIC09
L9014_4.5_20210422,L9014-4.5,2021-04-22,473426095052511,342793.30,5271051.13,430.350,"Calcium, water, filtered, milligrams per liter",Calcium,55.2,,(mg/L),MERI,LIC09
L9014_4.5_20210429,L9014-4.5,2021-04-29,473426095052511,342793.30,5271051.13,430.350,"Calcium, water, filtered, milligrams per liter",Calcium,56.8,,(mg/L),MERI,LIC09
L9017_1.3_20210312,L9017-1.3,2021-03-12,473425095052677,342760.39,5271035.11,430.055,"Calcium, water, filtered, milligrams per liter",Calcium,16.2,,(mg/L),MERI,LIC09
L9017_1.3_20210318,L9017-1.3,2021-03-18,473425095052677,342760.39,5271035.11,430.055,"Calcium, water, filtered, milligrams per liter",Calcium,23.9,,(mg/L),MERI,LIC09
L9017_1.3_20210404,L9017-1.3,2021-04-04,473425095052677,342760.39,5271035.11,430.055,"Calcium, water, filtered, milligrams per liter",Calcium,25.3,,(mg/L),MERI,LIC09
L9017_1.3_20210416,L9017-1.3,2021-04-16,473425095052677,342760.39,5271035.11,430.055,"Calcium, water, filtered, milligrams per liter",Calcium,28.7,,(mg/L),MERI,LIC09
L9017_1.3_20210411,L9017-1.3,2021-04-11,473425095052677,342760.39,5271035.11,430.055,"Calcium, water, filtered, milligrams per liter",Calcium,28.2,,(mg/L),MERI,LIC09
L9017_1.3_20210422,L9017-1.3,2021-04-22,473425095052677,342760.39,5271035.11,430.055,"Calcium, water, filtered, milligrams per liter",Calcium,28.2,,(mg/L),MERI,LIC09
L9017_1.3_20210429,L9017-1.3,2021-04-29,473425095052677,342760.39,5271035.11,430.055,"Calcium, water, filtered, milligrams per liter",Calcium,25.7,,(mg/L),MERI,LIC09
L9017_2.5_20210312,L9017-2.5,2021-03-12,473425095052687,342758.38,5271037.77,430.109,"Calcium, water, filtered, milligrams per liter",Calcium,24.1,,(mg/L),MERI,LIC09
L9017_2.5_20210318,L9017-2.5,2021-03-18,473425095052687,342758.38,5271037.77,430.109,"Calcium, water, filtered, milligrams per liter",Calcium,34.0,,(mg/L),MERI,LIC09
L9017_2.5_20210325,L9017-2.5,2021-03-25,473425095052687,342758.38,5271037.77,430.109,"Calcium, water, filtered, milligrams per liter",Calcium,29.1,,(mg/L),MERI,LIC09
L9017_2.5_20210404,L9017-2.5,2021-04-04,473425095052687,342758.38,5271037.77,430.109,"Calcium, water, filtered, milligrams per liter",Calcium,30.5,,(mg/L),MERI,LIC09
L9017_2.5_20210411,L9017-2.5,2021-04-11,473425095052687,342758.38,5271037.77,430.109,"Calcium, water, filtered, milligrams per liter",Calcium,91.6,,(mg/L),MERI,LIC09
L9017_2.5_20210416,L9017-2.5,2021-04-16,473425095052687,342758.38,5271037.77,430.109,"Calcium, water, filtered, milligrams per liter",Calcium,39.4,,(mg/L),MERI,LIC09
L9017_2.5_20210422,L9017-2.5,2021-04-22,473425095052687,342758.38,5271037.77,430.109,"Calcium, water, filtered, milligrams per liter",Calcium,42.8,,(mg/L),MERI,LIC09
L9017_2.5_20210429,L9017-2.5,2021-04-29,473425095052687,342758.38,5271037.77,430.109,"Calcium, water, filtered, milligrams per liter",Calcium,39.1,,(mg/L),MERI,LIC09
L9017_3.7_20210312,L9017-3.7,2021-03-12,473425095052682,342759.47,5271036.87,430.055,"Calcium, water, filtered, milligrams per liter",Calcium,30.0,,(mg/L),MERI,LIC09
L9017_3.7_20210318,L9017-3.7,2021-03-18,473425095052682,342759.47,5271036.87,430.055,"Calcium, water, filtered, milligrams per liter",Calcium,22.3,,(mg/L),MERI,LIC09
L9017_3.7_20210404,L9017-3.7,2021-04-04,473425095052682,342759.47,5271036.87,430.055,"Calcium, water, filtered, milligrams per liter",Calcium,29.3,,(mg/L),MERI,LIC09
L9017_3.7_20210411,L9017-3.7,2021-04-11,473425095052682,342759.47,5271036.87,430.055,"Calcium, water, filtered, milligrams per liter",Calcium,40.3,,(mg/L),MERI,LIC09
L9017_3.7_20210416,L9017-3.7,2021-04-16,473425095052682,342759.47,5271036.87,430.055,"Calcium, water, filtered, milligrams per liter",Calcium,29.7,,(mg/L),MERI,LIC09
L9017_3.7_20210422,L9017-3.7,2021-04-22,473425095052682,342759.47,5271036.87,430.055,"Calcium, water, filtered, milligrams per liter",Calcium,28.2,,(mg/L),MERI,LIC09
L9017_3.7_20210429,L9017-3.7,2021-04-29,473425095052682,342759.47,5271036.87,430.055,"Calcium, water, filtered, milligrams per liter",Calcium,32.8,,(mg/L),MERI,LIC09
L310_1.5_20190628,L310-1.5,2019-06-28,,342605.76,5270952.42,433.453,"Magnesium, water, filtered, milligrams per liter",Magnesium,15.2,,(mg/L),MERI,LIC09
L9014_1.5_20190627,L9014-1.5,2019-06-27,473426095052509,342794.83,5271049.55,430.335,"Magnesium, water, filtered, milligrams per liter",Magnesium,6.25,,(mg/L),MERI,LIC09
L9014_3.0_20190627,L9014-3.0,2019-06-27,473426095052510,342794.05,5271050.17,430.344,"Magnesium, water, filtered, milligrams per liter",Magnesium,22.1,,(mg/L),MERI,LIC09
L9014_4.5_20190627,L9014-4.5,2019-06-27,473426095052511,342793.30,5271051.13,430.350,"Magnesium, water, filtered, milligrams per liter",Magnesium,11.6,,(mg/L),MERI,LIC09
L9017_1.3_20190627,L9017-1.3,2019-06-27,473425095052677,342760.39,5271035.11,430.055,"Magnesium, water, filtered, milligrams per liter",Magnesium,9.91,,(mg/L),MERI,LIC09
L9017_2.5_20190627,L9017-2.5,2019-06-27,473425095052687,342758.38,5271037.77,430.109,"Magnesium, water, filtered, milligrams per liter",Magnesium,12.8,,(mg/L),MERI,LIC09
L9017_3.7_20190627,L9017-3.7,2019-06-27,473425095052682,342759.47,5271036.87,430.055,"Magnesium, water, filtered, milligrams per liter",Magnesium,14.4,,(mg/L),MERI,LIC09
L310_1.5_20210312,L310-1.5,2021-03-12,,342605.76,5270952.42,433.453,"Magnesium, water, filtered, milligrams per liter",Magnesium,1.90,,(mg/L),MERI,LIC09
L310_1.5_20210411,L310-1.5,2021-04-11,,342605.76,5270952.42,433.453,"Magnesium, water, filtered, milligrams per liter",Magnesium,2.71,,(mg/L),MERI,LIC09
L310_1.5_20210416,L310-1.5,2021-04-16,,342605.76,5270952.42,433.453,"Magnesium, water, filtered, milligrams per liter",Magnesium,1.58,,(mg/L),MERI,LIC09
L310_1.5_20210422,L310-1.5,2021-04-22,,342605.76,5270952.42,433.453,"Magnesium, water, filtered, milligrams per liter",Magnesium,2.14,,(mg/L),MERI,LIC09
L310_1.5_20210429,L310-1.5,2021-04-29,,342605.76,5270952.42,433.453,"Magnesium, water, filtered, milligrams per liter",Magnesium,2.01,,(mg/L),MERI,LIC09
L310_4.5_20210312,L310-4.5,2021-03-12,,342604.47,5270953.06,433.572,"Magnesium, water, filtered, milligrams per liter",Magnesium,1.70,,(mg/L),MERI,LIC09
L310_4.5_20210318,L310-4.5,2021-03-18,,342604.47,5270953.06,433.572,"Magnesium, water, filtered, milligrams per liter",Magnesium,3.24,,(mg/L),MERI,LIC09
L310_4.5_20210404,L310-4.5,2021-04-04,,342604.47,5270953.06,433.572,"Magnesium, water, filtered, milligrams per liter",Magnesium,2.35,,(mg/L),MERI,LIC09
L310_4.5_20210411,L310-4.5,2021-04-11,,342604.47,5270953.06,433.572,"Magnesium, water, filtered, milligrams per liter",Magnesium,3.85,,(mg/L),MERI,LIC09
L310_4.5_20210416,L310-4.5,2021-04-16,,342604.47,5270953.06,433.572,"Magnesium, water, filtered, milligrams per liter",Magnesium,2.12,,(mg/L),MERI,LIC09
L310_4.5_20210422,L310-4.5,2021-04-22,,342604.47,5270953.06,433.572,"Magnesium, water, filtered, milligrams per liter",Magnesium,3.41,,(mg/L),MERI,LIC09
L310_4.5_20210429,L310-4.5,2021-04-29,,342604.47,5270953.06,433.572,"Magnesium, water, filtered, milligrams per liter",Magnesium,2.41,,(mg/L),MERI,LIC09
L9014_3.0_20210404,L9014-3.0,2021-04-04,473426095052510,342794.05,5271050.17,430.344,"Magnesium, water, filtered, milligrams per liter",Magnesium,2.91,,(mg/L),MERI,LIC09
L9014_3.0_20210411,L9014-3.0,2021-04-11,473426095052510,342794.05,5271050.17,430.344,"Magnesium, water, filtered, milligrams per liter",Magnesium,4.49,,(mg/L),MERI,LIC09
L9014_3.0_20210416,L9014-3.0,2021-04-16,473426095052510,342794.05,5271050.17,430.344,"Magnesium, water, filtered, milligrams per liter",Magnesium,3.45,,(mg/L),MERI,LIC09
L9014_3.0_20210422,L9014-3.0,2021-04-22,473426095052510,342794.05,5271050.17,430.344,"Magnesium, water, filtered, milligrams per liter",Magnesium,3.72,,(mg/L),MERI,LIC09
L9014_3.0_20210429,L9014-3.0,2021-04-29,473426095052510,342794.05,5271050.17,430.344,"Magnesium, water, filtered, milligrams per liter",Magnesium,3.66,,(mg/L),MERI,LIC09
L9014_4.5_20210312,L9014-4.5,2021-03-12,473426095052511,342793.30,5271051.13,430.350,"Magnesium, water, filtered, milligrams per liter",Magnesium,2.74,,(mg/L),MERI,LIC09
L9014_4.5_20210318,L9014-4.5,2021-03-18,473426095052511,342793.30,5271051.13,430.350,"Magnesium, water, filtered, milligrams per liter",Magnesium,3.47,,(mg/L),MERI,LIC09
L9014_4.5_20210325,L9014-4.5,2021-03-25,473426095052511,342793.30,5271051.13,430.350,"Magnesium, water, filtered, milligrams per liter",Magnesium,4.10,,(mg/L),MERI,LIC09
L9014_4.5_20210404,L9014-4.5,2021-04-04,473426095052511,342793.30,5271051.13,430.350,"Magnesium, water, filtered, milligrams per liter",Magnesium,2.88,,(mg/L),MERI,LIC09
L9014_4.5_20210411,L9014-4.5,2021-04-11,473426095052511,342793.30,5271051.13,430.350,"Magnesium, water, filtered, milligrams per liter",Magnesium,4.94,,(mg/L),MERI,LIC09
L9014_4.5_20210416,L9014-4.5,2021-04-16,473426095052511,342793.30,5271051.13,430.350,"Magnesium, water, filtered, milligrams per liter",Magnesium,3.84,,(mg/L),MERI,LIC09
L9014_4.5_20210422,L9014-4.5,2021-04-22,473426095052511,342793.30,5271051.13,430.350,"Magnesium, water, filtered, milligrams per liter",Magnesium,4.18,,(mg/L),MERI,LIC09
L9014_4.5_20210429,L9014-4.5,2021-04-29,473426095052511,342793.30,5271051.13,430.350,"Magnesium, water, filtered, milligrams per liter",Magnesium,3.85,,(mg/L),MERI,LIC09
L9017_1.3_20210312,L9017-1.3,2021-03-12,473425095052677,342760.39,5271035.11,430.055,"Magnesium, water, filtered, milligrams per liter",Magnesium,1.50,,(mg/L),MERI,LIC09
L9017_1.3_20210318,L9017-1.3,2021-03-18,473425095052677,342760.39,5271035.11,430.055,"Magnesium, water, filtered, milligrams per liter",Magnesium,1.93,,(mg/L),MERI,LIC09
L9017_1.3_20210404,L9017-1.3,2021-04-04,473425095052677,342760.39,5271035.11,430.055,"Magnesium, water, filtered, milligrams per liter",Magnesium,1.93,,(mg/L),MERI,LIC09
L9017_1.3_20210416,L9017-1.3,2021-04-16,473425095052677,342760.39,5271035.11,430.055,"Magnesium, water, filtered, milligrams per liter",Magnesium,2.36,,(mg/L),MERI,LIC09
L9017_1.3_20210411,L9017-1.3,2021-04-11,473425095052677,342760.39,5271035.11,430.055,"Magnesium, water, filtered, milligrams per liter",Magnesium,2.00,,(mg/L),MERI,LIC09
L9017_1.3_20210422,L9017-1.3,2021-04-22,473425095052677,342760.39,5271035.11,430.055,"Magnesium, water, filtered, milligrams per liter",Magnesium,2.44,,(mg/L),MERI,LIC09
L9017_1.3_20210429,L9017-1.3,2021-04-29,473425095052677,342760.39,5271035.11,430.055,"Magnesium, water, filtered, milligrams per liter",Magnesium,2.00,,(mg/L),MERI,LIC09
L9017_2.5_20210312,L9017-2.5,2021-03-12,473425095052687,342758.38,5271037.77,430.109,"Magnesium, water, filtered, milligrams per liter",Magnesium,2.22,,(mg/L),MERI,LIC09
L9017_2.5_20210318,L9017-2.5,2021-03-18,473425095052687,342758.38,5271037.77,430.109,"Magnesium, water, filtered, milligrams per liter",Magnesium,2.92,,(mg/L),MERI,LIC09
L9017_2.5_20210325,L9017-2.5,2021-03-25,473425095052687,342758.38,5271037.77,430.109,"Magnesium, water, filtered, milligrams per liter",Magnesium,2.47,,(mg/L),MERI,LIC09
L9017_2.5_20210404,L9017-2.5,2021-04-04,473425095052687,342758.38,5271037.77,430.109,"Magnesium, water, filtered, milligrams per liter",Magnesium,2.57,,(mg/L),MERI,LIC09
L9017_2.5_20210411,L9017-2.5,2021-04-11,473425095052687,342758.38,5271037.77,430.109,"Magnesium, water, filtered, milligrams per liter",Magnesium,4.34,,(mg/L),MERI,LIC09
L9017_2.5_20210416,L9017-2.5,2021-04-16,473425095052687,342758.38,5271037.77,430.109,"Magnesium, water, filtered, milligrams per liter",Magnesium,4.03,,(mg/L),MERI,LIC09
L9017_2.5_20210422,L9017-2.5,2021-04-22,473425095052687,342758.38,5271037.77,430.109,"Magnesium, water, filtered, milligrams per liter",Magnesium,3.41,,(mg/L),MERI,LIC09
L9017_2.5_20210429,L9017-2.5,2021-04-29,473425095052687,342758.38,5271037.77,430.109,"Magnesium, water, filtered, milligrams per liter",Magnesium,3.00,,(mg/L),MERI,LIC09
L9017_3.7_20210312,L9017-3.7,2021-03-12,473425095052682,342759.47,5271036.87,430.055,"Magnesium, water, filtered, milligrams per liter",Magnesium,2.41,,(mg/L),MERI,LIC09
L9017_3.7_20210318,L9017-3.7,2021-03-18,473425095052682,342759.47,5271036.87,430.055,"Magnesium, water, filtered, milligrams per liter",Magnesium,0.920,E,(mg/L),MERI,LIC09
L9017_3.7_20210404,L9017-3.7,2021-04-04,473425095052682,342759.47,5271036.87,430.055,"Magnesium, water, filtered, milligrams per liter",Magnesium,2.06,,(mg/L),MERI,LIC09
L9017_3.7_20210411,L9017-3.7,2021-04-11,473425095052682,342759.47,5271036.87,430.055,"Magnesium, water, filtered, milligrams per liter",Magnesium,2.68,,(mg/L),MERI,LIC09
L9017_3.7_20210416,L9017-3.7,2021-04-16,473425095052682,342759.47,5271036.87,430.055,"Magnesium, water, filtered, milligrams per liter",Magnesium,2.12,,(mg/L),MERI,LIC09
L9017_3.7_20210422,L9017-3.7,2021-04-22,473425095052682,342759.47,5271036.87,430.055,"Magnesium, water, filtered, milligrams per liter",Magnesium,1.95,,(mg/L),MERI,LIC09
L9017_3.7_20210429,L9017-3.7,2021-04-29,473425095052682,342759.47,5271036.87,430.055,"Magnesium, water, filtered, milligrams per liter",Magnesium,2.36,,(mg/L),MERI,LIC09
L310_1.5_20190628,L310-1.5,2019-06-28,,342605.76,5270952.42,433.453,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.122,,(mg/L),MERI,00109
L9014_1.5_20190627,L9014-1.5,2019-06-27,473426095052509,342794.83,5271049.55,430.335,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9014_3.0_20190627,L9014-3.0,2019-06-27,473426095052510,342794.05,5271050.17,430.344,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9014_4.5_20190627,L9014-4.5,2019-06-27,473426095052511,342793.30,5271051.13,430.350,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9017_1.3_20190627,L9017-1.3,2019-06-27,473425095052677,342760.39,5271035.11,430.055,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9017_2.5_20190627,L9017-2.5,2019-06-27,473425095052687,342758.38,5271037.77,430.109,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9017_3.7_20190627,L9017-3.7,2019-06-27,473425095052682,342759.47,5271036.87,430.055,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L310_1.5_20210312,L310-1.5,2021-03-12,,342605.76,5270952.42,433.453,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L310_1.5_20210411,L310-1.5,2021-04-11,,342605.76,5270952.42,433.453,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L310_1.5_20210416,L310-1.5,2021-04-16,,342605.76,5270952.42,433.453,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L310_1.5_20210422,L310-1.5,2021-04-22,,342605.76,5270952.42,433.453,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L310_1.5_20210429,L310-1.5,2021-04-29,,342605.76,5270952.42,433.453,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L310_4.5_20210312,L310-4.5,2021-03-12,,342604.47,5270953.06,433.572,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.350,,(mg/L),MERI,00109
L310_4.5_20210318,L310-4.5,2021-03-18,,342604.47,5270953.06,433.572,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.100,,(mg/L),MERI,00109
L310_4.5_20210325,L310-4.5,2021-03-25,,342604.47,5270953.06,433.572,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L310_4.5_20210404,L310-4.5,2021-04-04,,342604.47,5270953.06,433.572,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.100,,(mg/L),MERI,00109
L310_4.5_20210411,L310-4.5,2021-04-11,,342604.47,5270953.06,433.572,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.100,,(mg/L),MERI,00109
L310_4.5_20210416,L310-4.5,2021-04-16,,342604.47,5270953.06,433.572,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.090,,(mg/L),MERI,00109
L310_4.5_20210422,L310-4.5,2021-04-22,,342604.47,5270953.06,433.572,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.090,,(mg/L),MERI,00109
L310_4.5_20210429,L310-4.5,2021-04-29,,342604.47,5270953.06,433.572,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.090,,(mg/L),MERI,00109
L9014_1.5_20210325,L9014-1.5,2021-03-25,473426095052509,342794.83,5271049.55,430.335,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9014_1.5_20210416,L9014-1.5,2021-04-16,473426095052509,342794.83,5271049.55,430.335,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9014_1.5_20210422,L9014-1.5,2021-04-22,473426095052509,342794.83,5271049.55,430.335,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9014_1.5_20210429,L9014-1.5,2021-04-29,473426095052509,342794.83,5271049.55,430.335,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9014_3.0_20210404,L9014-3.0,2021-04-04,473426095052510,342794.05,5271050.17,430.344,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9014_3.0_20210411,L9014-3.0,2021-04-11,473426095052510,342794.05,5271050.17,430.344,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9014_3.0_20210416,L9014-3.0,2021-04-16,473426095052510,342794.05,5271050.17,430.344,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9014_3.0_20210422,L9014-3.0,2021-04-22,473426095052510,342794.05,5271050.17,430.344,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9014_3.0_20210429,L9014-3.0,2021-04-29,473426095052510,342794.05,5271050.17,430.344,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9014_4.5_20210312,L9014-4.5,2021-03-12,473426095052511,342793.30,5271051.13,430.350,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9014_4.5_20210318,L9014-4.5,2021-03-18,473426095052511,342793.30,5271051.13,430.350,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9014_4.5_20210325,L9014-4.5,2021-03-25,473426095052511,342793.30,5271051.13,430.350,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9014_4.5_20210404,L9014-4.5,2021-04-04,473426095052511,342793.30,5271051.13,430.350,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9014_4.5_20210411,L9014-4.5,2021-04-11,473426095052511,342793.30,5271051.13,430.350,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9014_4.5_20210416,L9014-4.5,2021-04-16,473426095052511,342793.30,5271051.13,430.350,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9014_4.5_20210422,L9014-4.5,2021-04-22,473426095052511,342793.30,5271051.13,430.350,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9014_4.5_20210429,L9014-4.5,2021-04-29,473426095052511,342793.30,5271051.13,430.350,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9017_1.3_20210312,L9017-1.3,2021-03-12,473425095052677,342760.39,5271035.11,430.055,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9017_1.3_20210318,L9017-1.3,2021-03-18,473425095052677,342760.39,5271035.11,430.055,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9017_1.3_20210404,L9017-1.3,2021-04-04,473425095052677,342760.39,5271035.11,430.055,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9017_1.3_20210416,L9017-1.3,2021-04-16,473425095052677,342760.39,5271035.11,430.055,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9017_1.3_20210411,L9017-1.3,2021-04-11,473425095052677,342760.39,5271035.11,430.055,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9017_1.3_20210422,L9017-1.3,2021-04-22,473425095052677,342760.39,5271035.11,430.055,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9017_1.3_20210429,L9017-1.3,2021-04-29,473425095052677,342760.39,5271035.11,430.055,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9017_2.5_20210312,L9017-2.5,2021-03-12,473425095052687,342758.38,5271037.77,430.109,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9017_2.5_20210318,L9017-2.5,2021-03-18,473425095052687,342758.38,5271037.77,430.109,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9017_2.5_20210325,L9017-2.5,2021-03-25,473425095052687,342758.38,5271037.77,430.109,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9017_2.5_20210404,L9017-2.5,2021-04-04,473425095052687,342758.38,5271037.77,430.109,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9017_2.5_20210411,L9017-2.5,2021-04-11,473425095052687,342758.38,5271037.77,430.109,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9017_2.5_20210416,L9017-2.5,2021-04-16,473425095052687,342758.38,5271037.77,430.109,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9017_2.5_20210422,L9017-2.5,2021-04-22,473425095052687,342758.38,5271037.77,430.109,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9017_2.5_20210429,L9017-2.5,2021-04-29,473425095052687,342758.38,5271037.77,430.109,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9017_3.7_20210312,L9017-3.7,2021-03-12,473425095052682,342759.47,5271036.87,430.055,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9017_3.7_20210318,L9017-3.7,2021-03-18,473425095052682,342759.47,5271036.87,430.055,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9017_3.7_20210404,L9017-3.7,2021-04-04,473425095052682,342759.47,5271036.87,430.055,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9017_3.7_20210411,L9017-3.7,2021-04-11,473425095052682,342759.47,5271036.87,430.055,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9017_3.7_20210416,L9017-3.7,2021-04-16,473425095052682,342759.47,5271036.87,430.055,"Fluoride, water, filtered, milligrams per liter",Fluoride,0.079,LTMDL,(mg/L),MERI,00109
L9017_3.7_20210429,L9017-3.7,2021-04-29,473425095052682,342759.47,5271036.87,430.055,"Fluoride, water, filtered, milligrams per liter",Fluoride,,U,(mg/L),MERI,00109
L310_1.5_20190628,L310-1.5,2019-06-28,,342605.76,5270952.42,433.453,"Chloride, water, filtered, milligrams per liter",Chloride,28.5,,(mg/L),MERI,00109
L9014_1.5_20190627,L9014-1.5,2019-06-27,473426095052509,342794.83,5271049.55,430.335,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9014_3.0_20190627,L9014-3.0,2019-06-27,473426095052510,342794.05,5271050.17,430.344,"Chloride, water, filtered, milligrams per liter",Chloride,0.690,,(mg/L),MERI,00109
L9014_4.5_20190627,L9014-4.5,2019-06-27,473426095052511,342793.30,5271051.13,430.350,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9017_1.3_20190627,L9017-1.3,2019-06-27,473425095052677,342760.39,5271035.11,430.055,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9017_2.5_20190627,L9017-2.5,2019-06-27,473425095052687,342758.38,5271037.77,430.109,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9017_3.7_20190627,L9017-3.7,2019-06-27,473425095052682,342759.47,5271036.87,430.055,"Chloride, water, filtered, milligrams per liter",Chloride,1.21,,(mg/L),MERI,00109
L310_1.5_20210312,L310-1.5,2021-03-12,,342605.76,5270952.42,433.453,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L310_1.5_20210411,L310-1.5,2021-04-11,,342605.76,5270952.42,433.453,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
