Unique_ID,Lysimeter_ID,CollectionDate,USGS_siteno,UTM_x_Z15,UTM_y_Z15,Distance_from_421,Param_name,Param_ShortName,Result_Value,Result_Flag,Unit,Laboratory,meth_cd
L9014_3.0_20210411,L9014-3.0,2021-04-11,473426095052510,342794.05,5271050.17,430.344,"Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen",Ammonia,0.020,LTRL,(mg N/L),RBPGL,PHN10
L9014_3.0_20210416,L9014-3.0,2021-04-16,473426095052510,342794.05,5271050.17,430.344,"Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen",Ammonia,0.020,LTRL,(mg N/L),RBPGL,PHN10
L9014_3.0_20210422,L9014-3.0,2021-04-22,473426095052510,342794.05,5271050.17,430.344,"Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen",Ammonia,0.020,LTRL,(mg N/L),RBPGL,PHN10
L9014_3.0_20210429,L9014-3.0,2021-04-29,473426095052510,342794.05,5271050.17,430.344,"Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen",Ammonia,0.020,LTRL,(mg N/L),RBPGL,PHN10
L9014_4.5_20210312,L9014-4.5,2021-03-12,473426095052511,342793.30,5271051.13,430.350,"Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen",Ammonia,1.13,,(mg N/L),RBPGL,PHN10
L9014_4.5_20210318,L9014-4.5,2021-03-18,473426095052511,342793.30,5271051.13,430.350,"Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen",Ammonia,2.12,E_GTRL,(mg N/L),RBPGL,PHN10
L9014_4.5_20210404,L9014-4.5,2021-04-04,473426095052511,342793.30,5271051.13,430.350,"Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen",Ammonia,1.42,,(mg N/L),RBPGL,PHN10
L9014_4.5_20210411,L9014-4.5,2021-04-11,473426095052511,342793.30,5271051.13,430.350,"Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen",Ammonia,1.61,,(mg N/L),RBPGL,PHN10
L9014_4.5_20210416,L9014-4.5,2021-04-16,473426095052511,342793.30,5271051.13,430.350,"Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen",Ammonia,1.84,,(mg N/L),RBPGL,PHN10
L9014_4.5_20210422,L9014-4.5,2021-04-22,473426095052511,342793.30,5271051.13,430.350,"Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen",Ammonia,1.31,,(mg N/L),RBPGL,PHN10
L9014_4.5_20210429,L9014-4.5,2021-04-29,473426095052511,342793.30,5271051.13,430.350,"Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen",Ammonia,1.74,,(mg N/L),RBPGL,PHN10
L9017_1.3_20210312,L9017-1.3,2021-03-12,473425095052677,342760.39,5271035.11,430.055,"Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen",Ammonia,0.020,LTRL,(mg N/L),RBPGL,PHN10
L9017_1.3_20210318,L9017-1.3,2021-03-18,473425095052677,342760.39,5271035.11,430.055,"Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen",Ammonia,0.020,LTRL,(mg N/L),RBPGL,PHN10
L9017_1.3_20210404,L9017-1.3,2021-04-04,473425095052677,342760.39,5271035.11,430.055,"Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen",Ammonia,0.020,LTRL,(mg N/L),RBPGL,PHN10
L9017_1.3_20210416,L9017-1.3,2021-04-16,473425095052677,342760.39,5271035.11,430.055,"Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen",Ammonia,0.020,LTRL,(mg N/L),RBPGL,PHN10
L9017_1.3_20210411,L9017-1.3,2021-04-11,473425095052677,342760.39,5271035.11,430.055,"Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen",Ammonia,0.020,LTRL,(mg N/L),RBPGL,PHN10
L9017_1.3_20210422,L9017-1.3,2021-04-22,473425095052677,342760.39,5271035.11,430.055,"Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen",Ammonia,0.020,LTRL,(mg N/L),RBPGL,PHN10
L9017_1.3_20210429,L9017-1.3,2021-04-29,473425095052677,342760.39,5271035.11,430.055,"Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen",Ammonia,0.020,LTRL,(mg N/L),RBPGL,PHN10
L9017_2.5_20210312,L9017-2.5,2021-03-12,473425095052687,342758.38,5271037.77,430.109,"Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen",Ammonia,0.020,LTRL,(mg N/L),RBPGL,PHN10
L9017_2.5_20210318,L9017-2.5,2021-03-18,473425095052687,342758.38,5271037.77,430.109,"Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen",Ammonia,0.020,LTRL,(mg N/L),RBPGL,PHN10
L9017_2.5_20210404,L9017-2.5,2021-04-04,473425095052687,342758.38,5271037.77,430.109,"Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen",Ammonia,0.020,LTRL,(mg N/L),RBPGL,PHN10
L9017_2.5_20210411,L9017-2.5,2021-04-11,473425095052687,342758.38,5271037.77,430.109,"Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen",Ammonia,0.020,LTRL,(mg N/L),RBPGL,PHN10
L9017_2.5_20210416,L9017-2.5,2021-04-16,473425095052687,342758.38,5271037.77,430.109,"Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen",Ammonia,0.020,LTRL,(mg N/L),RBPGL,PHN10
L9017_2.5_20210422,L9017-2.5,2021-04-22,473425095052687,342758.38,5271037.77,430.109,"Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen",Ammonia,0.020,LTRL,(mg N/L),RBPGL,PHN10
L9017_2.5_20210429,L9017-2.5,2021-04-29,473425095052687,342758.38,5271037.77,430.109,"Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen",Ammonia,0.020,LTRL,(mg N/L),RBPGL,PHN10
L9017_3.7_20210312,L9017-3.7,2021-03-12,473425095052682,342759.47,5271036.87,430.055,"Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen",Ammonia,0.918,,(mg N/L),RBPGL,PHN10
L9017_3.7_20210318,L9017-3.7,2021-03-18,473425095052682,342759.47,5271036.87,430.055,"Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen",Ammonia,0.041,,(mg N/L),RBPGL,PHN10
L9017_3.7_20210404,L9017-3.7,2021-04-04,473425095052682,342759.47,5271036.87,430.055,"Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen",Ammonia,0.409,,(mg N/L),RBPGL,PHN10
L9017_3.7_20210411,L9017-3.7,2021-04-11,473425095052682,342759.47,5271036.87,430.055,"Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen",Ammonia,0.591,,(mg N/L),RBPGL,PHN10
L9017_3.7_20210416,L9017-3.7,2021-04-16,473425095052682,342759.47,5271036.87,430.055,"Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen",Ammonia,0.604,,(mg N/L),RBPGL,PHN10
L9017_3.7_20210422,L9017-3.7,2021-04-22,473425095052682,342759.47,5271036.87,430.055,"Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen",Ammonia,0.598,,(mg N/L),RBPGL,PHN10
L9017_3.7_20210429,L9017-3.7,2021-04-29,473425095052682,342759.47,5271036.87,430.055,"Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen",Ammonia,0.436,,(mg N/L),RBPGL,PHN10
L310_1.5_20210312,L310-1.5,2021-03-12,,342605.76,5270952.42,433.453,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L310_1.5_20210411,L310-1.5,2021-04-11,,342605.76,5270952.42,433.453,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L310_1.5_20210416,L310-1.5,2021-04-16,,342605.76,5270952.42,433.453,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L310_1.5_20210422,L310-1.5,2021-04-22,,342605.76,5270952.42,433.453,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L310_1.5_20210429,L310-1.5,2021-04-29,,342605.76,5270952.42,433.453,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L310_4.5_20210312,L310-4.5,2021-03-12,,342604.47,5270953.06,433.572,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L310_4.5_20210318,L310-4.5,2021-03-18,,342604.47,5270953.06,433.572,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L310_4.5_20210404,L310-4.5,2021-04-04,,342604.47,5270953.06,433.572,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L310_4.5_20210411,L310-4.5,2021-04-11,,342604.47,5270953.06,433.572,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L310_4.5_20210416,L310-4.5,2021-04-16,,342604.47,5270953.06,433.572,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L310_4.5_20210422,L310-4.5,2021-04-22,,342604.47,5270953.06,433.572,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L310_4.5_20210429,L310-4.5,2021-04-29,,342604.47,5270953.06,433.572,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9014_1.5_20210318,L9014-1.5,2021-03-18,473426095052509,342794.83,5271049.55,430.335,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9014_1.5_20210411,L9014-1.5,2021-04-11,473426095052509,342794.83,5271049.55,430.335,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9014_1.5_20210416,L9014-1.5,2021-04-16,473426095052509,342794.83,5271049.55,430.335,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9014_1.5_20210422,L9014-1.5,2021-04-22,473426095052509,342794.83,5271049.55,430.335,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9014_3.0_20210404,L9014-3.0,2021-04-04,473426095052510,342794.05,5271050.17,430.344,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9014_3.0_20210411,L9014-3.0,2021-04-11,473426095052510,342794.05,5271050.17,430.344,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9014_3.0_20210416,L9014-3.0,2021-04-16,473426095052510,342794.05,5271050.17,430.344,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9014_3.0_20210422,L9014-3.0,2021-04-22,473426095052510,342794.05,5271050.17,430.344,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9014_3.0_20210429,L9014-3.0,2021-04-29,473426095052510,342794.05,5271050.17,430.344,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9014_4.5_20210312,L9014-4.5,2021-03-12,473426095052511,342793.30,5271051.13,430.350,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9014_4.5_20210318,L9014-4.5,2021-03-18,473426095052511,342793.30,5271051.13,430.350,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9014_4.5_20210404,L9014-4.5,2021-04-04,473426095052511,342793.30,5271051.13,430.350,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9014_4.5_20210411,L9014-4.5,2021-04-11,473426095052511,342793.30,5271051.13,430.350,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9014_4.5_20210416,L9014-4.5,2021-04-16,473426095052511,342793.30,5271051.13,430.350,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9014_4.5_20210422,L9014-4.5,2021-04-22,473426095052511,342793.30,5271051.13,430.350,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9014_4.5_20210429,L9014-4.5,2021-04-29,473426095052511,342793.30,5271051.13,430.350,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9017_1.3_20210312,L9017-1.3,2021-03-12,473425095052677,342760.39,5271035.11,430.055,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9017_1.3_20210318,L9017-1.3,2021-03-18,473425095052677,342760.39,5271035.11,430.055,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9017_1.3_20210404,L9017-1.3,2021-04-04,473425095052677,342760.39,5271035.11,430.055,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9017_1.3_20210416,L9017-1.3,2021-04-16,473425095052677,342760.39,5271035.11,430.055,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9017_1.3_20210411,L9017-1.3,2021-04-11,473425095052677,342760.39,5271035.11,430.055,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9017_1.3_20210422,L9017-1.3,2021-04-22,473425095052677,342760.39,5271035.11,430.055,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9017_1.3_20210429,L9017-1.3,2021-04-29,473425095052677,342760.39,5271035.11,430.055,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9017_2.5_20210312,L9017-2.5,2021-03-12,473425095052687,342758.38,5271037.77,430.109,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.341,,(mg P/L),RBPGL,CL127
L9017_2.5_20210318,L9017-2.5,2021-03-18,473425095052687,342758.38,5271037.77,430.109,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9017_2.5_20210404,L9017-2.5,2021-04-04,473425095052687,342758.38,5271037.77,430.109,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9017_2.5_20210411,L9017-2.5,2021-04-11,473425095052687,342758.38,5271037.77,430.109,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9017_2.5_20210416,L9017-2.5,2021-04-16,473425095052687,342758.38,5271037.77,430.109,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9017_2.5_20210421,L9017-2.5,2021-04-21,473425095052687,342758.38,5271037.77,430.109,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9017_2.5_20210429,L9017-2.5,2021-04-29,473425095052687,342758.38,5271037.77,430.109,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9017_3.7_20210312,L9017-3.7,2021-03-12,473425095052682,342759.47,5271036.87,430.055,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9017_3.7_20210318,L9017-3.7,2021-03-18,473425095052682,342759.47,5271036.87,430.055,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9017_3.7_20210404,L9017-3.7,2021-04-04,473425095052682,342759.47,5271036.87,430.055,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9017_3.7_20210411,L9017-3.7,2021-04-11,473425095052682,342759.47,5271036.87,430.055,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9017_3.7_20210416,L9017-3.7,2021-04-16,473425095052682,342759.47,5271036.87,430.055,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9017_3.7_20210421,L9017-3.7,2021-04-21,473425095052682,342759.47,5271036.87,430.055,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L9017_3.7_20210429,L9017-3.7,2021-04-29,473425095052682,342759.47,5271036.87,430.055,"Orthophosphate, water, filtered, ascorbic acid colorimetry",Orthophosphate,0.250,LTRL,(mg P/L),RBPGL,CL127
L310_1.5_20190628,L310-1.5,2019-06-28,,342605.76,5270952.42,433.453,"Sodium, water, filtered, milligrams per liter",Sodium,12.6,,(mg/L),MERI,LIC09
L9014_1.5_20190627,L9014-1.5,2019-06-27,473426095052509,342794.83,5271049.55,430.335,"Sodium, water, filtered, milligrams per liter",Sodium,10.7,,(mg/L),MERI,LIC09
L9014_3.0_20190627,L9014-3.0,2019-06-27,473426095052510,342794.05,5271050.17,430.344,"Sodium, water, filtered, milligrams per liter",Sodium,2.85,,(mg/L),MERI,LIC09
L9014_4.5_20190627,L9014-4.5,2019-06-27,473426095052511,342793.30,5271051.13,430.350,"Sodium, water, filtered, milligrams per liter",Sodium,1.06,E,(mg/L),MERI,LIC09
L9017_1.3_20190627,L9017-1.3,2019-06-27,473425095052677,342760.39,5271035.11,430.055,"Sodium, water, filtered, milligrams per liter",Sodium,1.10,E,(mg/L),MERI,LIC09
L9017_2.5_20190627,L9017-2.5,2019-06-27,473425095052687,342758.38,5271037.77,430.109,"Sodium, water, filtered, milligrams per liter",Sodium,2.05,,(mg/L),MERI,LIC09
L9017_3.7_20190627,L9017-3.7,2019-06-27,473425095052682,342759.47,5271036.87,430.055,"Sodium, water, filtered, milligrams per liter",Sodium,2.87,,(mg/L),MERI,LIC09
L310_4.5_20210318,L310-4.5,2021-03-18,,342604.47,5270953.06,433.572,"Sodium, water, filtered, milligrams per liter",Sodium,0.590,E,(mg/L),MERI,LIC09
L310_4.5_20210404,L310-4.5,2021-04-04,,342604.47,5270953.06,433.572,"Sodium, water, filtered, milligrams per liter",Sodium,0.331,LTMDL,(mg/L),MERI,LIC09
L9014_3.0_20210429,L9014-3.0,2021-04-29,473426095052510,342794.05,5271050.17,430.344,"Sodium, water, filtered, milligrams per liter",Sodium,0.370,E,(mg/L),MERI,LIC09
L9014_4.5_20210325,L9014-4.5,2021-03-25,473426095052511,342793.30,5271051.13,430.350,"Sodium, water, filtered, milligrams per liter",Sodium,1.21,E,(mg/L),MERI,LIC09
L9014_4.5_20210411,L9014-4.5,2021-04-11,473426095052511,342793.30,5271051.13,430.350,"Sodium, water, filtered, milligrams per liter",Sodium,0.590,E,(mg/L),MERI,LIC09
L9014_4.5_20210422,L9014-4.5,2021-04-22,473426095052511,342793.30,5271051.13,430.350,"Sodium, water, filtered, milligrams per liter",Sodium,1.36,E,(mg/L),MERI,LIC09
L9017_3.7_20210318,L9017-3.7,2021-03-18,473425095052682,342759.47,5271036.87,430.055,"Sodium, water, filtered, milligrams per liter",Sodium,0.370,E,(mg/L),MERI,LIC09
L310_1.5_20190628,L310-1.5,2019-06-28,,342605.76,5270952.42,433.453,"Potassium, water, filtered, milligrams per liter",Potassium,1.56,,(mg/L),MERI,LIC09
L9014_1.5_20190627,L9014-1.5,2019-06-27,473426095052509,342794.83,5271049.55,430.335,"Potassium, water, filtered, milligrams per liter",Potassium,1.68,,(mg/L),MERI,LIC09
L9014_3.0_20190627,L9014-3.0,2019-06-27,473426095052510,342794.05,5271050.17,430.344,"Potassium, water, filtered, milligrams per liter",Potassium,0.725,E,(mg/L),MERI,LIC09
L9014_4.5_20190627,L9014-4.5,2019-06-27,473426095052511,342793.30,5271051.13,430.350,"Potassium, water, filtered, milligrams per liter",Potassium,0.700,E,(mg/L),MERI,LIC09
L9017_1.3_20190627,L9017-1.3,2019-06-27,473425095052677,342760.39,5271035.11,430.055,"Potassium, water, filtered, milligrams per liter",Potassium,0.545,E,(mg/L),MERI,LIC09
L9017_2.5_20190627,L9017-2.5,2019-06-27,473425095052687,342758.38,5271037.77,430.109,"Potassium, water, filtered, milligrams per liter",Potassium,0.925,,(mg/L),MERI,LIC09
L9017_3.7_20190627,L9017-3.7,2019-06-27,473425095052682,342759.47,5271036.87,430.055,"Potassium, water, filtered, milligrams per liter",Potassium,1.55,,(mg/L),MERI,LIC09
L310_4.5_20210411,L310-4.5,2021-04-11,,342604.47,5270953.06,433.572,"Potassium, water, filtered, milligrams per liter",Potassium,2.00,,(mg/L),MERI,LIC09
L9014_3.0_20210429,L9014-3.0,2021-04-29,473426095052510,342794.05,5271050.17,430.344,"Potassium, water, filtered, milligrams per liter",Potassium,5.99,,(mg/L),MERI,LIC09
L9014_4.5_20210411,L9014-4.5,2021-04-11,473426095052511,342793.30,5271051.13,430.350,"Potassium, water, filtered, milligrams per liter",Potassium,1.33,,(mg/L),MERI,LIC09
L9017_2.5_20210411,L9017-2.5,2021-04-11,473425095052687,342758.38,5271037.77,430.109,"Potassium, water, filtered, milligrams per liter",Potassium,0.930,,(mg/L),MERI,LIC09
L310_1.5_20190628,L310-1.5,2019-06-28,,342605.76,5270952.42,433.453,"Calcium, water, filtered, milligrams per liter",Calcium,74.6,,(mg/L),MERI,LIC09
L9014_1.5_20190627,L9014-1.5,2019-06-27,473426095052509,342794.83,5271049.55,430.335,"Calcium, water, filtered, milligrams per liter",Calcium,22.0,,(mg/L),MERI,LIC09
L9014_3.0_20190627,L9014-3.0,2019-06-27,473426095052510,342794.05,5271050.17,430.344,"Calcium, water, filtered, milligrams per liter",Calcium,158,,(mg/L),MERI,LIC09
L9014_4.5_20190627,L9014-4.5,2019-06-27,473426095052511,342793.30,5271051.13,430.350,"Calcium, water, filtered, milligrams per liter",Calcium,169,,(mg/L),MERI,LIC09
L9017_1.3_20190627,L9017-1.3,2019-06-27,473425095052677,342760.39,5271035.11,430.055,"Calcium, water, filtered, milligrams per liter",Calcium,82.2,,(mg/L),MERI,LIC09
L9017_2.5_20190627,L9017-2.5,2019-06-27,473425095052687,342758.38,5271037.77,430.109,"Calcium, water, filtered, milligrams per liter",Calcium,101,,(mg/L),MERI,LIC09
L9017_3.7_20190627,L9017-3.7,2019-06-27,473425095052682,342759.47,5271036.87,430.055,"Calcium, water, filtered, milligrams per liter",Calcium,128,,(mg/L),MERI,LIC09
L310_1.5_20210312,L310-1.5,2021-03-12,,342605.76,5270952.42,433.453,"Calcium, water, filtered, milligrams per liter",Calcium,13.3,,(mg/L),MERI,LIC09
L310_1.5_20210411,L310-1.5,2021-04-11,,342605.76,5270952.42,433.453,"Calcium, water, filtered, milligrams per liter",Calcium,13.5,,(mg/L),MERI,LIC09
L310_1.5_20210416,L310-1.5,2021-04-16,,342605.76,5270952.42,433.453,"Calcium, water, filtered, milligrams per liter",Calcium,11.0,,(mg/L),MERI,LIC09
L310_1.5_20210422,L310-1.5,2021-04-22,,342605.76,5270952.42,433.453,"Calcium, water, filtered, milligrams per liter",Calcium,14.4,,(mg/L),MERI,LIC09
L310_1.5_20210429,L310-1.5,2021-04-29,,342605.76,5270952.42,433.453,"Calcium, water, filtered, milligrams per liter",Calcium,14.2,,(mg/L),MERI,LIC09
L310_4.5_20210312,L310-4.5,2021-03-12,,342604.47,5270953.06,433.572,"Calcium, water, filtered, milligrams per liter",Calcium,8.40,,(mg/L),MERI,LIC09
L310_4.5_20210318,L310-4.5,2021-03-18,,342604.47,5270953.06,433.572,"Calcium, water, filtered, milligrams per liter",Calcium,15.6,,(mg/L),MERI,LIC09
L310_4.5_20210404,L310-4.5,2021-04-04,,342604.47,5270953.06,433.572,"Calcium, water, filtered, milligrams per liter",Calcium,12.1,,(mg/L),MERI,LIC09
L310_4.5_20210411,L310-4.5,2021-04-11,,342604.47,5270953.06,433.572,"Calcium, water, filtered, milligrams per liter",Calcium,19.3,,(mg/L),MERI,LIC09
L310_4.5_20210416,L310-4.5,2021-04-16,,342604.47,5270953.06,433.572,"Calcium, water, filtered, milligrams per liter",Calcium,13.3,,(mg/L),MERI,LIC09
L310_4.5_20210422,L310-4.5,2021-04-22,,342604.47,5270953.06,433.572,"Calcium, water, filtered, milligrams per liter",Calcium,17.8,,(mg/L),MERI,LIC09
L310_4.5_20210429,L310-4.5,2021-04-29,,342604.47,5270953.06,433.572,"Calcium, water, filtered, milligrams per liter",Calcium,13.9,,(mg/L),MERI,LIC09
L9014_3.0_20210404,L9014-3.0,2021-04-04,473426095052510,342794.05,5271050.17,430.344,"Calcium, water, filtered, milligrams per liter",Calcium,31.2,,(mg/L),MERI,LIC09
L9014_3.0_20210411,L9014-3.0,2021-04-11,473426095052510,342794.05,5271050.17,430.344,"Calcium, water, filtered, milligrams per liter",Calcium,39.8,,(mg/L),MERI,LIC09
L9014_3.0_20210416,L9014-3.0,2021-04-16,473426095052510,342794.05,5271050.17,430.344,"Calcium, water, filtered, milligrams per liter",Calcium,36.7,,(mg/L),MERI,LIC09
L9014_3.0_20210422,L9014-3.0,2021-04-22,473426095052510,342794.05,5271050.17,430.344,"Calcium, water, filtered, milligrams per liter",Calcium,39.5,,(mg/L),MERI,LIC09
L9014_3.0_20210429,L9014-3.0,2021-04-29,473426095052510,342794.05,5271050.17,430.344,"Calcium, water, filtered, milligrams per liter",Calcium,38.3,,(mg/L),MERI,LIC09
L9014_4.5_20210312,L9014-4.5,2021-03-12,473426095052511,342793.30,5271051.13,430.350,"Calcium, water, filtered, milligrams per liter",Calcium,39.2,,(mg/L),MERI,LIC09
L9014_4.5_20210318,L9014-4.5,2021-03-18,473426095052511,342793.30,5271051.13,430.350,"Calcium, water, filtered, milligrams per liter",Calcium,49.9,,(mg/L),MERI,LIC09
L9014_4.5_20210325,L9014-4.5,2021-03-25,473426095052511,342793.30,5271051.13,430.350,"Calcium, water, filtered, milligrams per liter",Calcium,59.4,,(mg/L),MERI,LIC09
L9014_4.5_20210404,L9014-4.5,2021-04-04,473426095052511,342793.30,5271051.13,430.350,"Calcium, water, filtered, milligrams per liter",Calcium,41.3,,(mg/L),MERI,LIC09
