"#tblds_08_SedIronData.csv: Sediment iron concentrations (ferrous, ferric, and total) determined from sediment core samples collected at the National Crude Oil Spill Fate and Natural Attenuation Research Site near Bemidji, Minnesota, USA between 1992 and 2010.  Cores were collected by drilling to the top of the desired sample interval with a hollow-stem auger and then driving a wire-line piston core barrel containing a polycarbonate liner through the target sample interval. The bottom 10 centimeters of the core were frozen prior to extraction from the borehole to prevent fluid redistribution.",,,,,,,,,,,,,,,
"#Data code definitions: refer to the metadata file, HistoricalData_metadata.xml, provided with this data release (https://doi.org/10.5066/P9FJ8I0P) and the data dictionary tables available at https://doi.org/10.5066/F7736PDR.  NOTE: An ""x"" was prepended to the values in the LocalSiteName, parm_cd, and meth_cd fields to prevent automatic truncation of leading 0's in the field by software programs used to open .csv files. Users can format this field as text and then use a ""Find and Replace"" tool to remove the x's if so desired.",,,,,,,,,,,,,,,
dataset_id,LocalSiteName,OrigSiteName,sample_dt,Comments_sample_dt,medium_cd,TOC_mBLS,TOS_cmTOC,BOS_cmTOC,parm_cd,parm_shortname,remark_cd,result_va,meth_cd,pub,Comments
ds_08,x9509,9509,7/1/1995,,SC,6.55,40,45,xLO044,Fe_2_umolG,,14.78,xLC002,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9509,9509,7/1/1995,,SC,6.55,55,60,xLO044,Fe_2_umolG,,19.69,xLC002,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9509,9509,7/1/1995,,SC,6.55,70,75,xLO044,Fe_2_umolG,,11.66,xLC002,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9509,9509,7/1/1995,,SC,6.55,85,90,xLO044,Fe_2_umolG,,13.8,xLC002,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9509,9509,7/1/1995,,SC,6.55,100,105,xLO044,Fe_2_umolG,,36.4,xLC002,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9509,9509,7/1/1995,,SC,6.55,115,120,xLO044,Fe_2_umolG,,12.44,xLC002,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9509,9509,7/1/1995,,SC,6.55,130,135,xLO044,Fe_2_umolG,,13.97,xLC002,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9509,9509,7/1/1995,,SC,6.55,145,150,xLO044,Fe_2_umolG,,19.43,xLC002,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9509,9509,7/1/1995,,SC,6.55,162.5,167.5,xLO044,Fe_2_umolG,,20.95,xLC002,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9509,9509,7/1/1995,,SC,6.55,167.5,172.5,xLO044,Fe_2_umolG,,17.64,xLC002,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9509,9509,7/1/1995,,SC,6.55,167.5,172.5,xLO044,Fe_2_umolG,,17.15,xLC002,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9607,9607-II,9/11/1996,,SC,11.05,40,45,xLO044,Fe_2_umolG,,10.65,xLC002,"Tuccillo, M.E., 1998, Processes and effects of iron reduction in anoxic surficial aquifers: University of Virginia, Ph.D dissertation, 149 p.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9607,9607-II,9/11/1996,,SC,11.05,105,110,xLO044,Fe_2_umolG,,3.93,xLC002,"Tuccillo, M.E., 1998, Processes and effects of iron reduction in anoxic surficial aquifers: University of Virginia, Ph.D dissertation, 149 p.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9607,9607-II,9/11/1996,,SC,11.05,185,190,xLO044,Fe_2_umolG,,11.37,xLC002,"Tuccillo, M.E., 1998, Processes and effects of iron reduction in anoxic surficial aquifers: University of Virginia, Ph.D dissertation, 149 p.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9608,9608,9/11/1996,,SC,8.76,25,30,xLO044,Fe_2_umolG,,12.19,xLC002,"Tuccillo, M.E., 1998, Processes and effects of iron reduction in anoxic surficial aquifers: University of Virginia, Ph.D dissertation, 149 p.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9608,9608,9/11/1996,,SC,8.76,45,50,xLO044,Fe_2_umolG,,10.33,xLC002,"Tuccillo, M.E., 1998, Processes and effects of iron reduction in anoxic surficial aquifers: University of Virginia, Ph.D dissertation, 149 p.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9609,9609,9/12/1996,,SC,8.76,25,30,xLO044,Fe_2_umolG,,9.76,xLC002,"Tuccillo, M.E., Cozzarelli, I.M., and Herman, J.S., 1999, Iron reduction in the sediments of a hydrocarbon-contaminated aquifer: Applied Geochemistry, v. 14, pp. 655-667.",
ds_08,x9609,9609,9/12/1996,,SC,8.76,85,90,xLO044,Fe_2_umolG,,12.98,xLC002,"Tuccillo, M.E., Cozzarelli, I.M., and Herman, J.S., 1999, Iron reduction in the sediments of a hydrocarbon-contaminated aquifer: Applied Geochemistry, v. 14, pp. 655-667.",
ds_08,x9609,9609,9/12/1996,,SC,8.76,120,125,xLO044,Fe_2_umolG,,12.84,xLC002,"Tuccillo, M.E., Cozzarelli, I.M., and Herman, J.S., 1999, Iron reduction in the sediments of a hydrocarbon-contaminated aquifer: Applied Geochemistry, v. 14, pp. 655-667.",
ds_08,x9609,9609,9/12/1996,,SC,8.76,135,140,xLO044,Fe_2_umolG,,6.78,xLC002,"Tuccillo, M.E., Cozzarelli, I.M., and Herman, J.S., 1999, Iron reduction in the sediments of a hydrocarbon-contaminated aquifer: Applied Geochemistry, v. 14, pp. 655-667.",
ds_08,x9610,9610,9/13/1996,,SC,8.23,20,25,xLO044,Fe_2_umolG,,20.77,xLC002,"Bekins, B.A., Cozzarelli, I.M., Godsby, M.E., Warren, E., Essaid, H.I., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude oil spill site--II. Control on spatial distribution of microbial population, v. 53, pp. 387-406.",
ds_08,x9610,9610,9/13/1996,,SC,8.23,66.5,71.5,xLO044,Fe_2_umolG,,31.04,xLC002,"Bekins, B.A., Cozzarelli, I.M., Godsby, M.E., Warren, E., Essaid, H.I., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude oil spill site--II. Control on spatial distribution of microbial population, v. 53, pp. 387-406.",
ds_08,x9610,9610,9/13/1996,,SC,8.23,83.5,88.5,xLO044,Fe_2_umolG,,24.73,xLC002,"Bekins, B.A., Cozzarelli, I.M., Godsby, M.E., Warren, E., Essaid, H.I., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude oil spill site--II. Control on spatial distribution of microbial population, v. 53, pp. 387-406.",
ds_08,x9610,9610,9/13/1996,,SC,8.23,95.5,100.5,xLO044,Fe_2_umolG,,18.88,xLC002,"Bekins, B.A., Cozzarelli, I.M., Godsby, M.E., Warren, E., Essaid, H.I., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude oil spill site--II. Control on spatial distribution of microbial population, v. 53, pp. 387-406.",
ds_08,x9610,9610,9/13/1996,,SC,8.23,107,112,xLO044,Fe_2_umolG,,17.12,xLC002,"Bekins, B.A., Cozzarelli, I.M., Godsby, M.E., Warren, E., Essaid, H.I., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude oil spill site--II. Control on spatial distribution of microbial population, v. 53, pp. 387-406.",
ds_08,x9610,9610,9/13/1996,,SC,8.23,119.5,124.5,xLO044,Fe_2_umolG,,31.76,xLC002,"Bekins, B.A., Cozzarelli, I.M., Godsby, M.E., Warren, E., Essaid, H.I., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude oil spill site--II. Control on spatial distribution of microbial population, v. 53, pp. 387-406.",
ds_08,x9610,9610,9/13/1996,,SC,8.23,131,136,xLO044,Fe_2_umolG,,8.37,xLC002,"Bekins, B.A., Cozzarelli, I.M., Godsby, M.E., Warren, E., Essaid, H.I., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude oil spill site--II. Control on spatial distribution of microbial population, v. 53, pp. 387-406.",
ds_08,x9610,9610,9/13/1996,,SC,8.23,150,155,xLO044,Fe_2_umolG,,3.97,xLC002,"Bekins, B.A., Cozzarelli, I.M., Godsby, M.E., Warren, E., Essaid, H.I., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude oil spill site--II. Control on spatial distribution of microbial population, v. 53, pp. 387-406.",
ds_08,x9610,9610,9/13/1996,,SC,8.23,167,172,xLO044,Fe_2_umolG,,5.24,xLC002,"Bekins, B.A., Cozzarelli, I.M., Godsby, M.E., Warren, E., Essaid, H.I., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude oil spill site--II. Control on spatial distribution of microbial population, v. 53, pp. 387-406.",
ds_08,x9701,9701,8/8/1997,,SC,8.38,22,28,xLO044,Fe_2_umolG,,5.46,xLC002,"Bekins, B.A., Cozzarelli, I.M., Godsby, M.E., Warren, E., Essaid, H.I., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude oil spill site--II. Control on spatial distribution of microbial population, v. 53, pp. 387-406.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9701,9701,8/8/1997,,SC,8.38,52,59,xLO044,Fe_2_umolG,,25.41,xLC002,"Bekins, B.A., Cozzarelli, I.M., Godsby, M.E., Warren, E., Essaid, H.I., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude oil spill site--II. Control on spatial distribution of microbial population, v. 53, pp. 387-406.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9701,9701,8/8/1997,,SC,8.38,95,104,xLO044,Fe_2_umolG,,22.13,xLC002,"Bekins, B.A., Cozzarelli, I.M., Godsby, M.E., Warren, E., Essaid, H.I., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude oil spill site--II. Control on spatial distribution of microbial population, v. 53, pp. 387-406.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9701,9701,8/8/1997,,SC,8.38,139,149,xLO044,Fe_2_umolG,,13.3,xLC002,"Bekins, B.A., Cozzarelli, I.M., Godsby, M.E., Warren, E., Essaid, H.I., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude oil spill site--II. Control on spatial distribution of microbial population, v. 53, pp. 387-406.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9701,9701,8/8/1997,,SC,8.38,169,179,xLO044,Fe_2_umolG,,18.53,xLC002,"Bekins, B.A., Cozzarelli, I.M., Godsby, M.E., Warren, E., Essaid, H.I., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude oil spill site--II. Control on spatial distribution of microbial population, v. 53, pp. 387-406.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9702,9702,8/8/1997,,SC,10.36,19,29,xLO044,Fe_2_umolG,,16.1,xLC002,"Bekins, B.A., Cozzarelli, I.M., Godsby, M.E., Warren, E., Essaid, H.I., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude oil spill site--II. Control on spatial distribution of microbial population, v. 53, pp. 387-406.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9702,9702,8/8/1997,,SC,10.36,79,89,xLO044,Fe_2_umolG,,17.22,xLC002,"Bekins, B.A., Cozzarelli, I.M., Godsby, M.E., Warren, E., Essaid, H.I., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude oil spill site--II. Control on spatial distribution of microbial population, v. 53, pp. 387-406.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9702,9702,8/8/1997,,SC,10.36,194,205,xLO044,Fe_2_umolG,,24.32,xLC002,"Bekins, B.A., Cozzarelli, I.M., Godsby, M.E., Warren, E., Essaid, H.I., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude oil spill site--II. Control on spatial distribution of microbial population, v. 53, pp. 387-406.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9704,9704,8/8/1997,,SC,4.88,69,79,xLO044,Fe_2_umolG,,26.28,xLC002,"Bekins, B.A., Cozzarelli, I.M., Godsby, M.E., Warren, E., Essaid, H.I., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude oil spill site--II. Control on spatial distribution of microbial population, v. 53, pp. 387-406.",
ds_08,x9704,9704,8/8/1997,,SC,4.88,149,159,xLO044,Fe_2_umolG,,57.28,xLC002,"Bekins, B.A., Cozzarelli, I.M., Godsby, M.E., Warren, E., Essaid, H.I., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude oil spill site--II. Control on spatial distribution of microbial population, v. 53, pp. 387-406.",
ds_08,x9705,9705,8/8/1997,,SC,6.32,65,75,xLO044,Fe_2_umolG,,24.62,xLC002,"Bekins, B.A., Cozzarelli, I.M., Godsby, M.E., Warren, E., Essaid, H.I., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude oil spill site--II. Control on spatial distribution of microbial population, v. 53, pp. 387-406.",
ds_08,x9705,9705,8/8/1997,,SC,6.32,139,149,xLO044,Fe_2_umolG,,15.69,xLC002,"Bekins, B.A., Cozzarelli, I.M., Godsby, M.E., Warren, E., Essaid, H.I., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude oil spill site--II. Control on spatial distribution of microbial population, v. 53, pp. 387-406.",
ds_08,x9705,9705,8/8/1997,,SC,6.32,185,195,xLO044,Fe_2_umolG,,18.14,xLC002,"Bekins, B.A., Cozzarelli, I.M., Godsby, M.E., Warren, E., Essaid, H.I., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude oil spill site--II. Control on spatial distribution of microbial population, v. 53, pp. 387-406.",
ds_08,x9706,9706,8/8/1997,,SC,8.61,39,49,xLO044,Fe_2_umolG,,17.45,xLC002,"Bekins, B.A., Cozzarelli, I.M., Godsby, M.E., Warren, E., Essaid, H.I., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude oil spill site--II. Control on spatial distribution of microbial population, v. 53, pp. 387-406.",
ds_08,x9706,9706,8/8/1997,,SC,8.61,94,104,xLO044,Fe_2_umolG,,15.98,xLC002,"Bekins, B.A., Cozzarelli, I.M., Godsby, M.E., Warren, E., Essaid, H.I., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude oil spill site--II. Control on spatial distribution of microbial population, v. 53, pp. 387-406.",
ds_08,x9706,9706,8/8/1997,,SC,8.61,184,194,xLO044,Fe_2_umolG,,19.74,xLC002,"Bekins, B.A., Cozzarelli, I.M., Godsby, M.E., Warren, E., Essaid, H.I., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude oil spill site--II. Control on spatial distribution of microbial population, v. 53, pp. 387-406.",
ds_08,x9904,9904,7/12/1999,,SC,8.81,32,42,xLO044,Fe_2_umolG,,8.91,xLC002,not previously published,
ds_08,x9904,9904,7/12/1999,,SC,8.81,52,58,xLO044,Fe_2_umolG,,14.26,xLC002,not previously published,
ds_08,x9904,9904,7/12/1999,,SC,8.81,92,98,xLO044,Fe_2_umolG,,15.53,xLC002,not previously published,
ds_08,x9904,9904,7/12/1999,,SC,8.81,112,120,xLO044,Fe_2_umolG,,12.84,xLC002,not previously published,
ds_08,x9920-9922,9920,7/16/1999,,SC,0.91,30,30,xLO044,Fe_2_umolG,,16.32,xLC002,not previously published,The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9920-9922,9921,7/16/1999,,SC,2.74,40,40,xLO044,Fe_2_umolG,,31.85,xLC002,not previously published,The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9920-9922,9922,7/16/1999,,SC,4.88,25,25,xLO044,Fe_2_umolG,,13.63,xLC002,not previously published,The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9920-9922,9922,7/16/1999,,SC,4.88,116,116,xLO044,Fe_2_umolG,,19.82,xLC002,not previously published,The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9920-9922,9922,7/16/1999,,SC,4.88,25,25,xLO044,Fe_2_umolG,,13.63,xLC002,not previously published,The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9920-9922,9922,7/16/1999,,SC,4.88,116,116,xLO044,Fe_2_umolG,,19.82,xLC002,not previously published,The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x0603,603,7/18/2006,,SC,9.14,100,110,xLO045,Fe_3_umolG,,8.21,xLC003,"Amos, R.T., Bekins, B.A., Cozzarelli, I.M., Voytek, M.A., Kirshtein, J.D., Jones, E.J.P., Jones, and Blowes, D.W., 2012, Evidence for iron-mediated anaerobic axidation in a crude oil-contaminated aquifer: Geobiology, v. 10, pp. 506-515.",
ds_08,x0603,603,7/18/2006,,SC,9.14,10,20,xLO047,Fe_T_umolG,,26.62,xLC001,"Amos, R.T., Bekins, B.A., Cozzarelli, I.M., Voytek, M.A., Kirshtein, J.D., Jones, E.J.P., Jones, and Blowes, D.W., 2012, Evidence for iron-mediated anaerobic axidation in a crude oil-contaminated aquifer: Geobiology, v. 10, pp. 506-515.",
ds_08,x0603,603,7/18/2006,,SC,9.14,40,50,xLO047,Fe_T_umolG,,26.99,xLC001,"Amos, R.T., Bekins, B.A., Cozzarelli, I.M., Voytek, M.A., Kirshtein, J.D., Jones, E.J.P., Jones, and Blowes, D.W., 2012, Evidence for iron-mediated anaerobic axidation in a crude oil-contaminated aquifer: Geobiology, v. 10, pp. 506-515.",
ds_08,x0603,603,7/18/2006,,SC,9.14,70,80,xLO047,Fe_T_umolG,,28.88,xLC001,"Amos, R.T., Bekins, B.A., Cozzarelli, I.M., Voytek, M.A., Kirshtein, J.D., Jones, E.J.P., Jones, and Blowes, D.W., 2012, Evidence for iron-mediated anaerobic axidation in a crude oil-contaminated aquifer: Geobiology, v. 10, pp. 506-515.",
ds_08,x0603,603,7/18/2006,,SC,9.14,100,110,xLO047,Fe_T_umolG,,34.75,xLC001,"Amos, R.T., Bekins, B.A., Cozzarelli, I.M., Voytek, M.A., Kirshtein, J.D., Jones, E.J.P., Jones, and Blowes, D.W., 2012, Evidence for iron-mediated anaerobic axidation in a crude oil-contaminated aquifer: Geobiology, v. 10, pp. 506-515.",
ds_08,x0706,706,7/16/2007,,SC,10.33,10,20,xLO044,Fe_2_umolG,,15.4,xLC002,"Amos, R.T., Bekins, B.A., Cozzarelli, I.M., Voytek, M.A., Kirshtein, J.D., Jones, E.J.P., Jones, and Blowes, D.W., 2012, Evidence for iron-mediated anaerobic axidation in a crude oil-contaminated aquifer: Geobiology, v. 10, pp. 506-515.",
ds_08,x0116-0117,116,7/23/2001,,SC,4.8,75,75,xLO045,Fe_3_umolG,,7.16,xLC003,not previously published,The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x0116-0117,116,7/23/2001,,SC,4.8,25,25,xLO045,Fe_3_umolG,,7.44,xLC003,not previously published,The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x0116-0117,116,7/23/2001,,SC,4.8,73,77,xLO045,Fe_3_umolG,,7.41,xLC003,not previously published,
ds_08,x0116-0117,116,7/23/2001,,SC,4.8,23,27,xLO045,Fe_3_umolG,,5.32,xLC003,not previously published,
ds_08,x0116-0117,117,7/23/2001,,SC,6.32,178,182,xLO045,Fe_3_umolG,,7.5,xLC003,not previously published,
ds_08,x0116-0117,117,7/23/2001,,SC,6.32,77,81,xLO045,Fe_3_umolG,,5.42,xLC003,not previously published,
ds_08,x0116-0117,117,7/23/2001,,SC,6.32,133,137,xLO045,Fe_3_umolG,,3.12,xLC003,not previously published,
ds_08,x0116-0117,117,7/23/2001,,SC,6.32,34,38,xLO045,Fe_3_umolG,,5.21,xLC003,not previously published,
ds_08,x0122-0123,123,7/24/2001,,SC,8.99,73,77,xLO045,Fe_3_umolG,the total Fe is less than the Fe II for this sample; thus Fe III is calculated as a negative value; may indicate error in either Fe II or Fe total measurement for this sample.  ,-2.68,xLC003,not previously published,
ds_08,x0122-0123,123,7/24/2001,,SC,8.99,113,117,xLO045,Fe_3_umolG,the total Fe is less than the Fe II for this sample; thus Fe III is calculated as a negative value; may indicate error in either Fe II or Fe total measurement for this sample.  ,-0.43,xLC003,not previously published,
ds_08,x0122-0123,123,7/24/2001,,SC,8.99,62,64,xLO045,Fe_3_umolG,,4.89,xLC003,not previously published,
ds_08,x0122-0123,122,7/24/2001,,SC,7.47,105,105,xLO045,Fe_3_umolG,,7.3,xLC003,not previously published,The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x0122-0123,122,7/24/2001,,SC,7.47,13,17,xLO045,Fe_3_umolG,,14.64,xLC003,not previously published,
ds_08,x0122-0123,122,7/24/2001,,SC,7.47,50,50,xLO045,Fe_3_umolG,,7.74,xLC003,not previously published,The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x0122-0123,123,7/24/2001,,SC,8.99,39,42,xLO045,Fe_3_umolG,,4.9,xLC003,not previously published,
ds_08,x0122-0123,123,7/24/2001,,SC,8.99,23,27,xLO045,Fe_3_umolG,,14.71,xLC003,not previously published,
ds_08,x0131-0132B,132,7/15/2001,Sample date estimated to July 15 of the year the sample was collected.,SC,8.6,150,160,xLO045,Fe_3_umolG,,14.3,xLC003,"Cozzarelli, I.M., Bekins, B.A., Eaganhouse, R.P., Wareen, E., and Essaid, H.I., 2010, In situ measurements of volatile aromatic hydrocarbon biodegradation rates in groundwater: Journal of Contaminant Hydrology, v. 111, pp. 48-64.",
ds_08,x0131-0132B,132,7/15/2001,Sample date estimated to July 15 of the year the sample was collected.,SC,8.6,120,130,xLO045,Fe_3_umolG,,10.23,xLC003,"Cozzarelli, I.M., Bekins, B.A., Eaganhouse, R.P., Wareen, E., and Essaid, H.I., 2010, In situ measurements of volatile aromatic hydrocarbon biodegradation rates in groundwater: Journal of Contaminant Hydrology, v. 111, pp. 48-64.",
ds_08,x0131-0132B,132,7/15/2001,Sample date estimated to July 15 of the year the sample was collected.,SC,8.6,70,80,xLO045,Fe_3_umolG,,9.92,xLC003,"Cozzarelli, I.M., Bekins, B.A., Eaganhouse, R.P., Wareen, E., and Essaid, H.I., 2010, In situ measurements of volatile aromatic hydrocarbon biodegradation rates in groundwater: Journal of Contaminant Hydrology, v. 111, pp. 48-64.",
ds_08,x0131-0132B,132,7/15/2001,Sample date estimated to July 15 of the year the sample was collected.,SC,8.6,2,10,xLO045,Fe_3_umolG,,13.49,xLC003,"Cozzarelli, I.M., Bekins, B.A., Eaganhouse, R.P., Wareen, E., and Essaid, H.I., 2010, In situ measurements of volatile aromatic hydrocarbon biodegradation rates in groundwater: Journal of Contaminant Hydrology, v. 111, pp. 48-64.",
ds_08,x0131-0132B,132,7/15/2001,Sample date estimated to July 15 of the year the sample was collected.,SC,8.6,30,40,xLO045,Fe_3_umolG,,16.08,xLC003,"Cozzarelli, I.M., Bekins, B.A., Eaganhouse, R.P., Wareen, E., and Essaid, H.I., 2010, In situ measurements of volatile aromatic hydrocarbon biodegradation rates in groundwater: Journal of Contaminant Hydrology, v. 111, pp. 48-64.",
ds_08,x0315-0318,318,7/23/2003,,SC,5.03,75,75,xLO045,Fe_3_umolG,,3.18,xLC003,not previously published,The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x0706,706,7/16/2007,,SC,10.33,60,70,xLO044,Fe_2_umolG,,26.3,xLC002,"Amos, R.T., Bekins, B.A., Cozzarelli, I.M., Voytek, M.A., Kirshtein, J.D., Jones, E.J.P., Jones, and Blowes, D.W., 2012, Evidence for iron-mediated anaerobic axidation in a crude oil-contaminated aquifer: Geobiology, v. 10, pp. 506-515.",
ds_08,x0706,706,7/16/2007,,SC,10.33,110,120,xLO044,Fe_2_umolG,,24.88,xLC002,"Amos, R.T., Bekins, B.A., Cozzarelli, I.M., Voytek, M.A., Kirshtein, J.D., Jones, E.J.P., Jones, and Blowes, D.W., 2012, Evidence for iron-mediated anaerobic axidation in a crude oil-contaminated aquifer: Geobiology, v. 10, pp. 506-515.",
ds_08,x0333-0338,337,7/29/2003,,SC,5.49,40,40,xLO045,Fe_3_umolG,,10.13,xLC003,not previously published,The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x0333-0338,333,7/29/2003,,SC,0,108,108,xLO045,Fe_3_umolG,,23.2,xLC003,not previously published,The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
