"#tblds_06_SedCoreOil.csv: Physical properties and fluid saturations of sediment core samples collected with a fixed-piston, wireline core barrel at the National Crude Oil Spill Fate and Natural Attenuation Research Site near Bemidji, Minnesota, USA in 1990, 1992, and 1998.",,,,,,,,,,,,,,,,
"#Data code definitions: refer to the metadata file, HistoricalData_metadata.xml, provided with this data release (https://doi.org/10.5066/P9FJ8I0P) and the data dictionary tables available at https://doi.org/10.5066/F7736PDR.  NOTE: An ""x"" was prepended to the values in the LocalSiteName, parm_cd, and meth_cd fields to prevent automatic truncation of leading 0's in the field by software programs used to open .csv files. Users can format this field as text and then use a ""Find and Replace"" tool to remove the x's if so desired.",,,,,,,,,,,,,,,,
dataset_id,LocalSiteName,OrigSiteName,sample_dt,Comments_sample_dt,medium_cd,core_no,TOS_mBLS,BOS_mBLS,subcore_cm,parm_cd,parm_shortname,remark_cd,result_va,meth_cd,pub,Comments
ds_06,x9014, 014/30-35/14,6/27/1990,,OC,9014.3.14,10.19,10.27,7.76,xLS024,WaterSatn,,0.793,xLCA05,not previously published,
ds_06,x9014, 014/30-35/15,6/27/1990,,OC,9014.3.15,10.27,10.35,7.95,xLS024,WaterSatn,,0.931,xLCA05,not previously published,
ds_06,x9014, 014/30-35/16,6/27/1990,,OC,9014.3.16,10.35,10.44,8.04,xLS024,WaterSatn,,0.862,xLCA05,not previously published,
ds_06,x9014, 014/30-35/17,6/27/1990,,OC,9014.3.17,10.44,10.52,7.75,xLS024,WaterSatn,,0.97,xLCA05,not previously published,
ds_06,x9015,015/0-5/#1,6/27/1990,,OC,9015.1.1,0.3,0.38,7.64,x49982,BulkDen_gcm3,,1.637,xLCA05,not previously published,
ds_06,x9015,015/0-5/#2,6/27/1990,,OC,9015.1.2,0.39,0.47,8.36,x49982,BulkDen_gcm3,,1.74,xLCA05,not previously published,
ds_06,x9015,015/0-5/#3,6/27/1990,,OC,9015.1.3,0.47,0.55,7.86,x49982,BulkDen_gcm3,,1.688,xLCA05,not previously published,
ds_06,x9015,015/0-5/#4,6/27/1990,,OC,9015.1.4,0.56,0.64,7.98,x49982,BulkDen_gcm3,,1.68,xLCA05,not previously published,
ds_06,x9015,015/0-5/#5,6/27/1990,,OC,9015.1.5,0.66,0.74,8,x49982,BulkDen_gcm3,,1.675,xLCA05,not previously published,
ds_06,x9015,015/0-5/#6,6/27/1990,,OC,9015.1.6,0.74,0.82,7.72,x49982,BulkDen_gcm3,,1.654,xLCA05,not previously published,
ds_06,x9015,015/0-5/#7,6/27/1990,,OC,9015.1.7,0.82,0.9,7.73,x49982,BulkDen_gcm3,,1.651,xLCA05,not previously published,
ds_06,x9015,015/0-5/#8,6/27/1990,,OC,9015.1.8,0.9,0.98,7.74,x49982,BulkDen_gcm3,,1.649,xLCA05,not previously published,
ds_06,x9015,015/0-5/#9,6/27/1990,,OC,9015.1.9,0.98,1.06,7.59,x49982,BulkDen_gcm3,,1.712,xLCA05,not previously published,
ds_06,x9015,015/0-5/#10,6/27/1990,,OC,9015.1.10,1.06,1.14,7.65,x49982,BulkDen_gcm3,,1.709,xLCA05,not previously published,
ds_06,x9015,015/0-5/#11,6/27/1990,,OC,9015.1.11,1.14,1.21,6.59,x49982,BulkDen_gcm3,,1.694,xLCA05,not previously published,
ds_06,x9015,015/5-10/#1,6/27/1990,,OC,9015.2.1,1.52,1.6,7.81,x49982,BulkDen_gcm3,,1.457,xLCA05,not previously published,
ds_06,x9015,015/5-10/#2,6/27/1990,,OC,9015.2.2,1.61,1.68,7.68,x49982,BulkDen_gcm3,,1.661,xLCA05,not previously published,
ds_06,x9015,015/5-10/#3,6/27/1990,,OC,9015.2.3,1.69,1.76,7.8,x49982,BulkDen_gcm3,,1.732,xLCA05,not previously published,
ds_06,x9015,015/5-10/#4,6/27/1990,,OC,9015.2.4,1.77,1.85,7.76,x49982,BulkDen_gcm3,,1.672,xLCA05,not previously published,
ds_06,x9015,015/5-10/#5,6/27/1990,,OC,9015.2.5,1.85,1.93,7.66,x49982,BulkDen_gcm3,,1.692,xLCA05,not previously published,
ds_06,x9015,015/5-10/#6,6/27/1990,,OC,9015.2.6,1.93,2.01,7.67,x49982,BulkDen_gcm3,,1.746,xLCA05,not previously published,
ds_06,x9015,015/5-10/#7,6/27/1990,,OC,9015.2.7,2.01,2.09,7.95,x49982,BulkDen_gcm3,,1.764,xLCA05,not previously published,
ds_06,x9015,015/5-10/#8,6/27/1990,,OC,9015.2.8,2.1,2.17,7.79,x49982,BulkDen_gcm3,,1.806,xLCA05,not previously published,
ds_06,x9015,015/5-10/#9,6/27/1990,,OC,9015.2.9,2.18,2.23,5.7,x49982,BulkDen_gcm3,,1.726,xLCA05,not previously published,
ds_06,x9015,015/5-10/#10,6/27/1990,,OC,9015.2.10,2.24,2.32,7.83,x49982,BulkDen_gcm3,,1.879,xLCA05,not previously published,
ds_06,x9015,015/5-10/#11,6/27/1990,,OC,9015.2.11,2.33,2.44,10.5,x49982,BulkDen_gcm3,,1.816,xLCA05,not previously published,
ds_06,x9015,015/10-15/#1,6/27/1990,,OC,9015.3.1,3.05,3.13,7.72,x49982,BulkDen_gcm3,,1.635,xLCA05,not previously published,
ds_06,x9015,015/10-15/#2,6/27/1990,,OC,9015.3.2,3.13,3.21,7.61,x49982,BulkDen_gcm3,,1.767,xLCA05,not previously published,
ds_06,x9015,015/10-15/#3,6/27/1990,,OC,9015.3.3,3.21,3.29,7.58,x49982,BulkDen_gcm3,,1.737,xLCA05,not previously published,
ds_06,x9015,015/10-15/#4,6/27/1990,,OC,9015.3.4,3.29,3.37,7.92,x49982,BulkDen_gcm3,,1.709,xLCA05,not previously published,
ds_06,x9015,015/10-15/#5,6/27/1990,,OC,9015.3.5,3.37,3.45,7.64,x49982,BulkDen_gcm3,,1.776,xLCA05,not previously published,
ds_06,x9015,015/10-15/#6,6/27/1990,,OC,9015.3.6,3.45,3.53,7.95,x49982,BulkDen_gcm3,,1.909,xLCA05,not previously published,
ds_06,x9015,015/10-15/#7,6/27/1990,,OC,9015.3.7,3.54,3.61,7.86,x49982,BulkDen_gcm3,,1.731,xLCA05,not previously published,
ds_06,x9015,015/10-15/#8,6/27/1990,,OC,9015.3.8,3.62,3.69,7.52,x49982,BulkDen_gcm3,,1.521,xLCA05,not previously published,
ds_06,x9015,015/10-15/#9,6/27/1990,,OC,9015.3.9,3.7,3.77,7.46,x49982,BulkDen_gcm3,,1.59,xLCA05,not previously published,
ds_06,x9015,015/10-15/#10,6/27/1990,,OC,9015.3.10,3.78,3.85,7.35,x49982,BulkDen_gcm3,,1.695,xLCA05,not previously published,
ds_06,x9015,015/10-15/#11,6/27/1990,,OC,9015.3.11,3.85,3.93,7.79,x49982,BulkDen_gcm3,,1.605,xLCA05,not previously published,
ds_06,x9015,015/10-15/#12,6/27/1990,,OC,9015.3.12,3.94,4.01,7.84,x49982,BulkDen_gcm3,,1.53,xLCA05,not previously published,
ds_06,x9015,015/10-15/#13,6/27/1990,,OC,9015.3.13,4.03,4.11,7.54,x49982,BulkDen_gcm3,,1.65,xLCA05,not previously published,
ds_06,x9015,015/10-15/#14,6/27/1990,,OC,9015.3.14,4.11,4.15,3.71,x49982,BulkDen_gcm3,,1.652,xLCA05,not previously published,
ds_06,x9015, 015/15-20/#1,6/27/1990,,OC,9015.4.1,4.57,4.65,7.92,x49982,BulkDen_gcm3,,1.589,xLCA05,not previously published,
ds_06,x9015, 015/15-20/#2,6/27/1990,,OC,9015.4.2,4.66,4.73,7.48,x49982,BulkDen_gcm3,,1.572,xLCA05,not previously published,
ds_06,x9015, 015/15-20/#3,6/27/1990,,OC,9015.4.3,4.73,4.81,7.38,x49982,BulkDen_gcm3,,1.609,xLCA05,not previously published,
ds_06,x9015, 015/15-20/#4,6/27/1990,,OC,9015.4.4,4.81,4.89,7.67,x49982,BulkDen_gcm3,,1.666,xLCA05,not previously published,
ds_06,x9015, 015/15-20/#5,6/27/1990,,OC,9015.4.5,4.89,4.97,7.57,x49982,BulkDen_gcm3,,1.591,xLCA05,not previously published,
ds_06,x9015, 015/15-20/#6,6/27/1990,,OC,9015.4.6,4.97,5.05,7.41,x49982,BulkDen_gcm3,,1.584,xLCA05,not previously published,
ds_06,x9015, 015/15-20/#7,6/27/1990,,OC,9015.4.7,5.05,5.12,7.29,x49982,BulkDen_gcm3,,1.582,xLCA05,not previously published,
ds_06,x9015, 015/15-20/#8,6/27/1990,,OC,9015.4.8,5.13,5.2,7.53,x49982,BulkDen_gcm3,,1.584,xLCA05,not previously published,
ds_06,x9015, 015/15-20/#9,6/27/1990,,OC,9015.4.9,5.21,5.28,7.38,x49982,BulkDen_gcm3,,1.577,xLCA05,not previously published,
ds_06,x9015, 015/15-20/#10,6/27/1990,,OC,9015.4.10,5.28,5.36,7.61,x49982,BulkDen_gcm3,,1.572,xLCA05,not previously published,
ds_06,x9015, 015/15-20/#11,6/27/1990,,OC,9015.4.11,5.36,5.44,7.62,x49982,BulkDen_gcm3,,1.576,xLCA05,not previously published,
ds_06,x9015, 015/15-20/#12,6/27/1990,,OC,9015.4.12,5.44,5.52,7.66,x49982,BulkDen_gcm3,,1.58,xLCA05,not previously published,
ds_06,x9015, 015/15-20/#13,6/27/1990,,OC,9015.4.13,5.53,5.6,7.6,x49982,BulkDen_gcm3,,1.574,xLCA05,not previously published,
ds_06,x9015, 015/15-20/#14,6/27/1990,,OC,9015.4.14,5.61,5.68,7.54,x49982,BulkDen_gcm3,,1.569,xLCA05,not previously published,
ds_06,x9015, 015/15-20/#15,6/27/1990,,OC,9015.4.15,5.68,5.76,7.35,x49982,BulkDen_gcm3,,1.566,xLCA05,not previously published,
ds_06,x9015, 015/15-20/#16,6/27/1990,,OC,9015.4.16,5.76,5.86,9.74,x49982,BulkDen_gcm3,,1.607,xLCA05,not previously published,
ds_06,x9015,015/20-25/#1,6/27/1990,,OC,9015.5.1,6.1,6.18,7.88,x49982,BulkDen_gcm3,,1.535,xLCA05,not previously published,
ds_06,x9015,015/20-25/#2,6/27/1990,,OC,9015.5.2,6.18,6.25,7.44,x49982,BulkDen_gcm3,,1.636,xLCA05,not previously published,
ds_06,x9015,015/20-25/#3,6/27/1990,,OC,9015.5.3,6.26,6.33,7.7,x49982,BulkDen_gcm3,,1.63,xLCA05,not previously published,
ds_06,x9015,015/20-25/#4,6/27/1990,,OC,9015.5.4,6.34,6.42,7.7,x49982,BulkDen_gcm3,,1.579,xLCA05,not previously published,
ds_06,x9015,015/20-25/#5,6/27/1990,,OC,9015.5.5,6.42,6.49,7.55,x49982,BulkDen_gcm3,,1.554,xLCA05,not previously published,
ds_06,x9015,015/20-25/#6,6/27/1990,,OC,9015.5.6,6.51,6.59,7.52,x49982,BulkDen_gcm3,,1.625,xLCA05,not previously published,
ds_06,x9015,015/20-25/#7,6/27/1990,,OC,9015.5.7,6.59,6.67,7.45,x49982,BulkDen_gcm3,,1.675,xLCA05,not previously published,
ds_06,x9015,015/20-25/#8,6/27/1990,,OC,9015.5.8,6.67,6.75,7.41,x49982,BulkDen_gcm3,,1.652,xLCA05,not previously published,
ds_06,x9015,015/20-25/#9,6/27/1990,,OC,9015.5.9,6.75,6.83,7.49,x49982,BulkDen_gcm3,,1.42,xLCA05,not previously published,
ds_06,x9015,015/20-25/#10,6/27/1990,,OC,9015.5.10,6.83,6.91,7.94,x49982,BulkDen_gcm3,,1.645,xLCA05,not previously published,
ds_06,x9015,015/20-25/#11,6/27/1990,,OC,9015.5.11,6.91,6.99,7.94,x49982,BulkDen_gcm3,,1.721,xLCA05,not previously published,
ds_06,x9015,015/20-25/#12,6/27/1990,,OC,9015.5.12,7,7.07,7.65,x49982,BulkDen_gcm3,,1.732,xLCA05,not previously published,
ds_06,x9015,015/20-25/#13,6/27/1990,,OC,9015.5.13,7.09,7.17,7.73,x49982,BulkDen_gcm3,,1.702,xLCA05,not previously published,
ds_06,x9015,15/25-30/1,6/27/1990,,OC,9015.6.1,7.62,7.7,7.78,x49982,BulkDen_gcm3,,1.668,xLCA05,not previously published,
ds_06,x9015,15/25-30/2,6/27/1990,,OC,9015.6.2,7.7,7.78,7.41,x49982,BulkDen_gcm3,,1.708,xLCA05,not previously published,
ds_06,x9015,15/25-30/3,6/27/1990,,OC,9015.6.3,7.78,7.85,7.43,x49982,BulkDen_gcm3,,1.685,xLCA05,not previously published,
ds_06,x9015,15/25-30/4,6/27/1990,,OC,9015.6.4,7.86,7.93,7.41,x49982,BulkDen_gcm3,,1.634,xLCA05,not previously published,
ds_06,x9015,15/25-30/5,6/27/1990,,OC,9015.6.5,7.94,8.01,7.36,x49982,BulkDen_gcm3,,1.64,xLCA05,not previously published,
ds_06,x9015,15/25-30/6,6/27/1990,,OC,9015.6.6,8.01,8.09,7.33,x49982,BulkDen_gcm3,,1.697,xLCA05,not previously published,
ds_06,x9015,15/25-30/7,6/27/1990,,OC,9015.6.7,8.09,8.17,7.54,x49982,BulkDen_gcm3,,1.686,xLCA05,not previously published,
ds_06,x9015,015/0-5/#1,6/27/1990,,OC,9015.1.1,0.3,0.38,7.64,xLS025,ODsoil_g,,222.793,xLSGS1,not previously published,
ds_06,x9015,015/0-5/#2,6/27/1990,,OC,9015.1.2,0.39,0.47,8.36,xLS025,ODsoil_g,,259.129,xLSGS1,not previously published,
ds_06,x9015,015/0-5/#3,6/27/1990,,OC,9015.1.3,0.47,0.55,7.86,xLS025,ODsoil_g,,236.35,xLSGS1,not previously published,
ds_06,x9015,015/0-5/#4,6/27/1990,,OC,9015.1.4,0.56,0.64,7.98,xLS025,ODsoil_g,,238.821,xLSGS1,not previously published,
ds_06,x9015,015/0-5/#5,6/27/1990,,OC,9015.1.5,0.66,0.74,8,xLS025,ODsoil_g,,238.707,xLSGS1,not previously published,
ds_06,x9015,015/0-5/#6,6/27/1990,,OC,9015.1.6,0.74,0.82,7.72,xLS025,ODsoil_g,,227.464,xLSGS1,not previously published,
ds_06,x9015,015/0-5/#7,6/27/1990,,OC,9015.1.7,0.82,0.9,7.73,xLS025,ODsoil_g,,227.346,xLSGS1,not previously published,
ds_06,x9015,015/0-5/#8,6/27/1990,,OC,9015.1.8,0.9,0.98,7.74,xLS025,ODsoil_g,,227.364,xLSGS1,not previously published,
ds_06,x9015,015/0-5/#9,6/27/1990,,OC,9015.1.9,0.98,1.06,7.59,xLS025,ODsoil_g,,231.476,xLSGS1,not previously published,
ds_06,x9015,015/0-5/#10,6/27/1990,,OC,9015.1.10,1.06,1.14,7.65,xLS025,ODsoil_g,,232.897,xLSGS1,not previously published,
ds_06,x9015,015/0-5/#11,6/27/1990,,OC,9015.1.11,1.14,1.21,6.59,xLS025,ODsoil_g,,198.865,xLSGS1,not previously published,
ds_06,x9015,015/5-10/#1,6/27/1990,,OC,9015.2.1,1.52,1.6,7.81,xLS025,ODsoil_g,,202.708,xLSGS1,not previously published,
ds_06,x9015,015/5-10/#2,6/27/1990,,OC,9015.2.2,1.61,1.68,7.68,xLS025,ODsoil_g,,227.243,xLSGS1,not previously published,
ds_06,x9015,015/5-10/#3,6/27/1990,,OC,9015.2.3,1.69,1.76,7.8,xLS025,ODsoil_g,,240.659,xLSGS1,not previously published,
ds_06,x9015,015/5-10/#4,6/27/1990,,OC,9015.2.4,1.77,1.85,7.76,xLS025,ODsoil_g,,231.131,xLSGS1,not previously published,
ds_06,x9015,015/5-10/#5,6/27/1990,,OC,9015.2.5,1.85,1.93,7.66,xLS025,ODsoil_g,,230.881,xLSGS1,not previously published,
ds_06,x9015,015/5-10/#6,6/27/1990,,OC,9015.2.6,1.93,2.01,7.67,xLS025,ODsoil_g,,238.561,xLSGS1,not previously published,
ds_06,x9015,015/5-10/#7,6/27/1990,,OC,9015.2.7,2.01,2.09,7.95,xLS025,ODsoil_g,,249.819,xLSGS1,not previously published,
ds_06,x9015,015/5-10/#8,6/27/1990,,OC,9015.2.8,2.1,2.17,7.79,xLS025,ODsoil_g,,250.62,xLSGS1,not previously published,
ds_06,x9015,015/5-10/#9,6/27/1990,,OC,9015.2.9,2.18,2.23,5.7,xLS025,ODsoil_g,,175.257,xLSGS1,not previously published,
ds_06,x9015,015/5-10/#10,6/27/1990,,OC,9015.2.10,2.24,2.32,7.83,xLS025,ODsoil_g,,262.089,xLSGS1,not previously published,
ds_06,x9015,015/5-10/#11,6/27/1990,,OC,9015.2.11,2.33,2.44,10.5,xLS025,ODsoil_g,,339.676,xLSGS1,not previously published,
ds_06,x9015,015/10-15/#1,6/27/1990,,OC,9015.3.1,3.05,3.13,7.72,xLS025,ODsoil_g,,224.851,xLSGS1,not previously published,
ds_06,x9015,015/10-15/#2,6/27/1990,,OC,9015.3.2,3.13,3.21,7.61,xLS025,ODsoil_g,,239.542,xLSGS1,not previously published,
ds_06,x9015,015/10-15/#3,6/27/1990,,OC,9015.3.3,3.21,3.29,7.58,xLS025,ODsoil_g,,234.546,xLSGS1,not previously published,
ds_06,x9015,015/10-15/#4,6/27/1990,,OC,9015.3.4,3.29,3.37,7.92,xLS025,ODsoil_g,,241.117,xLSGS1,not previously published,
ds_06,x9015,015/10-15/#5,6/27/1990,,OC,9015.3.5,3.37,3.45,7.64,xLS025,ODsoil_g,,241.711,xLSGS1,not previously published,
ds_06,x9015,015/10-15/#6,6/27/1990,,OC,9015.3.6,3.45,3.53,7.95,xLS025,ODsoil_g,,270.354,xLSGS1,not previously published,
ds_06,x9015,015/10-15/#7,6/27/1990,,OC,9015.3.7,3.54,3.61,7.86,xLS025,ODsoil_g,,242.37,xLSGS1,not previously published,
ds_06,x9015,015/10-15/#8,6/27/1990,,OC,9015.3.8,3.62,3.69,7.52,xLS025,ODsoil_g,,203.754,xLSGS1,not previously published,
ds_06,x9015,015/10-15/#9,6/27/1990,,OC,9015.3.9,3.7,3.77,7.46,xLS025,ODsoil_g,,211.298,xLSGS1,not previously published,
ds_06,x9015,015/10-15/#10,6/27/1990,,OC,9015.3.10,3.78,3.85,7.35,xLS025,ODsoil_g,,221.93,xLSGS1,not previously published,
ds_06,x9015,015/10-15/#11,6/27/1990,,OC,9015.3.11,3.85,3.93,7.79,xLS025,ODsoil_g,,222.727,xLSGS1,not previously published,
ds_06,x9015,015/10-15/#12,6/27/1990,,OC,9015.3.12,3.94,4.01,7.84,xLS025,ODsoil_g,,213.682,xLSGS1,not previously published,
ds_06,x9015,015/10-15/#13,6/27/1990,,OC,9015.3.13,4.03,4.11,7.54,xLS025,ODsoil_g,,221.623,xLSGS1,not previously published,
ds_06,x9015,015/10-15/#14,6/27/1990,,OC,9015.3.14,4.11,4.15,3.71,xLS025,ODsoil_g,,109.18,xLSGS1,not previously published,
ds_06,x9015, 015/15-20/#1,6/27/1990,,OC,9015.4.1,4.57,4.65,7.92,xLS025,ODsoil_g,,224.186,xLSGS1,not previously published,
ds_06,x9015, 015/15-20/#2,6/27/1990,,OC,9015.4.2,4.66,4.73,7.48,xLS025,ODsoil_g,,209.466,xLSGS1,not previously published,
ds_06,x9015, 015/15-20/#3,6/27/1990,,OC,9015.4.3,4.73,4.81,7.38,xLS025,ODsoil_g,,211.53,xLSGS1,not previously published,
ds_06,x9015, 015/15-20/#4,6/27/1990,,OC,9015.4.4,4.81,4.89,7.67,xLS025,ODsoil_g,,227.63,xLSGS1,not previously published,
ds_06,x9015, 015/15-20/#5,6/27/1990,,OC,9015.4.5,4.89,4.97,7.57,xLS025,ODsoil_g,,214.549,xLSGS1,not previously published,
ds_06,x9015, 015/15-20/#6,6/27/1990,,OC,9015.4.6,4.97,5.05,7.41,xLS025,ODsoil_g,,209.09,xLSGS1,not previously published,
ds_06,x9015, 015/15-20/#7,6/27/1990,,OC,9015.4.7,5.05,5.12,7.29,xLS025,ODsoil_g,,205.444,xLSGS1,not previously published,
ds_06,x9015, 015/15-20/#8,6/27/1990,,OC,9015.4.8,5.13,5.2,7.53,xLS025,ODsoil_g,,212.476,xLSGS1,not previously published,
ds_06,x9015, 015/15-20/#9,6/27/1990,,OC,9015.4.9,5.21,5.28,7.38,xLS025,ODsoil_g,,207.323,xLSGS1,not previously published,
ds_06,x9015, 015/15-20/#10,6/27/1990,,OC,9015.4.10,5.28,5.36,7.61,xLS025,ODsoil_g,,213.107,xLSGS1,not previously published,
ds_06,x9015, 015/15-20/#11,6/27/1990,,OC,9015.4.11,5.36,5.44,7.62,xLS025,ODsoil_g,,213.93,xLSGS1,not previously published,
ds_06,x9015, 015/15-20/#12,6/27/1990,,OC,9015.4.12,5.44,5.52,7.66,xLS025,ODsoil_g,,215.598,xLSGS1,not previously published,
ds_06,x9015, 015/15-20/#13,6/27/1990,,OC,9015.4.13,5.53,5.6,7.6,xLS025,ODsoil_g,,213.097,xLSGS1,not previously published,
ds_06,x9015, 015/15-20/#14,6/27/1990,,OC,9015.4.14,5.61,5.68,7.54,xLS025,ODsoil_g,,210.743,xLSGS1,not previously published,
ds_06,x9015, 015/15-20/#15,6/27/1990,,OC,9015.4.15,5.68,5.76,7.35,xLS025,ODsoil_g,,205.04,xLSGS1,not previously published,
ds_06,x9015, 015/15-20/#16,6/27/1990,,OC,9015.4.16,5.76,5.86,9.74,xLS025,ODsoil_g,,278.827,xLSGS1,not previously published,
ds_06,x9015,015/20-25/#1,6/27/1990,,OC,9015.5.1,6.1,6.18,7.88,xLS025,ODsoil_g,,215.474,xLSGS1,not previously published,
ds_06,x9015,015/20-25/#2,6/27/1990,,OC,9015.5.2,6.18,6.25,7.44,xLS025,ODsoil_g,,216.828,xLSGS1,not previously published,
ds_06,x9015,015/20-25/#3,6/27/1990,,OC,9015.5.3,6.26,6.33,7.7,xLS025,ODsoil_g,,223.583,xLSGS1,not previously published,
ds_06,x9015,015/20-25/#4,6/27/1990,,OC,9015.5.4,6.34,6.42,7.7,xLS025,ODsoil_g,,216.587,xLSGS1,not previously published,
ds_06,x9015,015/20-25/#5,6/27/1990,,OC,9015.5.5,6.42,6.49,7.55,xLS025,ODsoil_g,,209.006,xLSGS1,not previously published,
ds_06,x9015,015/20-25/#6,6/27/1990,,OC,9015.5.6,6.51,6.59,7.52,xLS025,ODsoil_g,,217.686,xLSGS1,not previously published,
ds_06,x9015,015/20-25/#7,6/27/1990,,OC,9015.5.7,6.59,6.67,7.45,xLS025,ODsoil_g,,222.296,xLSGS1,not previously published,
ds_06,x9015,015/20-25/#8,6/27/1990,,OC,9015.5.8,6.67,6.75,7.41,xLS025,ODsoil_g,,218.066,xLSGS1,not previously published,
ds_06,x9015,015/20-25/#9,6/27/1990,,OC,9015.5.9,6.75,6.83,7.49,xLS025,ODsoil_g,,189.465,xLSGS1,not previously published,
ds_06,x9015,015/20-25/#10,6/27/1990,,OC,9015.5.10,6.83,6.91,7.94,xLS025,ODsoil_g,,232.673,xLSGS1,not previously published,
ds_06,x9015,015/20-25/#11,6/27/1990,,OC,9015.5.11,6.91,6.99,7.94,xLS025,ODsoil_g,,243.423,xLSGS1,not previously published,
ds_06,x9015,015/20-25/#12,6/27/1990,,OC,9015.5.12,7,7.07,7.65,xLS025,ODsoil_g,,236.031,xLSGS1,not previously published,
ds_06,x9015,015/20-25/#13,6/27/1990,,OC,9015.5.13,7.09,7.17,7.73,xLS025,ODsoil_g,,234.368,xLSGS1,not previously published,
ds_06,x9015,15/25-30/1,6/27/1990,,OC,9015.6.1,7.62,7.7,7.78,xLS025,ODsoil_g,,231.172,xLSGS1,not previously published,
ds_06,x9015,15/25-30/2,6/27/1990,,OC,9015.6.2,7.7,7.78,7.41,xLS025,ODsoil_g,,225.458,xLSGS1,not previously published,
ds_06,x9015,15/25-30/3,6/27/1990,,OC,9015.6.3,7.78,7.85,7.43,xLS025,ODsoil_g,,223.022,xLSGS1,not previously published,
ds_06,x9015,15/25-30/4,6/27/1990,,OC,9015.6.4,7.86,7.93,7.41,xLS025,ODsoil_g,,215.69,xLSGS1,not previously published,
ds_06,x9015,15/25-30/5,6/27/1990,,OC,9015.6.5,7.94,8.01,7.36,xLS025,ODsoil_g,,215.021,xLSGS1,not previously published,
ds_06,x9015,15/25-30/6,6/27/1990,,OC,9015.6.6,8.01,8.09,7.33,xLS025,ODsoil_g,,221.588,xLSGS1,not previously published,
ds_06,x9015,15/25-30/7,6/27/1990,,OC,9015.6.7,8.09,8.17,7.54,xLS025,ODsoil_g,,226.459,xLSGS1,not previously published,
ds_06,x9015,015/0-5/#1,6/27/1990,,OC,9015.1.1,0.3,0.38,7.64,xLS021,OilMass_g,,0.179,xLOIL1,not previously published,
ds_06,x9015,015/0-5/#2,6/27/1990,,OC,9015.1.2,0.39,0.47,8.36,xLS021,OilMass_g,,7.169,xLOIL1,not previously published,
ds_06,x9015,015/0-5/#3,6/27/1990,,OC,9015.1.3,0.47,0.55,7.86,xLS021,OilMass_g,,8.507,xLOIL1,not previously published,
ds_06,x9015,015/0-5/#4,6/27/1990,,OC,9015.1.4,0.56,0.64,7.98,xLS021,OilMass_g,,6.163,xLOIL1,not previously published,
ds_06,x9015,015/0-5/#5,6/27/1990,,OC,9015.1.5,0.66,0.74,8,xLS021,OilMass_g,,7.247,xLOIL1,not previously published,
ds_06,x9015,015/0-5/#6,6/27/1990,,OC,9015.1.6,0.74,0.82,7.72,xLS021,OilMass_g,,9.231,xLOIL1,not previously published,
ds_06,x9015,015/0-5/#7,6/27/1990,,OC,9015.1.7,0.82,0.9,7.73,xLS021,OilMass_g,,12.342,xLOIL1,not previously published,
ds_06,x9015,015/0-5/#8,6/27/1990,,OC,9015.1.8,0.9,0.98,7.74,xLS021,OilMass_g,,11.943,xLOIL1,not previously published,
ds_06,x9015,015/0-5/#9,6/27/1990,,OC,9015.1.9,0.98,1.06,7.59,xLS021,OilMass_g,,11.751,xLOIL1,not previously published,
ds_06,x9015,015/0-5/#10,6/27/1990,,OC,9015.1.10,1.06,1.14,7.65,xLS021,OilMass_g,,8.804,xLOIL1,not previously published,
ds_06,x9015,015/0-5/#11,6/27/1990,,OC,9015.1.11,1.14,1.21,6.59,xLS021,OilMass_g,,5.784,xLOIL1,not previously published,
ds_06,x9015,015/5-10/#1,6/27/1990,,OC,9015.2.1,1.52,1.6,7.81,xLS021,OilMass_g,,11.602,xLOIL1,not previously published,
ds_06,x9015,015/5-10/#2,6/27/1990,,OC,9015.2.2,1.61,1.68,7.68,xLS021,OilMass_g,,7.052,xLOIL1,not previously published,
ds_06,x9015,015/5-10/#3,6/27/1990,,OC,9015.2.3,1.69,1.76,7.8,xLS021,OilMass_g,,2.69,xLOIL1,not previously published,
ds_06,x9015,015/5-10/#4,6/27/1990,,OC,9015.2.4,1.77,1.85,7.76,xLS021,OilMass_g,,3.94,xLOIL1,not previously published,
ds_06,x9015,015/5-10/#5,6/27/1990,,OC,9015.2.5,1.85,1.93,7.66,xLS021,OilMass_g,,4.749,xLOIL1,not previously published,
ds_06,x9015,015/5-10/#6,6/27/1990,,OC,9015.2.6,1.93,2.01,7.67,xLS021,OilMass_g,,3.44,xLOIL1,not previously published,
ds_06,x9015,015/5-10/#7,6/27/1990,,OC,9015.2.7,2.01,2.09,7.95,xLS021,OilMass_g,,2.77,xLOIL1,not previously published,
ds_06,x9015,015/5-10/#8,6/27/1990,,OC,9015.2.8,2.1,2.17,7.79,xLS021,OilMass_g,,4.371,xLOIL1,not previously published,
ds_06,x9015,015/5-10/#9,6/27/1990,,OC,9015.2.9,2.18,2.23,5.7,xLS021,OilMass_g,,4.076,xLOIL1,not previously published,
ds_06,x9015,015/5-10/#10,6/27/1990,,OC,9015.2.10,2.24,2.32,7.83,xLS021,OilMass_g,,8.716,xLOIL1,not previously published,
ds_06,x9015,015/5-10/#11,6/27/1990,,OC,9015.2.11,2.33,2.44,10.5,xLS021,OilMass_g,,10.17,xLOIL1,not previously published,
