"#tblds_06_SedCoreOil.csv: Physical properties and fluid saturations of sediment core samples collected with a fixed-piston, wireline core barrel at the National Crude Oil Spill Fate and Natural Attenuation Research Site near Bemidji, Minnesota, USA in 1990, 1992, and 1998.",,,,,,,,,,,,,,,,
"#Data code definitions: refer to the metadata file, HistoricalData_metadata.xml, provided with this data release (https://doi.org/10.5066/P9FJ8I0P) and the data dictionary tables available at https://doi.org/10.5066/F7736PDR.  NOTE: An ""x"" was prepended to the values in the LocalSiteName, parm_cd, and meth_cd fields to prevent automatic truncation of leading 0's in the field by software programs used to open .csv files. Users can format this field as text and then use a ""Find and Replace"" tool to remove the x's if so desired.",,,,,,,,,,,,,,,,
dataset_id,LocalSiteName,OrigSiteName,sample_dt,Comments_sample_dt,medium_cd,core_no,TOS_mBLS,BOS_mBLS,subcore_cm,parm_cd,parm_shortname,remark_cd,result_va,meth_cd,pub,Comments
ds_06,x9807,BemOil9807/#02                ,7/29/1998,,OC,9807.2.1,7.7,7.77,7.287,xLS022,OilSatn,,0,xLCA05,not previously published,Bentonite?
ds_06,x9807,BemOil9807/#03                ,7/29/1998,,OC,9807.3.1,7.77,7.85,7.145,xLS022,OilSatn,,0,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#04                ,7/29/1998,,OC,9807.4.1,7.85,7.92,7.23,xLS022,OilSatn,,0,xLCA05,not previously published,Gap                                                                                                                                                                                                                                                       
ds_06,x9807,BemOil9807/#05                ,7/29/1998,,OC,9807.5.1,7.93,8,7.199,xLS022,OilSatn,,0,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#06                ,7/29/1998,,OC,9807.6.1,8,8.07,7.206,xLS022,OilSatn,,0,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#07                ,7/29/1998,,OC,9807.7.1,8.08,8.15,7.212,xLS022,OilSatn,,0,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#08                ,7/29/1998,,OC,9807.8.1,8.15,8.23,7.338,xLS022,OilSatn,,0,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#09                ,7/29/1998,,OC,9807.9.1,8.23,8.3,7.237,xLS022,OilSatn,,0,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#10                ,7/29/1998,,OC,9807.10.1,8.31,8.38,7.403,xLS022,OilSatn,,0,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#11                ,7/29/1998,,OC,9807.11.1,8.39,8.46,7.294,xLS022,OilSatn,,0,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#12                ,7/29/1998,,OC,9807.12.1,8.46,8.54,7.254,xLS022,OilSatn,,0.128,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#13                ,7/29/1998,,OC,9807.1.13,8.54,8.61,7.318,xLS022,OilSatn,,0.154,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#14                ,7/29/1998,,OC,9807.1.14,8.62,8.69,7.449,xLS022,OilSatn,,0.082,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,.BemOil9807/#15               ,7/29/1998,,OC,9807.1.15,8.7,8.77,7.427,xLS022,OilSatn,,0.188,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#16                ,7/29/1998,,OC,9807.1.16,8.77,8.85,7.313,xLS022,OilSatn,,0.276,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#17                ,7/29/1998,,OC,9807.1.17,8.85,8.92,7.367,xLS022,OilSatn,,0.284,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#18                ,7/29/1998,,OC,9807.1.18,8.93,9,7.438,xLS022,OilSatn,,0.195,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#19                ,7/29/1998,,OC,9807.1.19,9.01,9.08,7.386,xLS022,OilSatn,,0.067,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#20                ,7/29/1998,,OC,9807.1.20,9.08,9.16,7.395,xLS022,OilSatn,md,,xLCA05,not previously published,Large gap                                                                                                                                                                                                                                                 
ds_06,x9807,BemOil9807/#01                ,7/29/1998,,OC,9807.1.1,7.62,7.69,7.331,xLS018,porosity,md,,xLSGS2,not previously published,Gapped sample                                                                                                                                                                                                                                             
ds_06,x9807,BemOil9807/#02                ,7/29/1998,,OC,9807.2.1,7.7,7.77,7.287,xLS018,porosity,,0.532,xLSGS2,not previously published,Bentonite?
ds_06,x9807,BemOil9807/#03                ,7/29/1998,,OC,9807.3.1,7.77,7.85,7.145,xLS018,porosity,,0.442,xLSGS2,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#04                ,7/29/1998,,OC,9807.4.1,7.85,7.92,7.23,xLS018,porosity,,0.395,xLSGS2,not previously published,Gap                                                                                                                                                                                                                                                       
ds_06,x9807,BemOil9807/#05                ,7/29/1998,,OC,9807.5.1,7.93,8,7.199,xLS018,porosity,,0.398,xLSGS2,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#06                ,7/29/1998,,OC,9807.6.1,8,8.07,7.206,xLS018,porosity,,0.391,xLSGS2,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#07                ,7/29/1998,,OC,9807.7.1,8.08,8.15,7.212,xLS018,porosity,,0.378,xLSGS2,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#08                ,7/29/1998,,OC,9807.8.1,8.15,8.23,7.338,xLS018,porosity,,0.402,xLSGS2,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#09                ,7/29/1998,,OC,9807.9.1,8.23,8.3,7.237,xLS018,porosity,,0.373,xLSGS2,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#10                ,7/29/1998,,OC,9807.10.1,8.31,8.38,7.403,xLS018,porosity,,0.37,xLSGS2,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#11                ,7/29/1998,,OC,9807.11.1,8.39,8.46,7.294,xLS018,porosity,,0.36,xLSGS2,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#12                ,7/29/1998,,OC,9807.12.1,8.46,8.54,7.254,xLS018,porosity,,0.368,xLSGS2,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#13                ,7/29/1998,,OC,9807.1.13,8.54,8.61,7.318,xLS018,porosity,,0.342,xLSGS2,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#14                ,7/29/1998,,OC,9807.1.14,8.62,8.69,7.449,xLS018,porosity,,0.42,xLSGS2,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,.BemOil9807/#15               ,7/29/1998,,OC,9807.1.15,8.7,8.77,7.427,xLS018,porosity,,0.402,xLSGS2,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#16                ,7/29/1998,,OC,9807.1.16,8.77,8.85,7.313,xLS018,porosity,,0.339,xLSGS2,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#17                ,7/29/1998,,OC,9807.1.17,8.85,8.92,7.367,xLS018,porosity,,0.381,xLSGS2,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#18                ,7/29/1998,,OC,9807.1.18,8.93,9,7.438,xLS018,porosity,,0.396,xLSGS2,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#19                ,7/29/1998,,OC,9807.1.19,9.01,9.08,7.386,xLS018,porosity,,0.398,xLSGS2,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#20                ,7/29/1998,,OC,9807.1.20,9.08,9.16,7.395,xLS018,porosity,md,,xLSGS2,not previously published,Large gap                                                                                                                                                                                                                                                 
ds_06,x9807,BemOil9807/#01                ,7/29/1998,,OC,9807.1.1,7.62,7.69,7.331,xLS023,WaterMass_g,,4.63,xLCA05,not previously published,Gapped sample                                                                                                                                                                                                                                             
ds_06,x9807,BemOil9807/#02                ,7/29/1998,,OC,9807.2.1,7.7,7.77,7.287,xLS023,WaterMass_g,,3.38,xLCA05,not previously published,Bentonite?
ds_06,x9807,BemOil9807/#03                ,7/29/1998,,OC,9807.3.1,7.77,7.85,7.145,xLS023,WaterMass_g,,5.08,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#04                ,7/29/1998,,OC,9807.4.1,7.85,7.92,7.23,xLS023,WaterMass_g,,9.23,xLCA05,not previously published,Gap                                                                                                                                                                                                                                                       
ds_06,x9807,BemOil9807/#05                ,7/29/1998,,OC,9807.5.1,7.93,8,7.199,xLS023,WaterMass_g,,9.44,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#06                ,7/29/1998,,OC,9807.6.1,8,8.07,7.206,xLS023,WaterMass_g,,11.69,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#07                ,7/29/1998,,OC,9807.7.1,8.08,8.15,7.212,xLS023,WaterMass_g,,15.33,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#08                ,7/29/1998,,OC,9807.8.1,8.15,8.23,7.338,xLS023,WaterMass_g,,16.66,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#09                ,7/29/1998,,OC,9807.9.1,8.23,8.3,7.237,xLS023,WaterMass_g,,21.33,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#10                ,7/29/1998,,OC,9807.10.1,8.31,8.38,7.403,xLS023,WaterMass_g,,28.33,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#11                ,7/29/1998,,OC,9807.11.1,8.39,8.46,7.294,xLS023,WaterMass_g,,32.17,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#12                ,7/29/1998,,OC,9807.12.1,8.46,8.54,7.254,xLS023,WaterMass_g,,28.22,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#13                ,7/29/1998,,OC,9807.1.13,8.54,8.61,7.318,xLS023,WaterMass_g,,23.53,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#14                ,7/29/1998,,OC,9807.1.14,8.62,8.69,7.449,xLS023,WaterMass_g,,23.57,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,.BemOil9807/#15               ,7/29/1998,,OC,9807.1.15,8.7,8.77,7.427,xLS023,WaterMass_g,,21.74,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#16                ,7/29/1998,,OC,9807.1.16,8.77,8.85,7.313,xLS023,WaterMass_g,,15.76,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#17                ,7/29/1998,,OC,9807.1.17,8.85,8.92,7.367,xLS023,WaterMass_g,,19.03,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#18                ,7/29/1998,,OC,9807.1.18,8.93,9,7.438,xLS023,WaterMass_g,,31.55,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#19                ,7/29/1998,,OC,9807.1.19,9.01,9.08,7.386,xLS023,WaterMass_g,,37.12,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#20                ,7/29/1998,,OC,9807.1.20,9.08,9.16,7.395,xLS023,WaterMass_g,,36.16,xLCA05,not previously published,Large gap                                                                                                                                                                                                                                                 
ds_06,x9807,BemOil9807/#01                ,7/29/1998,,OC,9807.1.1,7.62,7.69,7.331,xLS024,WaterSatn,,0.06,xLCA05,not previously published,Gapped sample                                                                                                                                                                                                                                             
ds_06,x9807,BemOil9807/#02                ,7/29/1998,,OC,9807.2.1,7.7,7.77,7.287,xLS024,WaterSatn,,0.049,xLCA05,not previously published,Bentonite?
ds_06,x9807,BemOil9807/#03                ,7/29/1998,,OC,9807.3.1,7.77,7.85,7.145,xLS024,WaterSatn,,0.09,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#04                ,7/29/1998,,OC,9807.4.1,7.85,7.92,7.23,xLS024,WaterSatn,,0.181,xLCA05,not previously published,Gap                                                                                                                                                                                                                                                       
ds_06,x9807,BemOil9807/#05                ,7/29/1998,,OC,9807.5.1,7.93,8,7.199,xLS024,WaterSatn,,0.185,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#06                ,7/29/1998,,OC,9807.6.1,8,8.07,7.206,xLS024,WaterSatn,,0.233,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#07                ,7/29/1998,,OC,9807.7.1,8.08,8.15,7.212,xLS024,WaterSatn,,0.315,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#08                ,7/29/1998,,OC,9807.8.1,8.15,8.23,7.338,xLS024,WaterSatn,,0.317,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#09                ,7/29/1998,,OC,9807.9.1,8.23,8.3,7.237,xLS024,WaterSatn,,0.443,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#10                ,7/29/1998,,OC,9807.10.1,8.31,8.38,7.403,xLS024,WaterSatn,,0.58,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#11                ,7/29/1998,,OC,9807.11.1,8.39,8.46,7.294,xLS024,WaterSatn,,0.688,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#12                ,7/29/1998,,OC,9807.12.1,8.46,8.54,7.254,xLS024,WaterSatn,,0.593,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#13                ,7/29/1998,,OC,9807.1.13,8.54,8.61,7.318,xLS024,WaterSatn,,0.527,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#14                ,7/29/1998,,OC,9807.1.14,8.62,8.69,7.449,xLS024,WaterSatn,,0.423,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,.BemOil9807/#15               ,7/29/1998,,OC,9807.1.15,8.7,8.77,7.427,xLS024,WaterSatn,,0.409,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#16                ,7/29/1998,,OC,9807.1.16,8.77,8.85,7.313,xLS024,WaterSatn,,0.357,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#17                ,7/29/1998,,OC,9807.1.17,8.85,8.92,7.367,xLS024,WaterSatn,,0.38,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#18                ,7/29/1998,,OC,9807.1.18,8.93,9,7.438,xLS024,WaterSatn,,0.601,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#19                ,7/29/1998,,OC,9807.1.19,9.01,9.08,7.386,xLS024,WaterSatn,,0.708,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9807,BemOil9807/#20                ,7/29/1998,,OC,9807.1.20,9.08,9.16,7.395,xLS024,WaterSatn,,0.525,xLCA05,not previously published,Large gap                                                                                                                                                                                                                                                 
ds_06,x9808,BemOil9808/#01                ,7/29/1998,,OC,9808.1.1,7.01,7.08,7.324,x49982,BulkDen_gcm3,,1.499,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#02                ,7/29/1998,,OC,9808.2.1,7.09,7.16,7.155,x49982,BulkDen_gcm3,,1.575,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#03                ,7/29/1998,,OC,9808.3.1,7.16,7.24,7.394,x49982,BulkDen_gcm3,,1.643,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#04                ,7/29/1998,,OC,9808.4.1,7.24,7.31,7.257,x49982,BulkDen_gcm3,,1.66,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#05                ,7/29/1998,,OC,9808.5.1,7.32,7.39,7.517,x49982,BulkDen_gcm3,,1.656,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#06                ,7/29/1998,,OC,9808.6.1,7.4,7.47,7.359,x49982,BulkDen_gcm3,,1.636,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#07                ,7/29/1998,,OC,9808.7.1,7.47,7.55,7.327,x49982,BulkDen_gcm3,,1.621,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#08                ,7/29/1998,,OC,9808.8.1,7.55,7.62,7.301,x49982,BulkDen_gcm3,,1.622,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#09                ,7/29/1998,,OC,9808.9.1,7.63,7.7,7.39,x49982,BulkDen_gcm3,,1.632,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#10                ,7/29/1998,,OC,9808.10.1,7.71,7.78,7.191,x49982,BulkDen_gcm3,,1.699,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#11                ,7/29/1998,,OC,9808.11.1,7.78,7.86,7.359,x49982,BulkDen_gcm3,,1.759,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#12                ,7/29/1998,,OC,9808.12.1,7.86,7.93,7.382,x49982,BulkDen_gcm3,,1.601,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#13                ,7/29/1998,,OC,9808.1.13,7.94,8.01,7.477,x49982,BulkDen_gcm3,,1.706,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#14                ,7/29/1998,,OC,9808.1.14,8.02,8.09,7.312,x49982,BulkDen_gcm3,,1.714,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#15                ,7/29/1998,,OC,9808.1.15,8.09,8.17,7.464,x49982,BulkDen_gcm3,,1.639,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#16                ,7/29/1998,,OC,9808.1.16,8.17,8.25,7.307,x49982,BulkDen_gcm3,,1.656,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#17                ,7/29/1998,,OC,9808.1.17,8.25,8.32,7.276,x49982,BulkDen_gcm3,,1.638,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#18                ,7/29/1998,,OC,9808.1.18,8.33,8.4,7.345,x49982,BulkDen_gcm3,,1.646,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#19                ,7/29/1998,,OC,9808.1.19,8.4,8.48,7.377,x49982,BulkDen_gcm3,,1.689,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#20                ,7/29/1998,,OC,9808.1.20,8.48,8.55,7.335,x49982,BulkDen_gcm3,,1.694,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#21                ,7/29/1998,,OC,9808.1.21,8.56,8.63,7.51,x49982,BulkDen_gcm3,,1.632,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#22                ,7/29/1998,,OC,9808.1.22,8.64,8.71,7.235,x49982,BulkDen_gcm3,,1.656,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#23                ,7/29/1998,,OC,9808.1.23,8.71,8.79,7.359,x49982,BulkDen_gcm3,,1.695,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#24                ,7/29/1998,,OC,9808.1.24,8.79,8.87,7.361,x49982,BulkDen_gcm3,,1.627,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#01                ,7/29/1998,,OC,9808.1.1,7.01,7.08,7.324,xLS025,ODsoil_g,,195.61,xLSGS1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#02                ,7/29/1998,,OC,9808.2.1,7.09,7.16,7.155,xLS025,ODsoil_g,,200.73,xLSGS1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#03                ,7/29/1998,,OC,9808.3.1,7.16,7.24,7.394,xLS025,ODsoil_g,,216.46,xLSGS1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#04                ,7/29/1998,,OC,9808.4.1,7.24,7.31,7.257,xLS025,ODsoil_g,,214.58,xLSGS1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#05                ,7/29/1998,,OC,9808.5.1,7.32,7.39,7.517,xLS025,ODsoil_g,,221.78,xLSGS1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#06                ,7/29/1998,,OC,9808.6.1,7.4,7.47,7.359,xLS025,ODsoil_g,,214.53,xLSGS1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#07                ,7/29/1998,,OC,9808.7.1,7.47,7.55,7.327,xLS025,ODsoil_g,,211.61,xLSGS1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#08                ,7/29/1998,,OC,9808.8.1,7.55,7.62,7.301,xLS025,ODsoil_g,,210.92,xLSGS1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#09                ,7/29/1998,,OC,9808.9.1,7.63,7.7,7.39,xLS025,ODsoil_g,,214.83,xLSGS1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#10                ,7/29/1998,,OC,9808.10.1,7.71,7.78,7.191,xLS025,ODsoil_g,,217.58,xLSGS1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#11                ,7/29/1998,,OC,9808.11.1,7.78,7.86,7.359,xLS025,ODsoil_g,,230.54,xLSGS1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#12                ,7/29/1998,,OC,9808.12.1,7.86,7.93,7.382,xLS025,ODsoil_g,,210.49,xLSGS1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#13                ,7/29/1998,,OC,9808.1.13,7.94,8.01,7.477,xLS025,ODsoil_g,,227.23,xLSGS1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#14                ,7/29/1998,,OC,9808.1.14,8.02,8.09,7.312,xLS025,ODsoil_g,,223.25,xLSGS1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#15                ,7/29/1998,,OC,9808.1.15,8.09,8.17,7.464,xLS025,ODsoil_g,,217.98,xLSGS1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9808,BemOil9808/#16                ,7/29/1998,,OC,9808.1.16,8.17,8.25,7.307,xLS025,ODsoil_g,,215.62,xLSGS1,not previously published,                                                                                                                                                                                                                                                          
