std_name, run_num,analysis_date,Dibenzothiophene_A,Dibenzothiophene_H,Phenanthrene_A,Phenanthrene_H,3-methylphenanthrene_A,3-methylphenanthrene_H,2-methylphenanthrene_A,2-methylphenanthrene_H,9-methylphenanthrene_A,9-methylphenanthrene_H,1-methylphenanthrene_A,1-methylphenanthrene_H,C20 Triaromatic Steroid_A,C20 Triaromatic Steroid_H,C21 Triaromatic Steroid_A,C21 Triaromatic Steroid_H,C26 20S Triaromatic Steroid_A,C26 20S Triaromatic Steroid_H,C26 20R+C27 20S Triaromatic Steroid_A,C26 20R+C27 20S Triaromatic Steroid_H,C28 20S Triaromatic Steroid_A,C28 20S Triaromatic Steroid_H,C27 20R Triaromatic Steroid_A,C27 20R Triaromatic Steroid_H,C28 20R Triaromatic Steroid_A,C28 20R Triaromatic Steroid_H,DBTPhen_A,DBTPhen_H,F1_A,F1_H,F2_A,F2_H,MPI1_A,MPI1_H,TRIOCR_A,TRIOCR_H,TRIOCR1_A,TRIOCR1_H,TRIOCR2_A,TRIOCR2_H,C19 Tricyclic Terpane_A,C19 Tricyclic Terpane_H,C20 Tricyclic Terpane_A,C20 Tricyclic Terpane_H,C21 Tricyclic Terpane_A,C21 Tricyclic Terpane_H,C22 Tricyclic Terpane_A,C22 Tricyclic Terpane_H,C23 Tricyclic Terpane_A,C23 Tricyclic Terpane_H,C24 Tricyclic Terpane_A,C24 Tricyclic Terpane_H,C25 22S Tricyclic Terpane_A,C25 22S Tricyclic Terpane_H,C25 22R Tricyclic Terpane_A,C25 22R Tricyclic Terpane_H,C24 Tetracyclic Terpane_A,C24 Tetracyclic Terpane_H,C26 22S Tricyclic Terpane_A,C26 22S Tricyclic Terpane_H,C26 22R Tricyclic Terpane_A,C26 22R Tricyclic Terpane_H,C28 22S Tricyclic Terpane_A,C28 22S Tricyclic Terpane_H,C28 22R Tricyclic Terpane_A,C28 22R Tricyclic Terpane_H,C29 22S Tricyclic Terpane_A,C29 22S Tricyclic Terpane_H,C29 22R Tricyclic Terpane_A,C29 22R Tricyclic Terpane_H,C27 18a Trisnorneohopane_A,C27 18a Trisnorneohopane_H,C27 17a Trisnorhopane_A,C27 17a Trisnorhopane_H,C30 22S Tricyclic Terpane_A,C30 22S Tricyclic Terpane_H,C30 22R Tricyclic Terpane_A,C30 22R Tricyclic Terpane_H,C28 Bisnorhopane_A,C28 Bisnorhopane_H,C29 Norhopane_A,C29 Norhopane_H,C29 18a Neonorhopane_A,C29 18a Neonorhopane_H,C30 Diahopane_A,C30 Diahopane_H,C29 17B21a Normoretane_A,C29 17B21a Normoretane_H,C30 Oleanane_A,C30 Oleanane_H,C30 Hopane_A,C30 Hopane_H,C30 17B21a Moretane_A,C30 17B21a Moretane_H,C31 22S Hopane_A,C31 22S Hopane_H,C31 22R Hopane_A,C31 22R Hopane_H,C30 Gammacerane_A,C30 Gammacerane_H,C32 22S Hopane_A,C32 22S Hopane_H,C32 22R Hopane_A,C32 22R Hopane_H,C33 22S Hopane_A,C33 22S Hopane_H,C33 22R Hopane_A,C33 22R Hopane_H,C34 22S Hopane_A,C34 22S Hopane_H,C34 22R Hopane_A,C34 22R Hopane_H,C35 22S Hopane_A,C35 22S Hopane_H,C35 22R Hopane_A,C35 22R Hopane_H,Pregnane_A,Pregnane_H,Homopregnane_A,Homopregnane_H,C27 20S Ba Diasterane_A,C27 20S Ba Diasterane_H,C27 20R Ba Diasterane_A,C27 20R Ba Diasterane_H,C27 20R aaa Sterane_A,C27 20R aaa Sterane_H,C28 20R aaa Sterane_A,C28 20R aaa Sterane_H,C29 20S aaa Sterane_A,C29 20S aaa Sterane_H,C29 20R aBB Sterane_A,C29 20R aBB Sterane_H,C29 20S aBB Sterane_A,C29 20S aBB Sterane_H,C29 20R aaa Sterane_A,C29 20R aaa Sterane_H,C30 20R aaa Sterane_A,C30 20R aaa Sterane_H,Pristane_A,Pristane_H,BISHOP_A,BISHOP_H,C19C23_A,C19C23_H,C22C21_A,C22C21_H,C24C23_A,C24C23_H,C26C25_A,C26C25_H,C26TET_A,C26TET_H,C27STER_A,C27STER_H,C28STER_A,C28STER_H,C29BBAA_A,C29BBAA_H,C29SR_A,C29SR_H,C29STER_A,C29STER_H,C31HSR_A,C31HSR_H,C31RH_A,C31RH_H,C32HSR_A,C32HSR_H,C35C34_A,C35C34_H,C35HOP_A,C35HOP_H,DIAREG_A,DIAREG_H,GAC31R_A,GAC31R_H,GAMHOP_A,GAMHOP_H,MORHOP_A,MORHOP_H,NEONOR_A,NEONOR_H,NORHOP_A,NORHOP_H,OLHOP_A,OLHOP_H,PREGC27_A,PREGC27_H,S1S6_A,S1S6_H,TETC23_A,TETC23_H,TRIHOP_A,TRIHOP_H,TSTM_A,TSTM_H,XH_A,XH_H
NSO-1,11,3/8/2021,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,768484.45,262453.77,861232.8,269350.07,890110.08,270593.63,2551217.54,663401.25,1642820.22,363247.52,1223111.42,337377.1,1255810.24,356336.29,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,0.18,0.21,0.21,0.27,0.22,0.27,44264.61,7765.42,46279.57,6890.97,53557.58,12480.31,13939.16,3185.65,102674.16,26592.9,63744,16303.45,30130.65,7849.45,37858.69,8985.59,64787.03,17325.62,32288.94,7201.3,39656.86,7248.21,45706.14,11109.58,32880.11,9241.98,37689.06,10201.75,64397.65,15976.48,195187.21,49715.03,141934.91,37865.7,43305.47,11098.29,37848.08,8890.54,377840.43,64169.58,436733.97,115182.86,183252.64,51763.07,122062.28,26950.26,146812.17,26567.97,18634.46,3392.62,1144294.21,285776.33,102951.46,28694.12,394570.64,99516.97,277000.99,67205.55,31556.58,8840.7,269932.85,68711.34,194529.04,46460.69,228390.98,46818.15,152357.42,29648.74,135219.03,23304.52,92424.22,14372.61,111805.59,17237.3,73306.31,11145.73,148540.48,36584.68,118570.85,18056.5,309643.55,78320.84,188125.41,47983.49,159583.79,29060.26,144701.89,20083.21,213544.89,30306.76,270843.52,41700.86,221218.95,35488.28,142516.11,28526.03,52276.46,10981.19,Not Detected,Not Detected,0.33,0.22,0.43,0.29,0.26,0.26,0.62,0.61,1.06,0.86,1.11,0.83,0.36,0.37,0.32,0.26,0.66,0.59,0.6,0.52,0.32,0.37,0.59,0.6,0.24,0.24,0.58,0.6,0.83,0.74,0.1,0.07,2.17,2.75,0.11,0.13,0.03,0.03,0.16,0.14,0.42,0.45,0.38,0.4,0.02,0.01,0.93,1.26,1.94,2.7,0.63,0.65,0.09,0.09,1.38,1.31,0.11,0.09
NSO-1,12,3/9/2021,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,870250.63,269011.75,945073.5,304627.77,933383.12,279494.78,2680569.44,678531.41,1699797.98,394486.05,1273180.27,355064.64,1292229.03,368740.03,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,0.19,0.22,0.23,0.26,0.23,0.28,46767.84,8026.67,51540.9,7403.46,54747.48,12802.65,14379.89,3396.19,110146.78,29211.41,66515.68,17150.92,30328.51,8045.47,38431.41,9179.61,68074.14,17979.66,34093.31,7448.08,40367.95,8167.89,43988.68,10652.66,33167.4,9216.66,39217.28,10135.03,70195.79,17995.97,202309.5,54559.66,148442.88,39178.44,45211.05,11822.11,37660.92,9513.58,371920.33,64112.88,452460.24,118905.23,186496.9,51120.52,135193.82,27603.59,155292.87,27937.97,17359.46,3092.49,1191443.8,304956.1,107561.39,29528.86,410397.67,106259.08,285668.48,70106.44,33132.34,9321.89,280206.86,67154.84,207695.48,47996.87,238503.42,49663.07,162296.15,32880.38,150268.5,24667.36,87143.61,15346.01,117650.15,18630.5,78075.84,11489.61,151161.76,37031.38,119487,18706.58,320168.17,79209.91,192350.33,47553.58,133389.53,26709.16,142282.4,20903.91,197524.51,30122.31,270131.43,45048.93,226181.67,37489.52,140923.75,28942.3,88593.94,12707.51,Not Detected,Not Detected,0.31,0.21,0.42,0.27,0.26,0.27,0.6,0.59,1.08,0.91,1.09,0.87,0.32,0.35,0.34,0.27,0.66,0.61,0.58,0.51,0.34,0.38,0.59,0.6,0.24,0.23,0.57,0.58,0.78,0.76,0.1,0.07,2.27,2.74,0.12,0.13,0.03,0.03,0.16,0.14,0.41,0.43,0.38,0.39,0.01,0.01,1.13,1.39,2.4,2.97,0.62,0.62,0.09,0.1,1.36,1.39,0.11,0.09
NSO-1,13,3/17/2021,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,134079.95,48197.39,151220,51847.61,161180.42,53575.93,469981.66,133807.66,315605.62,74190.15,246910.29,65165.33,245342.01,71618.99,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,0.17,0.2,0.19,0.25,0.2,0.25,23994.33,4709.25,17110.02,3755.39,28530.69,7188.77,8191.38,1801.87,48382.88,11003.91,33521.32,8945.48,15676.67,4392.97,19636.43,4813.79,35823.59,9210.24,17909.08,3864.8,20526.28,4088.14,22472.64,5913.22,17328.57,4689.5,21057.85,5407.5,34037.34,8620.9,102948.03,27664.74,76570.5,20708.73,21577.57,5567.64,15101.07,4346.18,200489.4,36249.46,232373.92,61897.05,96149.4,27363.18,69038.79,14450.08,74397.1,13103.38,9726.26,1958.89,612637.12,165926.02,55805.34,15333.01,214086.81,57957.8,150716.85,39320.41,17629.89,4997.78,148806.59,36266.4,109441.69,26031.45,127333.46,27375.29,84687.49,16557.75,77529.6,13992.16,47991.95,8616.99,65343.75,10402.83,48985.06,6460.17,76075.68,19368.76,60539.18,9656.48,156264.6,42796.95,95273.13,25907,68016.5,13924.75,76530.04,10103.97,125701.73,15957.07,121934.25,21521.42,109816.06,18909.61,74570.88,14497.94,45065.46,6389.12,Not Detected,Not Detected,0.33,0.22,0.5,0.43,0.29,0.25,0.69,0.81,1.09,0.86,1.07,0.86,0.31,0.36,0.35,0.26,0.62,0.6,0.63,0.52,0.34,0.38,0.59,0.6,0.25,0.24,0.58,0.58,0.84,0.74,0.11,0.07,2.1,2.95,0.12,0.13,0.03,0.03,0.15,0.12,0.41,0.44,0.38,0.37,0.02,0.01,1.12,1.39,2.3,3.07,0.74,0.84,0.08,0.07,1.34,1.34,0.11,0.09
NSO-1,14,3/18/2021,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,151459.61,53167.51,166029.98,57484.54,176748.31,56338.34,512730.34,140363.05,345450.89,77629.55,266815.82,70080.9,262523.28,79673.21,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,0.17,0.21,0.2,0.25,0.2,0.26,25762.75,5005.94,18563.76,4157.57,30953.02,7707.74,10219.9,2079.96,55372.35,13353.49,36503.38,9384.29,17780.04,4940.59,21821.21,5318.55,38662.62,10114.14,19245.72,4096.23,22305.63,4580.7,24104.92,6324.32,19181.88,4910.68,21454.02,5931.53,38876.85,9796.57,109896.15,31029.9,82696.46,22012.32,24864.58,6211.72,19418.25,5072.23,213784.33,38271.47,250801.24,65840.9,103497.01,29611.98,68392.57,15161.81,81131.43,13496.77,10588.27,2155.86,651839.78,170656.92,58793.25,16061.48,227482.27,58811.4,158654.32,40879.06,18053.07,4869.46,158373.7,37106.8,119618.27,27543.68,132383.28,29344.36,90099.97,18361.72,79228.51,14228.02,49254.74,8643.05,67161.19,11308.19,44799.93,6438.93,82315.53,21198.57,65440.05,10545.24,172921.19,46160.39,102814.02,27052.17,72812.96,15378.62,83112.14,11349.1,110824.31,17134.23,142510.71,23198.01,123337.32,21285.56,85253.03,16646.78,48942.86,6834.97,Not Detected,Not Detected,0.33,0.22,0.47,0.37,0.33,0.27,0.66,0.7,1.05,0.85,1.07,0.86,0.3,0.35,0.34,0.26,0.63,0.58,0.57,0.51,0.35,0.38,0.59,0.59,0.24,0.24,0.57,0.57,0.85,0.79,0.1,0.07,2.03,2.77,0.11,0.12,0.03,0.03,0.16,0.12,0.41,0.45,0.38,0.39,0.02,0.01,1.13,1.38,2.37,3,0.7,0.76,0.08,0.08,1.33,1.41,0.1,0.09
NSO-1,15,3/19/2021,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,204890.08,70003.11,229238.16,76901.66,236438.5,78482.19,694034.23,196713.18,455464.16,102246.24,361306.36,100302.81,353874.81,105991.07,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,0.17,0.2,0.2,0.25,0.21,0.25,33622.95,5905.99,21630.93,4604.65,36896.32,8946.84,10067.68,2297.56,68210.13,17753.67,43261.05,11382.66,21832.14,5894.47,25505.64,5964.78,44299.48,11878.55,23439.3,5026.03,26959.7,5312.44,31955.99,7215.61,26328.34,6630.97,31341.71,8211.91,54202.41,12962.78,148477.48,40479.11,113882.5,30749.54,31172.5,7810.83,25298.63,6533.96,270724.67,48526.64,337861.67,89968.39,139691.26,40628.02,93960.54,20975.9,108301.85,19007.78,14140.56,2756.21,874802.28,230301.57,74088.49,20274.69,263568.81,68775.36,184092.29,48629.8,20677.18,5680,183042.61,44275.51,131957.48,31623.62,157399.49,33123.3,108417.78,20664.15,89099.46,16266.71,56629.65,9256.72,74901.81,11840.74,48380.87,7170.5,99919.07,25059.76,82494.88,12496.19,208882.6,52027.74,130250.55,35348.12,97886.57,21034.48,109122.54,14774.58,133466.27,24442.03,198912.47,32919.56,172346.67,27816.73,123390.41,22024.02,68006.11,9628.01,Not Detected,Not Detected,0.31,0.21,0.49,0.33,0.27,0.26,0.63,0.64,1.06,0.87,1.14,0.87,0.3,0.36,0.33,0.26,0.62,0.6,0.52,0.53,0.37,0.38,0.59,0.59,0.21,0.21,0.58,0.58,0.84,0.73,0.1,0.07,1.69,2.36,0.11,0.12,0.02,0.02,0.15,0.12,0.41,0.45,0.39,0.39,0.02,0.01,1.02,1.19,2.13,2.47,0.65,0.67,0.08,0.08,1.3,1.32,0.11,0.09
NSO-1,16,3/22/2021,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,128348.18,45457.66,143327.77,48888.16,150492.67,51115.06,442216.17,129511.79,290672.65,65834.33,230474.5,63494.94,228233.62,67250.55,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,0.17,0.2,0.2,0.25,0.2,0.25,21942.01,4383.84,16640.99,3570.52,27087.05,6815.8,6992.83,1626.57,46038.32,11280.81,30888.02,8505.83,14944.64,4168.42,18966.81,4527.26,31738.36,8722.65,16241.54,3617.68,18643.13,3743.75,21838.2,5262.49,15676.09,4350.56,20595.31,5090.57,33106.26,8373.82,95002.98,26395.57,69424.79,19852.96,19564.66,5156.69,17071.35,4421.69,174377.91,31979.71,217822.08,58869.49,90544.92,25426.16,61397.65,13585.43,69433.7,11393.25,8669.39,1672.56,571852.54,142280.49,51853.76,14044.53,200682.38,54089.02,140393.04,36980.24,15792.01,4533.08,141212.52,35641.94,101598.97,23043.44,120882.59,25544.46,83101.45,15997.9,77962.95,13586.94,46182.17,8113.72,65128.31,10403.54,42299.94,6322.65,71930.99,18139.16,57298.74,9090.7,149039.66,39735.63,90033.71,23577.21,76250.44,15399.38,105501.64,12579.63,133309.96,17686.79,144718.85,22617.41,117446.36,21532.7,91750.94,16337.38,93319.87,8482.27,Not Detected,Not Detected,0.3,0.22,0.48,0.39,0.26,0.24,0.67,0.75,1.03,0.85,1.1,0.84,0.28,0.35,0.39,0.28,0.61,0.58,0.59,0.52,0.34,0.37,0.59,0.59,0.25,0.26,0.58,0.61,0.84,0.77,0.11,0.07,1.62,2.43,0.11,0.12,0.03,0.03,0.15,0.13,0.42,0.43,0.38,0.41,0.02,0.01,0.94,1.18,1.95,2.58,0.69,0.77,0.08,0.08,1.37,1.33,0.11,0.1
NSO-1,17,3/23/2021,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,145218.91,49689.77,161812.5,54584.66,170364.32,55575.91,504185.23,145129.3,329934.94,75075.64,262928.21,72398.86,262535.93,77633.05,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,0.17,0.2,0.2,0.25,0.2,0.24,26189.35,4788.7,17448.15,3834.91,29153.64,7298.26,8099.32,1753.52,52096.62,13308.35,34211.55,9051.56,15657.05,4479.64,19895.33,4784.5,35332.52,9086.11,18470.01,4095.42,21898.11,3806.39,22539.71,5935.43,17317.23,4953.67,20290.97,5554.65,31750.98,8541.97,102045.24,28216.85,79298.25,20821.52,22225.42,5827.33,15417.55,4004,187982.25,33364.87,233606.25,61787.13,96988.19,27115.11,65231.61,14838.37,76446.54,13360.78,9662.07,1861.43,619080.09,159700.44,56431.04,15437.66,216729.82,56031.71,152636.56,37887.31,17267.3,4832.59,151085.92,36898.89,108698.89,26825.41,128727.59,27332.39,86979.38,17147.61,79226.96,13879.66,49264.78,8648.85,66259.61,10679.21,45328.97,6851,77977.79,19570.66,61671.62,9656.52,161834.44,43254.71,97792.46,26198.56,67552.77,15156.04,76600.19,10454.05,90141.77,16063.83,139605.43,21803.9,100485.51,19255.72,78906.38,15150.01,34593.51,6643.84,Not Detected,Not Detected,0.3,0.21,0.5,0.36,0.28,0.24,0.66,0.68,1.14,0.85,1.14,0.87,0.3,0.37,0.34,0.26,0.64,0.59,0.53,0.51,0.35,0.37,0.59,0.6,0.25,0.24,0.58,0.58,0.84,0.77,0.1,0.07,2.05,2.86,0.11,0.13,0.03,0.03,0.16,0.13,0.42,0.44,0.38,0.39,0.02,0.01,1.15,1.29,2.4,2.85,0.68,0.68,0.08,0.08,1.29,1.36,0.11,0.09
NSO-1,18,3/24/2021,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,185956.45,65933.74,207134.09,70369.18,215669.18,70354.98,635837.21,185468.92,414907.9,94081.91,329643.57,86514.47,322365.2,94485.28,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,0.17,0.2,0.2,0.26,0.2,0.26,27990.21,5350.67,20927.24,4338.99,34371.14,8334.11,9169.67,2022.8,63051.1,16418.53,39455.77,10050.34,18431.08,5001.6,23072.36,5860.23,41174.96,10892.24,20343.92,4523.03,21890.2,4859.02,26395.96,6819.2,19175.43,5566.32,26561.61,6392.01,43234.42,11001.31,118682.02,31924.26,86214.77,22535.26,25571.92,6163.97,16702.63,4834.64,218383.09,38829.1,267780.8,68576.99,111164.72,31332.93,74689.58,16997.67,89268,15886.83,11198.04,2026.05,707408.51,181067.78,63873.78,17689.77,246126.65,64686.56,173562.27,44605.49,19882,5750.24,170963.32,41736.01,122718.07,29111.17,144653.02,30863.48,98034.36,18891.67,87705.87,15613.56,56311.54,9889.08,73652.21,11640.4,48897.07,6997.57,90973.81,22093.61,72268.11,11450.48,185755.28,49870.59,112785.81,28967.02,79750.01,17491.77,88369.71,12114,127003.7,19161.09,154031.01,25447.18,135021.31,22140.23,104901.67,18096.67,39594.34,7820.29,Not Detected,Not Detected,0.31,0.21,0.44,0.33,0.27,0.24,0.63,0.61,1.02,0.86,1.03,0.86,0.29,0.37,0.32,0.25,0.59,0.58,0.55,0.51,0.38,0.38,0.59,0.59,0.25,0.25,0.58,0.59,0.84,0.75,0.1,0.07,1.77,2.76,0.11,0.13,0.03,0.03,0.16,0.13,0.42,0.46,0.38,0.38,0.02,0.01,1.14,1.26,2.33,2.85,0.65,0.66,0.09,0.09,1.38,1.42,0.11,0.09
NSO-1,19,3/26/2021,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,130888.3,44491.07,138319.08,47326.7,153777.68,48814.32,435533.62,125540.73,291683.52,66050,222841.17,60324.45,227370.57,66409.7,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,0.17,0.2,0.2,0.25,0.2,0.25,21032.97,4304.19,17305.32,3460.51,26546.55,6545.96,7421.9,1657.62,45724.3,11607.27,30725.15,8576.65,14329.83,4073.59,18467.24,4313.07,31620.14,8478.09,15774.07,3628.08,18836.08,3585.1,22469.95,5417.29,15148.38,4469.66,20250.13,5130.27,32208,8284.23,91192.26,23834.28,68993.17,18566.45,19769.29,5018.64,10468.84,3846.48,167821.37,30963.64,209480.34,56553.91,86713.39,25265.78,58953.69,12654.53,68423.51,12043.85,8612.18,1694.38,552414.67,147277.1,50080.14,13896.44,193436.93,51658.27,135225.88,35355.55,15323.18,4246.58,135437.63,33585.58,99812.22,23213.39,114380.86,25120.3,77855.09,15251.5,69714.1,12053.42,48039.92,7881.28,59612.74,9667.86,39871.74,6129.32,70706.79,18067.66,56010.39,8908.23,148196.77,37723.37,88955.26,24528.49,48793.47,11124.41,57109.4,8391.61,86230.06,13104.21,93990.3,17699.44,79445.04,15844.06,43692.35,10419.02,23619.16,5417.97,Not Detected,Not Detected,0.3,0.21,0.46,0.37,0.28,0.25,0.67,0.74,1.06,0.86,1.09,0.85,0.33,0.37,0.38,0.28,0.68,0.63,0.66,0.56,0.29,0.35,0.59,0.59,0.24,0.24,0.58,0.59,0.86,0.8,0.1,0.07,3.39,3.62,0.11,0.12,0.03,0.03,0.16,0.13,0.41,0.45,0.38,0.38,0.02,0.01,1.45,1.62,3.04,3.39,0.69,0.73,0.08,0.08,1.32,1.28,0.11,0.09
NSO-1,20,3/29/2021,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,122235.05,44596.4,134791.54,44896.78,142760.84,47048.44,418307.26,118502.4,276390.08,62393.09,218580.54,59716.25,218134.8,62128.52,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,0.17,0.2,0.2,0.26,0.2,0.26,24371.82,4801.44,17599.1,3486.95,26573.41,6816.96,8613.81,1907.26,45194.82,11593.13,30983.58,8188.9,14034.52,3937.13,17875.65,4524.97,35172.88,8818.48,16072.57,3688.47,22638.4,3856.74,20444.66,5463.45,14933.73,4056.71,16477.14,4672.9,31998.45,7994.08,100676.24,27122.71,75989.19,20679.74,21267.68,5240.23,13562.67,3596.55,193126.8,31890.44,235089.65,65797.78,99824.63,27786.57,66332,15058.27,73192.89,13290.16,10112.41,2084.26,604478.06,166535.34,52561.89,14336.36,204709.41,55287.16,140729.82,36796.7,15312.48,4436.98,139695.15,32793.73,103366.82,23195.23,121705.82,26677.62,83493.07,15794.53,79954.72,13776.73,46682.6,8219.25,80794.68,12499.43,53392.12,8222.66,73256.83,19204.38,60103.59,9664.32,147248.11,37841.16,92446.97,25643.18,58900.79,13386.2,68574.7,9799.85,91539.42,15224,117208.17,21500.21,102265.68,17755.64,77896.34,16000.75,24620.14,5611.78,Not Detected,Not Detected,0.32,0.19,0.54,0.41,0.32,0.28,0.69,0.71,1.21,0.89,1.1,0.86,0.29,0.34,0.33,0.25,0.6,0.57,0.54,0.49,0.38,0.41,0.59,0.6,0.23,0.22,0.57,0.59,1.01,0.91,0.13,0.09,1.89,2.36,0.11,0.12,0.03,0.03,0.15,0.12,0.42,0.42,0.39,0.4,0.02,0.01,1.24,1.43,2.5,2.83,0.78,0.76,0.07,0.07,1.32,1.31,0.11,0.09
NSO-1,21,3/30/2021,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,150938.36,55727.48,166365.91,54852.17,171761.33,55467.6,502275.95,143212.28,342226.18,76027.9,261804.31,70982.55,258073.23,76583.13,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,0.17,0.21,0.2,0.27,0.21,0.26,76801.09,11813.93,75679.78,10515.56,88189.41,19986.94,78906.05,10051.65,221273.63,51842.16,109193.81,25394.65,48270.77,11012.23,66366.79,12956.89,108917.79,26693.77,53883.71,11680.01,72862.73,12711.13,68156.38,16214.3,49615.98,13294.71,59891.21,15595.29,108844.71,24889.67,314785.88,75746.31,225969.44,55444.94,86501.29,19295.79,59855.09,14288.93,595237.36,102008.6,709320.56,176453.38,291847.48,75858.1,200980.14,39379.12,270191.78,47351.56,28315.24,4937.51,1879190.47,439332.72,165778.04,42791.08,637686.38,157694.75,439671.83,109722.78,50889.75,12748.38,417767.49,98361.62,306260.66,71501.16,342117.1,71658.31,225211.07,42234.9,195064.3,34375.5,120599.63,20484.96,152784.71,24061.1,99872.04,14862.06,245515.51,54938.16,194191.79,29325.42,516104.06,115839,305361.16,69581.5,231232.8,45368.68,238127.3,32934.92,353036.49,49143.08,450126.23,68924.61,309412.06,58127.05,235969.92,43381.99,106988.85,19138.93,Not Detected,Not Detected,0.32,0.23,0.35,0.23,0.89,0.5,0.49,0.49,1.11,1.02,1.16,0.91,0.33,0.37,0.34,0.27,0.66,0.61,0.6,0.53,0.33,0.36,0.59,0.59,0.23,0.25,0.58,0.58,0.78,0.7,0.09,0.06,2.19,2.67,0.12,0.12,0.03,0.03,0.17,0.15,0.41,0.43,0.38,0.4,0.02,0.01,1.06,1.21,2.23,2.55,0.49,0.51,0.12,0.12,1.39,1.37,0.11,0.09
