LocalSiteName,StudySite,AgencyCode,USGS_siteno,USGS_StationName,XcoordUTMNAD83_m,YcoordUTMNAD83_m,LandSurfaceElevation_mASL_NAVD88,OnNorthWellTransect,DistanceFromCenterOfNorthOilBody_m,WellSite,CoreSite,OtherEquipmentSite,TopOfScreenElevation_mASL_NAVD88,BottomOfScreenElevation_mASL_NAVD88,MidOfScreenElevation_mASL_NAVD88,DateOfConstruction,Comments_DateOfConstruction,SiteActiveStatus,Comments_Status,ApproxRemovalDate
xWL04,Bemidji,USGS,x473431095052801,"WL04, WETLAND, E. SIDE, SE OF PINEWOOD, MN",342743.88,5271211.11,424.504,0.0,,1,0,0,,,,20190627.0,,Active,,
xGrant Creek 01,Bemidji,USGS,x473356095043701,"GRANT CREEK, AT ATV TRAIL, SE OF PINEWOOD, MN",343765.96,5270091.98,423.724,0.0,,1,0,0,,,,20190628.0,,Active,,
xWL01-2,Bemidji,USGS,x473419095052504,"WL01-2, WETLAND, NE SIDE, SE OF PINEWOOD, MN",342786.88,5270841.07,425.196,0.0,,1,0,0,,,,20190627.0,,Active,,
xLK01,Bemidji,USGS,x473408095045601,"UNNAMED LAKE, S SIDE, AT TRAIL, SE OF PINEWOOD, MN",343399.54,5270496.89,423.431,0.0,,1,0,0,,,,20190628.0,,Active,,
xL310-1.5,Bemidji,USGS,,,342605.76,5270952.42,433.453,,,0,1,1,,,,20190624,,Active,,
xFL310-3.0,Bemidji,USGS,,,342605.0,5270953.0,433.453,,,0,1,0,,,,20190624,"Began coring at this location on 6/24/19. Abandoned hole on 6/27/19 due to failed lysimeter, which was removed from the site before abandoning hole.",Removed,Failed lysimeter location. No equipment was installed.,06/24/19
xL310-4.5,Bemidji,USGS,,,342604.47,5270953.06,433.572,,,0,1,1,,,,20190625,,Active,,
x1901,Bemidji,USGS,,,342603.47,5270957.5,433.679,,,0,0,1,,,,20190618,"Drilled borehole on 6/18/19, installed 3 soil moisture/temperature sensors on 6/22/19",Active,,
x1902,Bemidji,USGS,,,342610.94,5270949.57,433.307,,,0,1,1,,,,20190619,,Active,,
x1903,Bemidji,USGS,,,342807.82,5271049.21,432.728,,,0,1,1,,,,20190620,,Active,,
x1905,Bemidji,USGS,,,342763.6,5271037.41,430.112,,,0,1,1,,,,20190621,,Active,,
x1906,Bemidji,USGS,,,342762.81,5271039.29,430.137,,,0,0,1,,,,20190621,,Active,,
x1907A,Bemidji,USGS,x473426095051001,1907A     Bemidji Toxics Research Site,343104.16,5271054.48,424.836,0.0,,1,0,0,421.48,421.395,421.438,20190622.0,,Active,,
x1907B,Bemidji,USGS,x473426095051002,1907B     Bemidji Toxics Research Site,343104.59,5271052.62,425.004,0.0,,1,0,0,421.057,420.971,421.014,20190625.0,,Active,,
x1907C,Bemidji,USGS,x473426095051003,1907C     Bemidji Toxics Research Site,343104.0,5271053.66,424.894,0.0,,1,0,0,419.731,419.645,419.688,20190624.0,,Active,,
x1908,Bemidji,USGS,,,,,430.107,,,0,0,1,,,,20190624,,Active,,
x1909,Bemidji,USGS,,,342613.25,5270948.14,433.462,,,0,1,1,,,,20190625,,Active,,
x1910,Bemidji,USGS,,,342957.85,5271120.92,433.749,,,0,1,0,,,,20190626,,Active,,
x1911,Bemidji,USGS,,,342891.78,5271084.8,433.231,,,0,1,0,,,,20190626,,Active,,
x1302G.2,Bemidji,USGS,,,,,,1.0,-23.9,0,0,1,,,,20191015,,Active,,
x1302G-02,Bemidji,USGS,x473425095052706,1302G-02  Bemidji Toxics Research Site,342761.78,5271035.42,430.173,1.0,-23.9,1,0,0,425.488,425.458,425.473,20130523.0,,Active,,
x1302G-03,Bemidji,USGS,x473425095052707,1302G-03  Bemidji Toxics Research Site,342761.78,5271035.42,430.173,1.0,-23.9,1,0,0,425.787,425.756,425.772,20130523.0,,Active,,
x1302G-04,Bemidji,USGS,x473425095052708,1302G-04  Bemidji Toxics Research Site,342761.78,5271035.42,430.173,1.0,-23.9,1,0,0,426.089,426.058,426.074,20130523.0,,Active,,
x1302G-05,Bemidji,USGS,x473425095052709,1302G-05  Bemidji Toxics Research Site,342761.78,5271035.42,430.173,1.0,-23.9,1,0,0,426.488,426.457,426.472,20130523.0,,Active,,
x1302G-06,Bemidji,USGS,x473425095052710,1302G-06  Bemidji Toxics Research Site,342761.78,5271035.42,430.173,1.0,-23.9,1,0,0,426.79,426.759,426.774,20130523.0,,Active,,
x1302G-07,Bemidji,USGS,x473425095052711,1302G-07  Bemidji Toxics Research Site,342761.78,5271035.42,430.173,1.0,-23.9,1,0,0,427.088,427.058,427.073,20130523.0,,Active,,
x1302G-08,Bemidji,USGS,x473425095052712,1302G-08  Bemidji Toxics Research Site,342761.78,5271035.42,430.173,1.0,-23.9,1,0,0,427.488,427.457,427.472,20130523.0,,Active,,
x1302G-09,Bemidji,USGS,x473425095052713,1302G-09  Bemidji Toxics Research Site,342761.78,5271035.42,430.173,1.0,-23.9,1,0,0,427.789,427.759,427.774,20130523.0,,Active,,
x1302G-10,Bemidji,USGS,x473425095052714,1302G-10  Bemidji Toxics Research Site,342761.78,5271035.42,430.173,1.0,-23.9,1,0,0,428.189,428.158,428.174,20130523.0,,Active,,
xB-pipeline,Bemidji,USGS,,,,,,,,0,0,1,,,,,installation date unknown,Active,,
x1402G-02,Bemidji,USGS,x473426095052422,1402G-02  Bemidji Toxics Research Site,342812.26,5271046.3,432.816,1.0,26.66,1,0,0,426.33,426.299,426.314,20140514.0,Construction began on 05/14/2014 and finished on 05/15/2014,Active,,
x1402G-03,Bemidji,USGS,x473426095052423,1402G-03  Bemidji Toxics Research Site,342812.26,5271046.3,432.816,1.0,26.66,1,0,0,426.83,426.799,426.814,20140514.0,Construction began on 05/14/2014 and finished on 05/15/2014,Active,,
x1402G-04,Bemidji,USGS,x473426095052424,1402G-04  Bemidji Toxics Research Site,342812.26,5271046.3,432.816,1.0,26.66,1,0,0,427.333,427.302,427.318,20140514.0,Construction began on 05/14/2014 and finished on 05/15/2014,Active,,
x1402G-05,Bemidji,USGS,x473426095052425,1402G-05  Bemidji Toxics Research Site,342812.26,5271046.3,432.816,1.0,26.66,1,0,0,427.833,427.802,427.818,20140514.0,Construction began on 05/14/2014 and finished on 05/15/2014,Active,,
x1402G-06,Bemidji,USGS,x473426095052426,1402G-06  Bemidji Toxics Research Site,342812.26,5271046.3,432.816,1.0,26.66,1,0,0,428.332,428.302,428.317,20140514.0,Construction began on 05/14/2014 and finished on 05/15/2014,Active,,
x1402G-07,Bemidji,USGS,x473426095052427,1402G-07  Bemidji Toxics Research Site,342812.26,5271046.3,432.816,1.0,26.66,1,0,0,428.832,428.802,428.817,20140514.0,Construction began on 05/14/2014 and finished on 05/15/2014,Active,,
x1402G-08,Bemidji,USGS,x473426095052428,1402G-08  Bemidji Toxics Research Site,342812.26,5271046.3,432.816,1.0,26.66,1,0,0,429.332,429.302,429.317,20140514.0,Construction began on 05/14/2014 and finished on 05/15/2014,Active,,
x1540FDP,Bemidji,USGS,,,342777.304,5271044.86,430.512,,,0,1,0,,,,20151021,,Active,,
x1541FDP,Bemidji,USGS,,,342773.613,5271047.292,430.507,,,0,1,0,,,,20151021,,Active,,
x1542FDP,Bemidji,USGS,,,342608.414,5270949.496,433.401,,,0,1,0,,,,20151021,,Active,,
x1543FDP,Bemidji,USGS,,,342809.459,5271044.327,432.556,1.0,23.3,0,1,0,,,,20151022,,Active,,
x1544FDP,Bemidji,USGS,,,342805.221,5271042.549,432.35,1.0,18.7,0,1,0,,,,20151022,,Active,,
x1545FDP,Bemidji,USGS,,,342830.108,5271051.278,432.719,1.0,44.99,0,1,0,,,,20151022,,Active,,
x1546FDP,Bemidji,USGS,,,342828.994,5271042.919,432.582,,,0,1,0,,,,20151022,,Active,,
x1547HPT,Bemidji,USGS,,,342829.396,5271051.231,432.709,1.0,44.32,0,1,0,,,,20151022,,Active,,
x1548HPT,Bemidji,USGS,,,342777.269,5271044.443,430.474,,,0,1,0,,,,20151022,,Active,,
x1549HPT,Bemidji,USGS,,,342799.606,5270891.449,427.312,,,0,1,0,,,,20151022,,Active,,
x1550HPD,Bemidji,USGS,,,342887.67,5271067.96,432.851,,,0,1,0,,,,20151203,,Active,,
x1551HPD,Bemidji,USGS,,,342682.2,5270911.3,428.355,,,0,1,0,,,,20151203,,Active,,
x1552HPD,Bemidji,USGS,,,342682.38,5270910.9,428.405,,,0,1,0,,,,20151203,,Active,,
x1553HPD,Bemidji,USGS,,,342682.13,5270911.76,428.355,,,0,1,0,,,,20151203,,Active,,
x1554HPT,Bemidji,USGS,,,342682.8,5270911.47,428.355,,,0,1,0,,,,20151203,,Active,,
x1555HPD,Bemidji,USGS,,,342828.5,5270864.5,426.481,,,0,1,0,,,,20151203,,Active,,
x0001-0004,Bemidji,USGS,,,342793.57,5271049.07,432.918,1.0,10.69,0,1,0,,,,20000731,,Active,,
x0005-0006,Bemidji,USGS,,,342790.88,5271106.61,432.279,,,0,1,0,,,,20000731,,Active,,
x0007,Bemidji,USGS,,,342849.34,5271062.71,432.927,1.0,67.21,0,1,0,,,,20000801,,Active,,
x0008,Bemidji,USGS,,,342830.12,5271052.74,432.792,1.0,45.6,0,1,0,,,,20000801,,Active,,
x0009,Bemidji,USGS,,,342860.48,5271068.75,433.183,1.0,79.84,0,1,0,,,,20000801,,Active,,
x0010-0012,Bemidji,USGS,,,342806.26,5271045.11,432.495,1.0,20.69,0,1,0,,,,20000802,,Active,,
x0013,Bemidji,USGS,,,342775.62,5271038.67,430.185,1.0,-9.93,0,1,0,,,,20000802,,Active,,
x0014,Bemidji,USGS,,,342807.2,5271045.4,432.519,1.0,21.67,0,1,0,,,,20000802,,Active,,
x0015,Bemidji,USGS,,,342864.4,5271071.15,433.288,1.0,84.4,0,1,0,,,,20000802,,Active,,
x0016-0018,Bemidji,USGS,,,342787.47,5271040.24,430.722,1.0,-1.54,0,1,0,,,,20000803,,Active,,
x0019,Bemidji,USGS,,,342783.88,5271037.63,430.394,1.0,-2.8,0,1,0,,,,20000803,,Active,,
x0020,Bemidji,USGS,,,342784.36,5271036.74,430.344,1.0,-2.72,0,1,0,,,,20000803,,Active,,
x0021,Bemidji,USGS,,,342796.11,5271044.47,432.873,1.0,11.15,0,1,0,,,,20000803,,Active,,
x0022-0023,Bemidji,USGS,,,342779.44,5271044.35,430.661,1.0,-4.14,0,1,0,,,,20000804,,Active,,
x0024,Bemidji,USGS,,,342616.7,5270952.74,433.128,1.0,-190.04,0,1,0,,,,20000804,,Active,,
x0025,Bemidji,USGS,,,342773.57,5271036.61,430.263,1.0,-12.64,0,1,0,,,,20000804,,Active,,
x0026,Bemidji,USGS,,,342622.93,5270941.55,433.177,1.0,-188.88,0,1,0,,,,20000804,,Active,,
x0027,Bemidji,USGS,,,342622.06,5270942.2,433.209,1.0,-189.41,0,1,0,,,,20000805,,Active,,
x0028,Bemidji,USGS,,,342848.03,5271059.28,432.954,1.0,64.62,0,1,0,,,,20000805,,Active,,
x0029,Bemidji,USGS,,,342810.2,5270854.85,425.603,,,0,1,0,,,,20000807,,Active,,
x0030-0031,Bemidji,USGS,,,342817.84,5270886.18,426.714,,,0,1,0,,,,20000807,,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x0032,Bemidji,USGS,,,342819.08,5270898.48,426.594,,,0,1,0,,,,20000808,,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x0033,Bemidji,USGS,,,342831.82,5270912.76,426.763,,,0,1,0,,,,20000808,,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x0034-0035,Bemidji,USGS,,,,,428.098,,,0,1,0,,,,20000808,,Active,,
x0036,Bemidji,USGS,,,342804.98,5270859.21,425.626,,,0,1,0,,,,20000808,,Active,,
x0101,Bemidji,USGS,,,342830.01,5271053.56,432.853,1.0,45.83,0,1,0,,,,20010718,,Active,,
x0102,Bemidji,USGS,,,342804.83,5271041.83,432.312,1.0,18.05,0,1,0,,,,20010718,,Active,,
x0103,Bemidji,USGS,,,342763.06,5271033.22,430.131,1.0,-23.62,0,1,0,,,,20010718,,Active,,
x0104,Bemidji,USGS,,,342865.91,5271073.25,433.338,1.0,86.63,0,1,0,,,,20010719,,Active,,
x0105,Bemidji,USGS,,,342845.66,5271060.43,433.013,1.0,62.92,0,1,0,,,,20010720,,Active,,
x0106,Bemidji,USGS,,,342845.82,5271059.8,432.987,1.0,62.81,0,1,0,,,,20010720,,Active,,
x0107-0109,Bemidji,USGS,,,342606.22,5270950.18,433.447,1.0,-200.66,0,1,0,,,,20010720,,Active,,
x0110-0112,Bemidji,USGS,,,342808.46,5271046.16,432.627,1.0,23.13,0,1,0,,,,20010721,,Active,,
x0113-0115,Bemidji,USGS,,,342795.46,5271048.14,431.918,1.0,12.05,0,1,0,,,,20010721,,Active,,
x0116-0117,Bemidji,USGS,,,342774.56,5271035.83,430.112,1.0,-12.05,0,1,0,,,,20010723,,Active,,
x0118-0120,Bemidji,USGS,,,342787.37,5271038.25,430.568,1.0,-0.64,0,1,0,,,,20010723,,Active,,
x0121,Bemidji,USGS,,,342849.13,5271060.42,432.947,1.0,66.09,0,1,0,,,,20010724,,Active,,
x0122-0123,Bemidji,USGS,,,342805.91,5271045.71,432.54,1.0,20.61,0,1,0,,,,20010724,,Active,,
x0124,Bemidji,USGS,,,342620.11,5270939.29,433.135,1.0,-192.37,0,1,0,,,,20010724,,Active,,
x0125,Bemidji,USGS,,,342782.09,5271033.87,430.282,1.0,-5.96,0,1,0,,,,20010724,,Active,,
x0126,Bemidji,USGS,,,342782.1,5271032.56,430.316,1.0,-6.48,0,1,0,,,,20010725,,Active,,
x0127,Bemidji,USGS,,,342781.77,5271033.15,430.287,1.0,-6.54,0,1,0,,,,20010725,,Active,,
x0128,Bemidji,USGS,,,342782.88,5271034.38,430.295,1.0,-5.03,0,1,0,,,,20010725,,Active,,
x0129,Bemidji,USGS,,,342791.43,5271034.01,430.557,,,0,1,0,,,,20010726,,Active,,
x0130,Bemidji,USGS,,,342791.17,5271034.02,430.542,,,0,1,0,,,,20010726,,Active,,
x0131-0132A,Bemidji,USGS,,,342846.62,5271060.84,433.003,1.0,63.96,0,1,0,,,,,Installation date unknown,Active,,
x0131-0132B,Bemidji,USGS,,,342847.42,5271059.42,432.971,1.0,64.12,0,1,0,,,,,Installation date unknown,Active,,
x0133,Bemidji,USGS,,,342792.66,5271024.32,430.741,,,0,1,0,,,,20010726,,Active,,
x0201,Bemidji,USGS,,,342862.86,5271070.46,433.233,1.0,82.71,0,1,0,,,,20020723,,Active,,
x0202,Bemidji,USGS,,,342858.14,5271067.44,433.059,1.0,77.17,0,1,0,,,,20020723,,Active,,
x0203,Bemidji,USGS,,,342829.06,5271053.25,432.837,1.0,44.83,0,1,0,,,,20020723,,Active,,
x0204,Bemidji,USGS,,,342778.73,5271036.65,430.209,1.0,-7.91,0,1,0,,,,20020723,,Active,,
x0205,Bemidji,USGS,,,342783.35,5271032.83,430.3,1.0,-5.23,0,1,0,,,,20020723,,Active,,
x0206,Bemidji,USGS,,,342782.83,5271033.43,430.295,1.0,-5.46,0,1,0,,,,20020723,,Active,,
x0207,Bemidji,USGS,,,342781.19,5271033.89,430.235,1.0,-6.77,0,1,0,,,,20020723,,Active,,
x0208,Bemidji,USGS,,,342780.76,5271034.52,430.257,1.0,-6.91,0,1,0,,,,20020723,,Active,,
x0209,Bemidji,USGS,,,342806.64,5271043.27,432.478,1.0,20.29,0,1,0,,,,20020723,,Active,,
x0210,Bemidji,USGS,,,342847.44,5271058.45,432.966,1.0,63.74,0,1,0,,,,20020723,,Active,,
x0211,Bemidji,USGS,,,342621.94,5270940.3,433.192,1.0,-190.29,0,1,0,,,,20020723,,Active,,
x0212,Bemidji,USGS,,,342783.07,5271031.73,430.32,1.0,-5.93,0,1,0,,,,20020723,,Active,,
x0213,Bemidji,USGS,,,342782.59,5271032.26,430.285,1.0,-6.16,0,1,0,,,,20020723,,Active,,
x0214,Bemidji,USGS,,,342782.55,5271032.96,430.28,1.0,-5.91,0,1,0,,,,20020723,,Active,,
x0215-0219,Bemidji,USGS,,,342751.51,5271030.27,430.396,1.0,-35.38,0,1,0,,,,20020723,,Active,,
x0220,Bemidji,USGS,,,342848.75,5271063.08,433.0,1.0,66.82,0,1,0,,,,20020723,,Active,,
x0221,Bemidji,USGS,,,342809.46,5271047.15,432.716,1.0,24.44,0,1,0,,,,20020723,,Active,,
x0222-0227,Bemidji,USGS,,,342809.4,5271047.62,432.769,1.0,24.58,0,1,0,,,,20020723,,Active,,
x0228,Bemidji,USGS,,,342804.98,5271044.95,432.478,1.0,19.46,0,1,0,,,,20020723,,Active,,
x0229-0233,Bemidji,USGS,,,342794.88,5271048.85,431.906,1.0,11.8,0,1,0,,,,20020723,,Active,,
x0301,Bemidji,USGS,,,342829.49,5271052.75,432.816,1.0,45.02,0,1,0,,,,20030721,,Active,,
x0302,Bemidji,USGS,,,342807.33,5271043.31,432.503,1.0,20.94,0,1,0,,,,20030721,,Active,,
x0303,Bemidji,USGS,,,342764.33,5271032.55,430.237,1.0,-22.73,0,1,0,,,,20030721,,Active,,
x0304-0309,Bemidji,USGS,,,342788.47,5271033.49,430.37,,,0,1,0,,,,20030722,,Active,,
x0310-0314,Bemidji,USGS,,,342809.1,5271046.14,432.646,1.0,23.7,0,1,0,,,,20030722,,Active,,
x0315-0318,Bemidji,USGS,,,342750.86,5271029.84,430.437,1.0,-36.14,0,1,0,,,,20030723,,Active,,
x0319,Bemidji,USGS,,,342621.08,5270939.58,433.136,1.0,-191.37,0,1,0,,,,20030723,,Active,,
x0320,Bemidji,USGS,,,342763.23,5271032.01,430.107,1.0,-23.96,0,1,0,,,,20030723,,Active,,
x0321,Bemidji,USGS,,,342774.16,5271037.29,430.163,1.0,-11.82,0,1,0,,,,20030723,,Active,,
x0322,Bemidji,USGS,,,342797.08,5271041.09,431.834,1.0,10.67,0,1,0,,,,20030724,,Active,,
x0323,Bemidji,USGS,,,342856.4,5271066.41,432.996,1.0,75.16,0,1,0,,,,20030724,,Active,,
x0324,Bemidji,USGS,,,342855.78,5271066.04,432.974,1.0,74.44,0,1,0,,,,20030724,,Active,,
x0325,Bemidji,USGS,,,342821.94,5271050.47,432.8,1.0,37.2,0,1,0,,,,20030725,,Active,,
x0326,Bemidji,USGS,,,342855.19,5271065.66,432.985,1.0,73.75,0,1,0,,,,20030725,,Active,,
x0327,Bemidji,USGS,,,342814.54,5271048.45,432.949,1.0,29.61,0,1,0,,,,20030725,,Active,,
x0328,Bemidji,USGS,,,342814.82,5271048.9,432.946,1.0,30.05,0,1,0,,,,20030725,,Active,,
x0329,Bemidji,USGS,,,342859.45,5271068.17,433.146,1.0,78.66,0,1,0,,,,20030726,,Active,,
x0330,Bemidji,USGS,,,342861.94,5271069.47,433.207,1.0,81.47,0,1,0,,,,20030726,,Active,,
x0331,Bemidji,USGS,,,342863.78,5271070.72,433.261,1.0,83.65,0,1,0,,,,20030726,,Active,,
x0332,Bemidji,USGS,,,342865.36,5271071.79,433.306,1.0,85.53,0,1,0,,,,20030726,,Active,,
x0333-0338,Bemidji,USGS,,,342792.92,5271021.55,430.914,,,0,1,0,,,,20030729,,Active,,
x0339,Bemidji,USGS,,,,,426.749,,,0,1,0,,,,20030729,,Active,,
x0340,Bemidji,USGS,,,342807.74,5270875.22,426.244,,,0,1,0,,,,20030729,,Active,,
x0401,Bemidji,USGS,,,342841.02,5271038.33,432.795,,,0,1,0,,,,20040721,,Active,,
x0402,Bemidji,USGS,,,342831.75,5271052.48,432.81,1.0,46.98,0,1,0,,,,20040721,,Active,,
x0403-0407,Bemidji,USGS,,,342790.34,5271033.92,430.539,,,0,1,0,,,,20040820,,Active,,
x0408-0412,Bemidji,USGS,,,342792.99,5271023.65,430.81,,,0,1,0,,,,20040821,,Active,,
x0413,Bemidji,USGS,,,342620.05,5270936.93,433.147,1.0,-193.38,0,1,0,,,,20040823,,Active,,
x0414,Bemidji,USGS,,,342620.01,5270937.38,433.138,1.0,-193.24,0,1,0,,,,20040823,,Active,,
x0415,Bemidji,USGS,,,342787.37,5271039.84,430.707,1.0,-1.29,0,1,0,,,,20040823,,Active,,
x0416,Bemidji,USGS,,,342804.21,5271044.44,432.436,1.0,18.55,0,1,0,,,,20040824,,Active,,
x0417-0420,Bemidji,USGS,,,342765.34,5271031.93,430.259,1.0,-22.06,0,1,0,,,,20040824,,Active,,
x0421,Bemidji,USGS,,,342859.86,5271068.69,433.153,1.0,79.25,0,1,0,,,,20040825,,Active,,
x0422,Bemidji,USGS,,,342859.02,5271068.18,433.083,1.0,78.27,0,1,0,,,,20040825,,Active,,
x0423-0424,Bemidji,USGS,,,342750.89,5271029.25,430.487,1.0,-36.36,0,1,0,,,,20040825,,Active,,
x0501,Bemidji,USGS,x473425095052603,0501      147N35W02CDDB  01,342781.18,5271042.47,430.378,1.0,-3.31,1,0,0,420.929,414.833,417.881,20050601.0,,Active,,
x0502,Bemidji,USGS,x473426095052604,0502      147N35W02CDAC  01,342769.82,5271052.25,430.987,0.0,,1,0,0,417.451,416.143,416.797,20050614.0,,Active,,
x0503,Bemidji,USGS,x473426095052605,0503      147N35W02CDAC  01,342773.62,5271049.28,430.682,0.0,,1,0,0,416.649,415.341,415.995,20050614.0,,Active,,
x0504,Bemidji,USGS,x473426095052606,0504      147N35W02CDAC  01,342777.46,5271045.9,430.682,0.0,,1,0,0,416.777,415.469,416.123,20050615.0,,Active,,
x0505,Bemidji,USGS,x473425095052606,0505      147N35W02CDDB  01,342777.86,5271038.89,430.073,1.0,-7.79,1,0,0,418.512,417.204,417.858,20050615.0,,Active,,
x0506,Bemidji,USGS,x473425095052607,0506      147N35W02CDDB  01,342774.27,5271035.18,430.378,1.0,-12.58,1,0,0,418.908,417.601,418.254,20050615.0,,Active,,
x0507,Bemidji,USGS,x473425095052608,0507      147N35W02CDDB  01,342770.89,5271031.6,430.378,1.0,-17.12,1,0,0,419.049,417.741,418.395,20050615.0,,Active,,
x0508,Bemidji,USGS,x473425095052609,0508      147N35W02CDDB  01,342784.97,5271039.31,430.378,1.0,-1.12,1,0,0,421.106,419.798,420.452,20050616.0,,Active,,
x0509,Bemidji,USGS,x473425095052502,0509      147N35W02CDDB  01,342788.17,5271035.47,430.378,1.0,-0.25,1,0,0,420.673,419.811,420.242,20050617.0,,Active,,
x0510,Bemidji,USGS,x473425095052503,0510      147N35W02CDDB  01,342792.1,5271032.65,430.682,0.0,,1,0,0,421.099,420.233,420.666,20050616.0,,Active,,
x0511,Bemidji,USGS,,,342829.66,5271053.36,432.87,1.0,45.43,0,1,0,,,,20050714,,Active,,
x0512,Bemidji,USGS,,,342828.59,5271052.84,432.814,1.0,44.24,0,1,0,,,,20050714,,Active,,
x0513,Bemidji,USGS,,,342857.18,5271066.67,433.03,1.0,75.98,0,1,0,,,,20050714,,Active,,
x0514,Bemidji,USGS,,,342720.46,5271012.68,430.853,1.0,-70.89,0,1,0,,,,20050715,,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x0515,Bemidji,USGS,,,342720.06,5271013.3,430.853,1.0,-71.0,0,1,0,,,,20050715,,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x0516,Bemidji,USGS,,,342807.04,5271042.61,432.454,1.0,20.39,0,1,0,,,,20050716,,Active,,
x0517,Bemidji,USGS,,,342807.88,5271042.23,432.479,1.0,21.01,0,1,0,,,,20050716,,Active,,
x1613,Bemidji,USGS,,,342545.8,5271091.13,433.985,,,0,1,1,,,,20160809,,Active,,
x1614,Bemidji,USGS,,,342519.14,5271128.36,433.404,,,0,1,1,,,,20160809,,Active,,
x1615,Bemidji,USGS,,,342493.53,5271156.9,433.383,,,0,1,1,,,,20160809,,Active,,
x1616,Bemidji,USGS,,,342752.48,5270950.51,428.743,,,0,1,1,,,,20160809,,Active,,
xF1212G,Bemidji,USGS,,,342768.62,5271038.2,430.209,,,0,0,1,,,,20160806,,Active,,
xF1302G,Bemidji,USGS,,,342761.78,5271036.06,430.073,,,0,0,1,,,,20160806,,Active,,
xF707G,Bemidji,USGS,,,342715.6,5271008.16,430.788,,,0,0,1,,,,20160806,,Active,,
xF1602G,Bemidji,USGS,,,342692.76,5271008.72,431.068,,,0,0,1,,,,20160806,,Active,,
xF309B,Bemidji,USGS,,,342794.01,5270850.36,425.275,,,0,0,1,,,,20160806,,Active,,
xF2,Bemidji,USGS,,,342702.9,5271085.08,432.06,,,0,0,1,,,,20160806,,Active,,
xF310.open,Bemidji,USGS,,,342617.21,5270950.85,433.289,,,0,0,1,,,,20160806,,Active,,
xF310E,Bemidji,USGS,,,342606.95,5270949.9,433.358,,,0,0,1,,,,20160806,,Active,,
xF310G.2,Bemidji,USGS,,,342602.47,5270956.8,433.641,,,0,0,1,,,,20160806,,Active,,
x1402G-09,Bemidji,USGS,x473426095052429,1402G-09  Bemidji Toxics Research Site,342812.26,5271046.3,432.816,1.0,26.66,1,0,0,430.332,430.301,430.316,20140514.0,Construction began on 05/14/2014 and finished on 05/15/2014,Active,,
x1402G-10,Bemidji,USGS,x473426095052430,1402G-10  Bemidji Toxics Research Site,342812.26,5271046.3,432.816,1.0,26.66,1,0,0,431.332,431.301,431.316,20140514.0,Construction began on 05/14/2014 and finished on 05/15/2014,Active,,
x1402G-11,Bemidji,USGS,x473426095052446,1402G-11  Bemidji Toxics Research Site,342812.26,5271046.3,432.816,1.0,26.66,1,0,0,432.331,432.301,432.316,20140514.0,Construction began on 05/14/2014 and finished on 05/15/2014,Active,,
x1402G-00,Bemidji,USGS,x473426095052447,1402G-00  Bemidji Toxics Research Site,342812.26,5271046.3,432.816,1.0,26.66,1,0,1,,,,20140514.0,Construction began on 05/14/2014 and finished on 05/15/2014,Active,,
x301G-02,Bemidji,USGS,x473426095052615,301G-02   Bemidji Toxics Research Site,342780.28,5271044.25,430.621,1.0,-3.41,1,0,0,424.635,424.604,424.62,,Installation date unknown,Active,,
x301G-03,Bemidji,USGS,x473426095052616,301G-03   Bemidji Toxics Research Site,342780.28,5271044.25,430.621,1.0,-3.41,1,0,0,425.638,425.607,425.622,,Installation date unknown,Active,,
x301G-04,Bemidji,USGS,x473426095052617,301G-04   Bemidji Toxics Research Site,342780.28,5271044.25,430.621,1.0,-3.41,1,0,0,426.637,426.607,426.622,,Installation date unknown,Active,,
x301G-05,Bemidji,USGS,x473426095052618,301G-05   Bemidji Toxics Research Site,342780.28,5271044.25,430.621,1.0,-3.41,1,0,0,427.637,427.607,427.622,,Installation date unknown,Active,,
x301G-06,Bemidji,USGS,x473426095052619,301G-06   Bemidji Toxics Research Site,342780.28,5271044.25,430.621,1.0,-3.41,1,0,0,428.637,428.606,428.622,,Installation date unknown,Active,,
x301G-07,Bemidji,USGS,x473426095052620,301G-07   Bemidji Toxics Research Site,342780.28,5271044.25,430.621,1.0,-3.41,1,0,0,429.636,429.606,429.621,,Installation date unknown,Active,,
x301G-08,Bemidji,USGS,x473426095052621,301G-08   Bemidji Toxics Research Site,342780.28,5271044.25,430.621,1.0,-3.41,1,0,0,430.136,430.106,430.121,,Installation date unknown,Active,,
x310G-02,Bemidji,USGS,x473423095053403,310G-02   Bemidji Toxics Research Site,342603.2,5270956.58,433.682,1.0,-200.82,1,0,0,428.199,428.168,428.184,,Installation date unknown,Active,,
x310G-03,Bemidji,USGS,x473423095053404,310G-03   Bemidji Toxics Research Site,342603.2,5270956.58,433.682,1.0,-200.82,1,0,0,429.198,429.168,429.183,,Installation date unknown,Active,,
x310G-04,Bemidji,USGS,x473423095053406,310G-04   Bemidji Toxics Research Site,342603.2,5270956.58,433.682,1.0,-200.82,1,0,0,430.198,430.168,430.183,,Installation date unknown,Active,,
