"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"An Information Theoretic Evaluation Criterion for 3D Reconstruction Algorithms","https://scispace.com/paper/an-information-theoretic-evaluation-criterion-for-3d-4xmrsmm04z","2004","Report","","Rama Chellappa
Amit K. Roy Chowdhury","10.6028/NIST.SP.1036","https://scispace.com/pdf/an-information-theoretic-evaluation-criterion-for-3d-4xmrsmm04z.pdf",": Even though numerous algorithms exist for estimating the structure of a scene from its video, the solutions obtained are often of unacceptable quality. To overcome some of the deficiencies, many application systems rely on processing more information than necessary with the hope that the redundancy will help improve the quality. This raises the question about how the accuracy of the solution is related to the amount of information processed by the algorithm. Can we define the accuracy of the solution precisely enough that we automatically recognize situations where the quality of the data is so bad that even a large number of additional observations will not yield the desired solution? This paper proposes an information theoretic criterion for evaluating the quality of a 3D reconstruction in terms of the statistics of the observed parameters (i.e. the image correspondences). The accuracy of the reconstruction is judged by considering the change in mutual information (or equivalently the conditional differential entropy) between a scene and its reconstructions and its effectiveness is shown through simulations. A brief discussion on the applicability of information theoretic criteria for other vision algorithms concludes the paper.","difficult to analyze and optimize. From a knowledge organization perspective, this area of practical knowledge is in disarray. For example, knowledge in the petroleum industry relates to many scales of representation, yet this fact is not taken into account in an organized manner. Introduction:
 Indeed, the oil industry is a live example of the need to integrate multiple disciplines presently not integrated, including huge volumes of raw data (particularly in geophysics) and multiple computational and conceptual models of geology, geophysics, and reservoir dynamics. Although the need in unification of the bodies of knowledge in these disciplines and the associated (tremendous) benefits of analysis enhancement capability has been widely recognized, progress in this direction has been very slow. The main reason for this is the rigid, segregated, serial process of knowledge and model buildingfrom geophysical signals to simulation-optimization of fluid dynamics in porous mediaa process that has evolved naturally during the last century, where the simulator has become the focal junction where all the knowledge and understanding of the physical processes and material properties are being filtered and concentrated in the form of partial differential equations (PDE that describe mass balance of oil, water, and gas in 3D space) whose coefficients (or distributed parameters) suppose to capture the physicalchemical properties of the medium on a particular scale, everywhere in the modeled subsurface/reservoir domain, assuming some ""known"" boundary conditions and initial conditions. In the following, we will use subsurface flow systems, particularly, oil reservoirs, as examples of managed, distributed parameter systems. Introduction:
 Oil reservoirs are complex systems on all scales. Decisions such as pumping and injection (schedule and rates), new well placement, and (directional) drilling in an active oil field, are typical of the complex relationships between reservoir characterization and oil field/reservoir management. The solutions to such problems involve a complex system of multiphase flow equations (linked PDE) in a heterogeneous domain (reservoir), as well as economical factors such as short-term and long-term oil price, worth of information, inventory/storage/delivery, cost of drilling, maintenance, production, etc. Well drilling and construction equipment are costly and cannot be afforded as frequently as necessary, while prevalent information gaps render decision-making uncertain and hence, risky. Introduction:
 Yet, the advantages of reservoir simulations should not be underestimated either. Models or simulators based on PDE solutions provide physical insight into various important flow phenomena, as well as the general behavior of the fluid movements in the reservoirs, under scarcity of spatial data typical of both old and young reservoirs, particularly the latter. The ability to capture the essence of the complex physics behind the reservoir responses to pumping and injection is the strength of the simulator and the essence of its intelligence. However, this strength could promptly become its weakness where (a) natural geological heterogeneities on certain scales are being missed, or (b) physical/chemical/thermodynamic processes are being missed (e.g., leaching geochemistry; instability of the oil-water interface), or (c) uncaptured (or erroneous) boundary conditions, all of which would lead to wrong predictions. In other words, wherever an essential physical phenomenon on any scale is being missed, the simulator looses its intelligence, i.e., its ability to predict short-term reservoir responses and longterm oil reserves and revenues."
"On Secondary Data Integration","https://scispace.com/paper/on-secondary-data-integration-2mckoelf9d","2009","","","Sahyun Hong
Clayton V. Deutsch","","https://scispace.com/pdf/on-secondary-data-integration-2mckoelf9d.pdf","A longstanding problem in geostatistics is the integration of multiple secondary data in the construction of high resolution models. In the presence of multiple secondary data, a workflow for modeling would involve: (1) integrate secondary data into unit of the primary variable, then (2) integrate secondary derived estimates with the well data. Results from the first integration step will be a probability map/cube or estimate of the continuous variable. These intermediate results are integrated with well data through spatial modeling. Variants of kriging are well established techniques to account for spatial variability. A large variety of methods are used for integrating the secondary data. Probability combination schemes have received much attention recently for this. The main challenge with these probability combination schemes (PCS) is fair consideration of redundant secondary data. Several combination models to meet this challenge are reviewed. Their limitations and possible applications are described. As an alternative to combining probability, direct modeling the multivariate distribution between secondary and primary variables is advanced. In this method, joint distribution is modeled in a nonparametric way and it is refined under marginal constraints. A simple and fast algorithm is developed to impose marginal conditions on initial joint distributions. The effectiveness of the discussed methods is demonstrated through some examples with related references.","Title: On Secondary Data Integration Authors: Sahyun Hong,Clayton V Deutsch Introduction:
 Building numerical reservoir models is an intermediate but essential step for reservoir management. Numerical models are usually used to plan new wells, calculate overall hydrocarbon reserves and to predict the reservoir performance in a flow simulator. Accurate reservoir models will lead to accurate predictions of reservoir performance and improve reservoir management decisions. Thus, constructing numerical geologic models is an important step in reservoir management. Accurate reservoir modeling, however, is difficult to achieve given sparse well data; the reservoir properties such as facies, porosities, permeabilities and fluid saturations are typically sampled at few well locations. Due to this sparse knowledge the built reservoir models are poorly constrained away from well locations, which leads to considerable uncertainty in the spatial distribution of reservoir properties. Introduction:
 Secondary data helps reduce uncertainty in a numerical model. Diverse auxiliary data sources are commonly available in petroleum applications. These data include well test data, seismic data, analog outcrops, and conceptual geological interpretations. Each data source carries information on the reservoir properties at different scales and with varying levels of precision. The main purpose of utilizing these secondary data is to provide accurate models and to reduce the uncertainty in the reservoir performance predictions. The idea is to integrate various data in a consistent manner to characterize reservoir properties of interest. All of the information must be integrated into comprehensive and consistent representation of the reservoir. Primary and Secondary Data:
 Data used for reservoir modeling is divided into two types: primary and secondary data. Direct measurements of reservoir properties are denoted as primary or hard data, while data that provide indirect measurement are denoted as secondary or soft data. Primary data is a direct measurement of the properties being predicted, but they are sparsely distributed over the reservoir. Well logs and core data are treated as the primary data. Secondary data are usually acquired from geophysical surveys, geologic interpretations and/or previously simulated variables being related to the primary variable; thus, they have wide coverage. Seismic data is an important source of secondary information. Several seismic attributes are extracted from a raw data and they could be good indicators of reservoir properties being predicted with varying degree of relation. In addition to quantitative seismic data, geologic maps derived from geologist or analogue information are valuable data that should be accounted for during reservoir modeling. 101-2:
 The uncertainty in the constructed model will decrease with additional data sources, however, it is not easy to reconcile various data because they have varying scale and spatial coverage. Secondary data that typically have larger scale than the modeling scale. Multiple secondary are first integrated together, and secondary derived estimates are then combined with small scaled primary data. When integrating secondary data first, it is crucial to properly account for data redundancy that represents how closely secondary data are related with respect to the primary data. Data redundancy may not fully explained by correlation coefficient or covariance among data and it arises from data interaction that is usually better described in the nonlinear manner. A Workflow for Reservoir Modeling with Secondary Data:
 Procedure of geostatistical reservoir modeling with secondary data can be divided into two parts; secondary data are first integrated generating probability or probability distribution related to the primary variable, and then they are integrated with primary data. The sketch shown in the figure-2 demonstrates the overall workflow for reservoir modeling in the presence of multiple secondary data."
"Assessment of Oil Reservoir Properties Empirical Correlations","https://scispace.com/paper/assessment-of-oil-reservoir-properties-empirical-3qu6ydplf1","2016","Journal Article","International Journal of Modern Trends in Engineering and Research","Salem O. Baarimah
Mohamed Mustafa
Hamid Khattab
Mahmoud Tantawy
Ahmed A. Gawish","","https://scispace.com/pdf/assessment-of-oil-reservoir-properties-empirical-3qu6ydplf1.pdf","Reservoir fluid properties such as oil bubble point pressure, oil formation volume factor, solution gas-oil ratio, gas formation volume factor, and gas and oil viscosities are very important in reservoir engineering computations. Perfectly, these properties should be obtained from actual laboratory measurements on samples collected from the bottom of the wellbore or at the surface. Quite often, however, these measurements are either not available, or very costly to obtain. For these reasons, it is necessary for the petroleum engineer to find a accurate, quick and reliable method for predicting the reservoir fluid properties.Therefore, the concept of numerical correlation equations has been proposed to the petroleum industry to alleviate all difficulties in reservoir fluid properties determination.For this study, 63 published black oil empirical correlations for oil bubble point pressure and oil formation volume factorwere collected and summarized from 1946 till now in chronological order.A huge database of crude oil properties wereused to evaluate these correlations against whole range of API gravity and each class of API gravity.","Title: Assessment of Oil Reservoir Properties Empirical Correlations Authors: Salem O Baarimah,Mohamed Mustafa,Hamid Khattab,Mahmoud Tantawy,Ahmed A Gawish"
"Oil Reservoir Properties Estimation Using Neutal Networks","https://scispace.com/paper/oil-reservoir-properties-estimation-using-neutal-networks-55n95m2ikb","1997","","","Nikzad Toomarian
Jacob Barhen
C.W. Glover
Fred Aminzadeh","","https://scispace.com/pdf/oil-reservoir-properties-estimation-using-neutal-networks-55n95m2ikb.pdf","This paper investigates the applicability as well as the accuracy of artificial neural networks for estimating specific parameters that describe reservoir properties based on seismic data. Our approach relies on JPL's adjoint operators general purpose neural network code to determine the best suited architecture. We believe that results presented in this work demonstrate that artificial neural networks produce surprisingly accurate estimates of the reservoir parameters.","Title: Oil Reservoir Properties Estimation Using Neural Networks Authors: N B Toomarian,C W Glover,N B Toomarian',J Barhen',C W Glover',F Aminzadeh3"
"Estimating soil properties in heterogeneous land‐use patches: a Bayesian approach","https://scispace.com/paper/estimating-soil-properties-in-heterogeneous-land-use-patches-1y1laspzow","2006","Journal Article","Environmetrics","Jacob Oleson
Diane Hope
Corinna Gries
Jason P. Kaye","10.1002/ENV.789","https://scispace.com/pdf/estimating-soil-properties-in-heterogeneous-land-use-patches-1y1laspzow.pdf","Cities provide unique opportunities for integrating humans into ecology. Using data from a socio-ecological inventory of metropolitan Phoenix, Arizona, we explore the contribution of human-related variables to explaining observed variation in soil nitrate-N (NO 3 -N) and total carbon (C) concentrations across the city, agricultural fields, surrounding desert, and mixed regions. Conventional modeling approaches in such a setting would lead to examination of spatial relationships over the entire study area or on subsets of the data independently. However, the spatial relationships for NO 3 -N and C may be different in each of these regions. Here we estimate. the correlation coefficients for influential variables toward soil NO 3 -N and C across the entire region, while at the same time accounting for potentially differing spatial patterns in each of these regions. Soil NO 3 -N shows markedly greater spatial autocorrelation in the desert regions, while the soil C shows varying amounts of spatial relationships in the different regions.","Title: Estimating soil properties in heterogeneous land-use patches: a Bayesian approach Authors: Jacob J Oleson (Corresponding Author),Diane Hope,Corinna Gries,Jason Kaye Keywords: hierarchical Bayes, MCMC, regression, spatial correlation, LTER"
"Mining Matters: Natural Resource Extraction and Firm-Level Constraints","https://scispace.com/paper/mining-matters-natural-resource-extraction-and-firm-level-1r000eaqgf","2019","Journal Article","Social Science Research Network","Ralph de Haas
Ralph de Haas
Ralph de Haas
Steven Poelhekke","10.2139/SSRN.2783443","https://scispace.com/pdf/mining-matters-natural-resource-extraction-and-firm-level-1r000eaqgf.pdf","We estimate the impact of local mining activity on the business constraints experienced by 22,150 firms across eight resource-rich countries. We find that the presence of active mines deteriorates the business environment in the immediate vicinity (","gas. Oil and gas tend to occur in higher concentrations of wealth than metals and other minerals, which may lead to larger local spending effects. On the other hand, production tends to be more capital intensive and this may imply smaller effects on local labor demand. Robustness: Controlling for oil and gas fields:
 To assess whether our results are sensitive to the local presence of large-scale hydrocarbon production, we extend our regressions with the number of oil and gas fields within distance bands of each firm. We use data from  who reports both the geographic coordinates and the size of 874 giant onshore and offshore oil and gas fields (with a minimum pre-extraction size of 500 million barrels of oil equivalent). In Table  we report our baseline regressions while adding the number of active oil and gas fields (column 1), total oil and gas reserves (column 2) or the remaining oil and gas reserves (column 3). In each case we include these variables both measured within a 20 km distance of the firm and for a 21-150 km spatial distance ring. Controlling for giant oil and gas fields does not alter our main result that nearby mining activity constrains firms in tradeable sectors but helps firms in the non-tradeable sector as well as firms downstream and upstream of natural resource companies. We also find that the presence of oil and gas fields decreases reported business constraints. However, closer inspection of the data reveals that only few firms have any oil and gas fields nearby (Table ). While there is on average 0.5 mines within 20 km of a firm, there is only 0.01 oil and gas fields within that distance. In fact, no firms in Brazil, Chile, Kazakhstan, Mexico or Mongolia have any fields within 20 km. This suggests that most fields are located in remote regions and that the negative effect is driven by very few observations. Robustness: Clustering standard errors:
 Our data is a repeated cross-section of country-sectors. In such cases, Bertrand, Duflo and Mullainathan ( ) recommend clustering at the country level when estimating country-level Robustness: Clustering standard errors:
 interventions. Yet, in our case the treatment happens at the firm level and is heterogeneous within countries. It is therefore not obvious that autocorrelation is an issue. Arbitrary spatial correlation is more likely and this is taken care of by clustering at the country-year-sector level (without assuming a particular distance decay function). In Table , we show that our main baseline results-here replicated in column 1-are robust to alternative clustering methods."
"Mining Matters : Natural Resource Extraction and Local Business Constraints","https://scispace.com/paper/mining-matters-natural-resource-extraction-and-local-cby76o0emg","2016","Journal Article","Social Science Research Network","Ralph de Haas
Ralph de Haas
Ralph de Haas
Steven Poelhekke","10.2139/SSRN.2870517","https://scispace.com/pdf/mining-matters-natural-resource-extraction-and-local-cby76o0emg.pdf","We estimate the impact of local mining activity on the business constraints experienced by 22,150 firms across eight resource-rich countries We find that with the presence of active mines, the business environment in the immediate vicinity (<20 km) of a firm deteriorates but business constraints of more distant firms relax The negative local impact of mining is concentrated among firms in tradeable sectors whose access to inputs and infrastructure becomes more constrained This deterioration of the local business environment adversely affects firm growth and is in line with a natural resource curse at the sub-national level","gas. Oil and gas tend to occur in higher concentrations of wealth than metals and other minerals, which may lead to larger local spending effects. On the other hand, production tends to be more capital intensive and this may imply smaller effects on local labor demand. Robustness: Controlling for oil and gas fields:
 To assess whether our results are sensitive to the local presence of large-scale hydrocarbon production, we extend our regressions with the number of oil and gas fields within distance bands of each firm. We use data from  who reports both the geographic coordinates and the size of 874 giant onshore and offshore oil and gas fields (with a minimum pre-extraction size of 500 million barrels of oil equivalent). In Table  we report our baseline regressions while adding the number of active oil and gas fields (column 1), total oil and gas reserves (column 2) or the remaining oil and gas reserves (column 3). In each case we include these variables both measured within a 20 km distance of the firm and for a 21-150 km spatial distance ring. Controlling for giant oil and gas fields does not alter our main result that nearby mining activity constrains firms in tradeable sectors but helps firms in the non-tradeable sector as well as firms downstream and upstream of natural resource companies. We also find that the presence of oil and gas fields decreases reported business constraints. However, closer inspection of the data reveals that only few firms have any oil and gas fields nearby (Table ). While there is on average 0.5 mines within 20 km of a firm, there is only 0.01 oil and gas fields within that distance. In fact, no firms in Brazil, Chile, Kazakhstan, Mexico or Mongolia have any fields within 20 km. This suggests that most fields are located in remote regions and that the negative effect is driven by very few observations. Robustness: Clustering standard errors:
 Our data is a repeated cross-section of country-sectors. In such cases, Bertrand, Duflo and Mullainathan ( ) recommend clustering at the country level when estimating country-level Robustness: Clustering standard errors:
 interventions. Yet, in our case the treatment happens at the firm level and is heterogeneous within countries. It is therefore not obvious that autocorrelation is an issue. Arbitrary spatial correlation is more likely and this is taken care of by clustering at the country-year-sector level (without assuming a particular distance decay function). In Table , we show that our main baseline results-here replicated in column 1-are robust to alternative clustering methods."
"An Integrated Approach to Characterizing Bypassed Oil in Heterogeneous and Fractured Reservoirs Using Partitioning Tracers","https://scispace.com/paper/an-integrated-approach-to-characterizing-bypassed-oil-in-3cva7h6byn","2006","Report","","Akhil Datta-Gupta","10.2172/824694","https://scispace.com/pdf/an-integrated-approach-to-characterizing-bypassed-oil-in-3cva7h6byn.pdf","This report presents an efficient trajectory-based approach to integrate transient pressure data into high-resolution reservoir and aquifer models. The method involves alternating travel time and peak amplitude matching of pressure response using inverse modeling and is particularly well-suited for high resolution subsurface characterization using hydraulic tomography or pressure interference tests. Compared to travel time inversion only, our proposed approach results in a significantly improved match of the pressure response at the wells and also better estimates of subsurface properties. This is accomplished with very little increase in computational cost. Utilizing the concept of a ''diffusive'' time of flight derived from an asymptotic solution of the diffusivity equation, we develop analytical approaches to estimate the sensitivities for travel time and peak amplitude of pressure response to subsurface properties. The sensitivities are then used in an iterative least-squared minimization to match the pressure data. We illustrate our approach using synthetic and field examples. In the field application at a fractured limestone formation, the predominant fracture patterns emerging from the inversion are shown to be consistent with independent geophysical experiments and borehole data.","travel time and generalized travel time exhibited better convergence properties and could match the tracer response at the wells with realistic changes to the geologic model. Our results appear to confirm the power and robustness of the travel-time matching for field scale production data integration. Multiscale Data Integration for Reservoir Characterization:
 Proper characterization of reservoir heterogeneity using available static data sources such as geologic data, well log, core and seismic data is a prerequisite to analysis and interpretation of field tracer tests. Integrating multi-resolution data sources into high-resolution reservoir models for accurate performance forecasting is an outstanding challenge in reservoir characterization. Well logs, cores, seismic and production data scan different length scales of heterogeneity and have different degrees of precision. Current geostatistical techniques for data integration rely on a stationarity assumption that is often not borne out by field data. Geologic processes can vary abruptly and systematically over the domain of interest. In addition, geostatistical methods require modeling and specification of variograms that can often be difficult to obtain in field situations. We present a case study from the Middle East to demonstrate the feasibility of a hierarchical approach to spatial modeling based on Markov Random Fields (MRF) and multiresolution algorithms in image analysis. Our proposed approach provides an efficient and powerful framework for data integration accounting for the scale and precision of different data types. Unlike their geostatistical counterparts that simultaneously specify distributions across the entire field, the MRF are based on a collection of full conditional distributions that rely on local neighborhood of each element. This critical focus on local specification provides several advantages: (a) MRFs are far more computationally tractable and are ideally suited to simulation-based computation such as MCMC (Markov Chain Monte Carlo) methods, and (b) model extensions to account for non-stationarities, discontinuity and varying spatial properties at various scales of resolution are accessible in the MRF. We construct fine scale porosity distribution from well and seismic data explicitly accounting for the varying scale and precision of the data types. First, we derive a relationship between the neutron porosity and the seismic amplitudes. Second, we integrate the seismically derived coarse-scale porosity with fine-scale well data to generate a 3-D field-wide porosity distribution using MRF. The field application demonstrates the feasibility of this emerging technology for practical reservoir characterization. Field-Scale Design Optimization via Numerical Simulation:
 To complement the streamline-based studies carried out at Texas A&M, a parallel effort has been ongoing using a finite difference model, UTCHEM for field-scale design and optimization of tracer tests. This work is carried out under the supervision of Dr. Gary A. Pope at the University of Texas, a subcontractor to the project."
"Designing Reality-Based VR Interfaces for Geological Uncertainty","https://scispace.com/paper/designing-reality-based-vr-interfaces-for-geological-y0o27kyhabaj","2025","Journal Article","arXiv.org","R. Mota
Ehud Sharlin
Usman Alim","10.48550/arxiv.2504.09355","https://scispace.compdf/designing-reality-based-vr-interfaces-for-geological-y0o27kyhabaj.pdf","","Title: Eurographics Conference on Visualization (EuroVis) 2018 Authors: W Aigner,N Andrienko,B Wang,R Mota,E Sharlin,U Alim Introduction:
 A petroleum reservoir is a piece of earth located deep underground. Its digital version is a 3D reservoir model, whose structure often employs corner point geometry since this can represent complex reservoir features (e.g., faults, fractures, horizons), as seen in Fig. . Introduction:
 A model typically consists of thousands to millions of cells, with various associated properties, such as porosity, permeability, and oil saturation. As reservoirs lie hundreds to thousands of feet in the subsurface, data acquisition is challenging and restricted to data sampled from sparse locations of the reservoir field. Introduction:
 Reservoir data is thus wrapped in uncertainty about the spatial distribution of reservoir properties. To model property uncertainty, geostatistical stochastic simulations are used to generate several (possibly hundreds or thousands) alternative, equally-probable models of the spatial distribution of that property [MLP * 11]. These are called geological realizations. Introduction:
 Due to resource limtations, performing fluid flow simulations in all geological realizations is unfeasible. A more practical approach is to carefully select a small set of models that reasonably represent the overall uncertainty, and then run flow simulation only on this small-best subset. Introduction:
 We call these selected realizations representative models of the original reservoir ensemble. Introduction:
 Industry's standards to select representative models are automated techniques like ranking, random selection, and probabilitybased methods . These automated methods are costly due to the computation of a large number of grid cells, and employ global aggregation strategies that fail to capture existing local heterogeneities in the realization models. Introduction:
 [SHM * 16] proposed the first interactive selection process: engineers first define a region of interest on the reservoir model; a clustering algorithm then groups the realization ensemble, accounting only for this particular area; afterwards, a few models from each cluster are selected, thereby yielding to the representative models. Introduction:
 This user-guided framework takes advantage of engineers' knowledge to enhance representative set selection: it captures local variability relevant to experts, and decreases computational cost by considering only a portion instead of the entire grid geometry. This analytical framework is used as the underlying basis for our system. Introduction:
 Furthermore, Sahaf et al. [SHM * 18] argue that the assessment of geological uncertainty is inherently exploratory and heavily reliant on human input and judgment throughout the process. Introduction:
 However, although the strength of their framework lies in the interplay between engineers and 3D reservoir models, it still lacks adequate user support for performing fundamental spatial tasks-e.g., inspecting both external and internal cells to determine whether to marke them as relevant. Introduction:
 Our work builds upon this analytical framework by leveraging virtual reality (VR) to develop intuitive and expressive 3D interactions intended to reduce user effort in tasks associated with geological uncertainty analysis. Introduction:
 We operate on the premise that grounding interactions in users' pre-existing real-world knowledge and motor skills can reduce cognitive load, as users already possess the capabilities required for system operation. Introduction:
 Outline This paper is structured as follows: Section 2 reviews related work on conventional and spatial interfaces for reservoir analysis. Section 3 outlines the system's data pipeline, and Section 4 details its design."
"Numerical simulation of first-order backscattered P and S waves for time-lapse seismic imaging in heterogeneous reservoirs","https://scispace.com/paper/numerical-simulation-of-first-order-backscattered-p-and-s-4cqdvos30l","2002","Journal Article","Geophysical Journal International","P. C. Leary","10.1046/J.1365-246X.2002.01564.X","https://scispace.com/pdf/numerical-simulation-of-first-order-backscattered-p-and-s-4cqdvos30l.pdf","Summary

First-order elastic wave scattering theory, validated in general features by deep-borehole seismic coda wave observations, is used to numerically simulate time-lapse borehole seismic data aimed at monitoring oil–water substitution in heterogeneous hydrocarbon reservoirs. A first-order perturbation solution of the vector wave equation leads to P–P and S–S backscattered displacement vector motion expressed as the angular summation of the second radial derivative of P- and S-wave velocity and density fluctuations α′/α, β′/β, ρ′/ρ over expanding spherical wave fronts of radii ξ = αt/2 and ξ = βt/2. P- and S-wave velocity and density spatial heterogeneity is modelled as long-range correlated random fluctuations consistent with the power-law-scaling character of crustal rock physical properties measured by borehole logs. The spectra of model scattering displacement seismograms for a power-law-scaling volumetric noise distribution duplicate the frequency enrichment observed in the spectra of broadband earthquake coda waves recorded in a deep well. Modelling of time-lapse scattering in power-law-scaling permeability structures suggests that a stable borehole seismic source can locate oil–water substitution in reservoir volumes tens of metres on a side at distances of up to a few hundred metres from an observation well using currently available borehole seismic technology. Time-lapse tracking of oil–water substitution and the monitoring of reservoir stress conditions can lead to spatially well-constrained reservoir models, despite large-scale, large-amplitude correlated random heterogeneity.","available with current technology at small source-sensor offsets. Section 5 extends the backscattering imaging formalism to the wide source-sensor offsets deployed for multisource, multisensor static imaging data. The modelling results are summarized in Section 6. Generic reservoir fracture heterogeneity:
 An accurate estimate of the seismic scattering in reservoir rock requires good physical control of elastic property spatial variation. Borehole logs provide a rich source of physically accurate data on the spatial variation of reservoir-rock physical properties . A large number of logs and well-core sequences indicate that reservoirs, and crustal rock in general, are characterized by a generic stochastic spatial heterogeneity associated with fracture and fluid percolation . In particular,  find from well-core porosity and permeability sequences of a producing North Sea oilfield that: (1) porosity and log (permeability) fluctuations are 80 per cent spatially cross-correlated in hydrocarbon-bearing sandstones; and (2) the well-core porosity and permeability fluctuations have the same power-law-scaling random spatial correlation as seen extensively in borehole logs. It follows that reservoir flow heterogeneity is physically intimately associated with the spatial heterogeneity recorded in hundreds of well logs. Generic reservoir fracture heterogeneity:
 Fig.  encapsulates the physical model for computing backscattering seismograms, and illustrates the importance of the time-lapse imaging of draining reservoirs. The left-hand column shows two examples of random spatial property fluctuations. The 2-D spatial distributions are slices from a single 3-D model spatial distribution controlled by well-log and well-core fluctuation statistics. That is, the two left-hand distributions of Fig.  are such that any borehole log drilled along the slice would produce spatial fluctuations that are statistically consistent with spatial fluctuations observed in situ. Generic reservoir fracture heterogeneity:
 The central and right-hand columns of Fig.  partition the left-hand column distributions by scale-length range to show the essential physical features of crustal rock stochastic fluctuation distributions: the significant stochastic spatial fluctuations are associated with large scale-lengths (centre column) rather than small scale-lengths (right-hand column)."
"Application of Artificial Intelligence to Reservoir Characterization - An Interdisciplinary Approach","https://scispace.com/paper/application-of-artificial-intelligence-to-reservoir-3ll5j5cu7a","2000","Report","","B.G. Kelkar
R.F. Gamble
D.R. Kerr
L.G. Thompson
Sujeet Shenoi","10.2172/750056","https://scispace.com/pdf/application-of-artificial-intelligence-to-reservoir-3ll5j5cu7a.pdf","The primary goal of this project is to develop a user-friendly computer program to integrate geological and engineering information using Artificial Intelligence (AI) methodology. The project is restricted to fluvially dominated deltaic environments. The static information used in constructing the reservoir description includes well core and log data. Using the well core and the log data, the program identifies the marker beds, and the type of sand facies, and in turn, develops correlation's between wells. Using the correlation's and sand facies, the program is able to generate multiple realizations of sand facies and petrophysical properties at interwell locations using geostatistical techniques. The generated petrophysical properties are used as input in the next step where the production data are honored. By adjusting the petrophysical properties, the match between the simulated and the observed production rates is obtained.","fall within the realm of uncertainties experienced by an expert geologist. Executive Summary: Section 4 of the report describes the technique that takes the information from the geological module and populates the geological facies and petrophysical properties at inter well locations. Executive Summary:
 The procedure used for generating the facies and petrophysical properties is the conditional cosimulation technique. The conditional co-simulation method allows the multiple realization of various attributes with locally consistent relationships. For example, if geological facies ""shale"" is assigned at a particular grid block, then the porosity and permeability at that grid block should be zero. By generating multiple descriptions, we are able to quantify uncertainties in the descriptions, as well as rank various realizations according to different criteria. Executive Summary:
 Section 5 of the report explains the technique that uses the petrophysical properties as an input to flow simulate the reservoir description. This step is necessary to incorporate the production data. Executive Summary:
 Through the use of simulated annealing, the petrophysical properties are perturbed till a match between the simulated data and the observed performance is obtained. To make the process computationally efficient, the flow simulation is conducted on a coarser scale using an appropriate upscaling technique. At present, the simulation is restricted to single-phase flow, and requires significant computational effort for a practical use for small operators. Executive Summary:
 xiv Section 6 explains the evaluation of well testing data. Based on the shape of pressure-time data, an appropriate reservoir model is selected for evaluation. Using a non-linear regression, the match between the model and the observed data are obtained. This should provide us with estimation of reservoir parameters such as permeability and the skin factor. At present, the procedure is a stand-alone procedure, and is used as a qualitative tool to evaluate the geometric shape of the sand bodies. Executive Summary:
 The details of the computer programs are explained in the Appendix. Appendix A provides the overall structure of the computer program that conducts the geological evaluation and modeling. Executive Summary:
 Appendix B provides the details about the co-simulation program, and the  the details about the inverse-modeling program that integrates the production data. Executive Summary:
 To summarize the achievements of the present work, we have been successful in integrating static data in constructing reservoir description that provides us with petrophysical properties that are consistent with the underlying geological structure. The integration of dynamic data has also been accomplished; however, the computational effort required to integrate the production data 1. Introduction:
 The basis of this research is to apply novel techniques from Artificial Intelligence and Expert Systems in capturing, integrating and articulating key knowledge from geology, geostatistics, and petroleum engineering to develop accurate descriptions of petroleum reservoirs. The ultimate goal is to design and implement a single powerful expert system for use by small producers and independents to efficiently exploit reservoirs. Introduction:
 The main challenge of the proposed research is to descriptions honoring all the available ""soft"" and automate the generation of detailed reservoir ""hard"" data that ranges from qualitative and semi-quantitative geological interpretations to numeric data obtained from cores, well tests, well logs and production statistics. In this sense, the proposed research project is truly multidisciplinary. It involves significant amounts of information exchange between researchers in geology, geostatistics, and petroleum engineering. Computer science (and artificial intelligence)"
