"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"The Exergy of Crude Oil Mixtures and Petroleum Fractions: Calculation and Application","https://scispace.com/paper/the-exergy-of-crude-oil-mixtures-and-petroleum-fractions-2rjqs0zkny","1999","Journal Article","International Journal of Thermodynamics","Ricardo Rivero
Consuelo Rendon
Leodegario Monroy","10.5541/IJOT.1034000019","https://scispace.com/pdf/the-exergy-of-crude-oil-mixtures-and-petroleum-fractions-2rjqs0zkny.pdf","The methodology used for calculating the physical exergy and the chemical exergy of mixtures of crude oils and their fractions is presented in this paper, using computer programs coupled with the AspenPlus simulation code. First, the procedure for the detailed characterization of a crude oil mixture is described, based on the results of experimental assays. After that, the steps required to determine the reference conditions needed for the calculation of the physical exergy are presented, and the sequence by which these values are retrieved from a simulation run is explained, in order to be used in a fortran computer program. Finally, from the mixture characterization, the procedure for determining the chemical exergy of each component (identified components and pseudo-components) of the mixture is presented, in order to add it to the physical exergy to obtain the total exergy of the mixture stream. The methodology is illustrated with a mixture of Mexican Maya and Isthmus crude oils, and its application to the analysis of a crude oil combined distillation unit is presented in this paper.  This paper was presented at the ECOS’98 Conference in Nancy, June 8-10, 1998","Title: The Exergy of Crude Oil Mixtures and Petroleum Fractions: Calculation and Application * Authors: Ricardo Rivero (Corresponding Author),Consuelo Rendon,Leodegario Monroy,Exergy Group,Instituto Mexicano,Del Petróleo,Mexico City,Mexico Keywords: exergy analysis, crude oil, petroleum fractions, thermodynamic properties"
"Advanced Exergy Analysis for a Novel Gasoline Absorption-Stabilization Process.","https://scispace.com/paper/advanced-exergy-analysis-for-a-novel-gasoline-absorption-34vyxvmjao","2021","Journal Article","","Yang Lei
Yuqiu Chen
Yibo Yang
Xinyan Liu
Hao Luo
Wei Yan","10.1021/ACSOMEGA.1C01658","https://scispace.com/pdf/advanced-exergy-analysis-for-a-novel-gasoline-absorption-34vyxvmjao.pdf","The advanced exergy analysis can identify the improved potential of each component and the interaction among components of the refining processes. In this work, a new gasoline absorption-stabilization process (GASP) is proposed for better energy utilization considering the absorption process intensification, which can be further explained using exergy analysis. Both conventional and new GASPs are simulated in PRO/II, which are verified with the actual plant operation data. The energy performance of both conventional and new GASPs is evaluated through the advanced exergy analysis. The exergy efficiencies of conventional and new GASPs are 65.04 and 71.44%, respectively. In addition, the total exergy destruction rates are 7.79 and 6.01 MW, respectively. The total exergy destructions of 46.37 and 40.73% can be reduced, respectively. Though the stabilizer has the largest exergy destruction in both the processes, the air cooler for the rich gas in the new GASP has the largest potential for reducing exergy destruction, which is different from the conventional GASP. Furthermore, a sensitivity analysis of the new GASP is performed to study the effects of newly added operation and design parameters on the conventional and advanced exergy analyses of the absorber.","irreversibilities in the system components. It has many benefits for detailed analysis of energy conversion systems. The main role of an advanced analysis is to provide the designers and operators for energy conversion systems with useful information for improving the design and operation of such systems. INTRODUCTION:
 Splitting exergy destruction into endogenous and exogenous parts improves our understanding of the interactions among the system components, particularly when this concept is combined w i t ht h ec o n c e p to fa v o i d a b l ea n du n a v o i d a b l ee x e r g y destructions.  The advanced exergy analysis is widely used in evaluating and optimizing individual equipment (e.g., fractionator,  compressor,  internal combustion engine,  biomass boiler,  industrial boiler,  gasifier,  and wind turbine  ) and processes.  Exergy analysis is widely applied to evaluate the thermodynamic performance of the power generation processes in the beginning  and then expanded to the other fields such as petroleum-based or coal-based chemical processes.  The major difference between the former and the latter applications is whether the process streams undergo multicomponent phase separation and reaction. Chang and Li  proposed a two-level idealization concept involving the definition of intrinsic and extrinsic exergy destruction to incorporate into exergy analysis, exergoeconomic analysis, and optimization, and it was demonstrated by an ethylene product recovery and separation plant together with a benzene−toluene distillation column. Wei et al.  presented an exergy analysis and an exergoeconomic evaluation to identify the energy-saving potentials in distillation processes, and it was applied to analyze the energy utilization performance of a light-end separation plant. Yang et al.  applied the advanced exergy analysis to evaluate the performance of a Fushun-type oil shale retorting process. The retort had the greatest potential for decreasing the exergy destruction. Mehrpooya et al.  presented an advanced exergy analysis of the ethane recovery plant in the South Pars gas field. An industrial refrigeration cycle with a propane refrigerant was investigated by the exergy analysis method. Yamankaradeniz  assessed the thermodynamic performance of a geothermal district heating system using advanced exergy analysis to identify the interactions among system components and the potential for improvement. Vatani et al.  performed advanced exergy analysis for five mixed refrigerant LNG processes, and four parts of irreversibility (avoidable/unavoidable and endogenous/ exogenous) were calculated for the components with high inefficiencies. The results showed that a portion of endogenous exergy destruction in the components was higher than the exogenous one. He et al.  applied conventional and advanced exergy analyses to evaluate the compressed air energy storage and supercritical compressed CO 2 energy storage performances. Ghorbani and Roshani  applied the advanced exergoeconomic analysis on process configurations for co-production of liquefied natural gas and natural gas liquids. Li et al.  simulated the ash agglomerating fluidized bed gasification process in Aspen Plus. The advanced exergy analysis was carried out to study the performance of the process based on the simulation result. The result showed that the AFB gasifier had the largest potential for reducing exergy destruction."
"Advanced exergy analysis of distillation tower and simulation and optimization by hysys","https://scispace.com/paper/advanced-exergy-analysis-of-distillation-tower-and-3fu9v7q4u5","2015","Journal Article","International Journal of Advances in Scientific Research","Mohsen Darabi
Hamid Mohammadiun
Mohammad Mohammadiun","10.14419/IJSW.V3I1.4582","https://scispace.com/pdf/advanced-exergy-analysis-of-distillation-tower-and-3fu9v7q4u5.pdf","Exergy rate profiles, exergetic efficiency and irreversibility were used to examine the driving forces in multicomponent distillation system with the view to identifying feasible and efficient operating parameters. The mixture comprised of 5% propane, 15% iso butane, 25% n-butane, 20% iso pentane and 35% n-pentane. Operating variables were feed temperature (-30oC and -80oC), pressure (800KPa and 1200KPa), and reflux-ratio (2 and 6). Sensitivity analysis was carried out to examine the effect of varying operating parameters on the systems. Stage-by-stage system exergy analysis was estimated. Column profiles of a base case -30oC, -80oC, -30oC-reflus ratio 6,80oC -80oC reflux ratio 6 and base case reflux ratio 6 did not cross thus are thermodynamically feasible. Base case -30oC-reflux ratio 2, -80oC-reflux ratio 2, and base case-reflux ratio 2 were crossed and constricted and are infeasible. Base case results gave efficiency of 81.7% at depropanizer and 65.2% at debutanizer. Base cases sensitivity results with -30oC, -80oC and reflux ratio 6, efficiency range 57.40 – 70% and 65.20% - 54.90% for depropanizer and debutanizer respectively. Spitted cases gave 81.7% and 62.20% with more scatter profiles. Splitted feed base case -30oC design gave the lowest overall system exergy loss rate of 1.12E+6 and efficiency of 95.70%.","brakes down for multi-component systems or for dynamic behaviour. Moreover, the Murphree efficiency provides no physical explanation for why equilibrium was not reached. Besides stand-alone optimization, methods that provide a systematic procedure for a better heat integration of columns with the background process have also been sought for. Exergy Analysis has been used successfully to assess the thermodynamic efficiency of distillation columns [30], . Exergy is a thermodynamic property that measure the quality of energy contained in a substance and of its departure in temperature, pressure and composition from the environmental conditions. Consequently, it allows consideration in an integral way energetic, economic and ecological aspect in analysing industrial processes . Thus going a step further, to evaluate the quality of energy lost via exergy analysis is an efficient technique for reducing inefficiencies. A careful evaluation of process and plant design using Exergy analysis enables the identification and quantification of the sources of inefficiencies or process irreversibility-related losses. Exergy analysis includes conservation of mass and energy balance together with the second law of thermodynamics. Published a thermodynamic analysis of crude oil distillation systems, which includes aspects like energy and exergy analysis, performance evaluation and system optimization. Have shown that large savings could be obtained because of reduction of high-quality energy. The use of irreversible thermodynamic principles in the field of distillation is still under development . Le Goff and Hornut presented results on exergy analysis and exergoeconomic analysis of industrial processes. However, traditional exergy analysis has focused on the overall thermodynamic efficiency of separation and the relation of spent work (utility consumption) to the ideal work required for the separation. Very little information about how to proceed to optimize the column is converged to the engineer. More recent work in the application of exergy analysis to the optimization of distillation columns considers the column as a reversible process . The resulting temperature-enthalpy profile allows the engineer to identify useful modifications to increase the thermal efficiency of the column, and allow a better heat integration of the process. Beneficial changes in operating conditions and layout, like feed condition and the use of using side-condenser or/and side-reboiler can be identified, and its suitability to be heat integrated with other processes. However, the assumption of reversibility presents some limitations for the application of this methodology to multicomponent systems . Several attempts had been made by various researchers to introduce diagrammatic methods that could aid to the design and retrofit of energy efficient distillation processes , , , , and . Much consideration has not been given to multicomponent distillation systems. The aim of the research is to develop a method of using exergy analysis to generate exergetic driving forces in columns of a multicomponent distillation system. This work deals with a study of separation into components mixture comprising five components -5% propane, 15% iso-butane, 25% n-butane, 20% isopentane and 35% n-pentane and presents a stage exergy rate diagrams (profiles) in determining the feasibility and efficiency of multicomponent distillation system."
"Effects of Operating Pressure on Energy-saving of Water Recycling Utilization with MVR system in Oil Extraction Fields","https://scispace.com/paper/effects-of-operating-pressure-on-energy-saving-of-water-4xrctt908n","2015","Journal Article","International Journal of Thermodynamics","Liansheng Li
Yuanyang Zhao
Le Wang
Xiao Jun
Yang Qichao
Liu Guangbin
Tang Bin","10.5541/IJOT.5000083205","https://scispace.com/pdf/effects-of-operating-pressure-on-energy-saving-of-water-4xrctt908n.pdf","One of the most effective methods for the extraction of crude oil with high viscosity is injecting high temperature water vapor to the oil well. To save water consumption and achieve zero discharge, it is needed to separate and purify the water, which is mixed with oil, mud and other impurities. In this paper, the mechanical vapor recompression (MVR) system is analyzed and the parameters for analysis are based on a demonstration project on water recycling utilization in the Karamay crude oil field in northwest China. Two kinds of technological processes, high pressure and low pressure processes are proposed by the authors. The recovery work is utilized to decrease power consumption of the compression work and the energy from the high temperature purified water is used to drive an absorption refrigerator. The results show that 680 kJ/kg of energy can be saved in the high pressure process compared to a low-pressure process. For low pressure process, the saving energy is only 420kJ/kg, the material is easily corrosive, and additional 9.8t/h cooling water is needed. Compared the MVR system with TVR one, when the same pressure ratio and mass quantity of condensing water are obtained, the MVR system need use about 80 kW electrical power from compressor and the TVR system need use 3129.5 kW thermal energy from steam.","Extraction Fields Authors: Li Liansheng (Corresponding Author),Zhao Yuanyang,Wang Le,Xiao Jun,Yang Qichao,Liu Guangbin,Tang Bin Keywords: Water recycling utilization, MVR, energy-saving analysis Introduction:
 Since the 1950s, the petroleum and natural gas have been becoming the main primary energy sources. And this dominance is expected to continue for several more decades . Despite the growth in low-carbon sources of energy, the fossil fuels still remain dominant in the global energy market . In the developing countries such as China, India and the Middle East, the petroleum and natural gas still take the key roles in the development of economy and society. Introduction:
 There are two problems during the extraction process of crude oil. One is that oil well becomes much deeper and the viscosity of crude oil is becoming much greater, so its extraction becomes very difficult. The other is that the crude oil extraction will consume much more resources such as energy and water, which results in serious environmental pollution . Introduction:
 To extract more crude oil or increase the efficiency of extraction, some methods and technologies are applied , . For example, the artificial pressure lifts by pump, compressor or other lifting are used as conventional methods. To maintain pressure in the well, it is required to inject gas or liquid into well. To lower the viscosity of crude oil and increase its flow ability, the chemical or thermal techniques are used. Whatever method or technique is taken, the additional energy consumption will need. So, the most important thing is how to decrease additional consumption of energy. Introduction:
 The energy and exergy analyses of the oil and gas plant were conducted by some researchers. Oliveira and Van Hombeeck  conducted an exergy analysis of a Brazilian oil platform and found that the least exergy-efficient subsystem was the oil and gas separation, while the most exergy-consuming ones were the petroleum heating and the gas compression processes. Voldsund -  carried out an exergy analysis of a Norwegian oil platform and showed that the greatest thermodynamic irreversibility was associated with processes where large changes in pressure took place. Nguyen -  conducted a generic analysis of Norwegian oil and gas facilities as well as a mature field. They suggested that the most exergy-destruction generally exists in the production manifold and gas compression trains, which was particularly sensitive to the compressor and pump efficiencies, as well as to the petroleum composition. It was also shown that the separation work performed on the mature field is greater than in similar facilities because of higher propane and water fractions of the well-streams."
"Unsteady exergy analysis for a recycle and recovery machine","https://scispace.com/paper/unsteady-exergy-analysis-for-a-recycle-and-recovery-machine-2mfx10xfr1","2017","Journal Article","International Journal of Refrigeration-revue Internationale Du Froid","Berkah Fajar Tk
Delta Panca N
Gunawan Wicaksono","10.1016/J.IJREFRIG.2017.10.002","https://scispace.com/pdf/unsteady-exergy-analysis-for-a-recycle-and-recovery-machine-2mfx10xfr1.pdf","Machine 2R is necessary in order to avoid the release of refrigerant during the repair of an air conditioning machine. The main goals of this paper are to determine the rate of exergy transfer, the rate of exergy destruction and the rate of exergy change in the compressor, condenser, oil separator and 2R machine. This study also determines the performance of the 2R machine. Pressure, temperature and mass of the refrigerant were measured every 0.5 minutes for 10 minutes. In conclusion, the results of this analysis show that the rate of destruction exergy in the compressor is 59.98%, and 25.37% in the condenser. The value of the Residual Trapped Refrigerant (RTR) of recycling and recovery machine meets the AHRI standard, that is, 34 grams, and the value of the Refrigerant Loss (RL) complies with the AHRI standard, which is 10 grams, while its performance is 91.2%.","Title: Unsteady exergy analysis for a recycle and recovery machine Authors: Berkah Fajar (Corresponding Author),Delta Panca,Gunawan Wicaksono Keywords: Refrigeration Exergy Exergy destruction Energy Froid, Exergie, Destruction exergétique, Énergie, Entropie"
"Reducing carbon footprint of deep-sea oil and gas field exploitation by optimization for Floating Production Storage and Offloading","https://scispace.com/paper/reducing-carbon-footprint-of-deep-sea-oil-and-gas-field-3409jzuhe1","2020","Journal Article","Applied Energy","Zhuochao Li
Haoran Zhang
Jing Meng
Yin Long
Yamin Yan
Meixuan Li
Zhongliang Huang
Yongtu Liang","10.1016/J.APENERGY.2019.114398","","","to 2001, Eyring et al. established a carbon footprint model for the whole life cycle from the perspective of fuel consumption. The life cycle assessment method has been used by many researchers to analyze ships. However, up to now, FPSO for the whole life cycle has not been evaluated; the design and operation strategy of ships based on evaluation has not been optimized. As the main offshore oil and gas production facility, FPSO consumes a lot of energy while guaranteeing offshore oil and gas production. Many researches have been carried out in the following two directions in order to alleviate the loss caused by energy waste. The first possibility aims at minimizing the system's energy demand, continuously improving equipment efficiency and reducing unnecessary energy losses . Ali Allahyarzadeh-Bidgoli et al. took the minimum total fuel consumption of FPSO as the objective function, optimized seven parameters related to equipment working pressure, and used the genetic algorithm to achieve the results, illustrating that fuel consumption, power consumption of the power plant, and recovery rate of light components of the optimized scheme were improved compared to the conventional scheme. J. S. Li proposed an optimal energy saving strategy based on comprehensive information to reduce total energy consumption. Moreover, the exergy efficiency of each equipment in the petroleum separation process of offshore platforms and the overall performance of the platforms were assessed by Oliveira Jr et al. . Nguyen et al. analyzed the exergy of two schemes that deviate obviously from the optimal operating conditions and simulated them with HYSYS software. The results showed that there is a lot of space for energy saving in the gas treatment process; the idea of integrating as much energy as possible was put forward. Besides, the valve of injection well was replaced by Zhao with a sanctionable jet pump; it was tested by establishing a three-dimensional model. According to data analysis, the energy consumption of offshore water injection development could be significantly reduced by the jet pump water injection system compared to the offshore water injection system with a throttle valve. Voldsund et al. have performed exergy analysis and comparison of four offshore platforms. The results demonstrated that exergy damage mainly occurs in the natural gas treatment and compression parts. It is also pointed out in this paper that it would be more effective to improve exergy efficiency in the gas compression system and recovery system. Nguyen et al. used the method of exergy analysis to compare the three typical stages of the oil field, concluding that the efficiency is quite low in chemical energy consumption and heat energy transfer. The pinch-based method was employed by Abdul et al. to reduce carbon dioxide emissions and optimize plant energy systems. Gallo et al. used the second law of thermodynamics to consider the various equipment in the oil and gas water treatment process and evaluated the compression system. He suggested that there are various opportunities for energy improvement and utilization in the irreversible process. Nguyen et al. believed that the maximum improvement of energysaving is related to capacity. These researchers studied the energy consumption requirements of offshore platforms and found that there is a lot of space for energy consumption improvement in natural gas compression. Some researchers have optimized the energy consumption scheme and obtained good results. However, the energy consumption of specific FPSO was not optimized in the studies mentioned above. There are some limitations because they only considered the indicators of energy consumption, without coupling the economy with the environment."
"Exergy: A universal metric for measuring resource efficiency to address industrial decarbonisation","https://scispace.com/paper/exergy-a-universal-metric-for-measuring-resource-efficiency-11pf1edt9t","2019","Journal Article","Sustainable Production and Consumption","Ana Gonzalez Hernandez
Jonathan M. Cullen","10.1016/J.SPC.2019.05.006","https://www.repository.cam.ac.uk/bitstream/1810/295681/3/1906_Exergy_a%20universal%20metric%20for%20measuring%20resource%20efficiency%20to%20address%20industrial%20decarbonisation.pdf","","effective metrics at all management levels. This suggests that Exergy Efficiency could be a potential lever to drive the decarbonisation transition of resource-intensive industries. Discussion: The benefits of using exergy as a measure of RE can be summarised as follows: Discussion:
 • Exergy makes it possible to characterise energy and material-transforming processes more easily and to neatly combine measures of energy and material use in a single metric. Both mass and energy balances alone fail to show the upgrade in material quality that is enabled through the degrading of high-value fuels into low-value heat. Discussion:
 • Exergy allows energy and material to be integrated into a single value. This enables a dimensionless efficiency metric to be defined and allows comparison of efficiencies between industry sectors. Discussion:
 • Exergy reflects the quality of a resource, giving insight into which material or energy streams are worth recovering: streams with high exergy content have more potential for value extraction. Its foundation on the second law of thermodynamics provides an engineering understanding of the irreversibilities generated during production. Discussion:
 • Exergy captures the benefits associated with improving the recovery of material byproducts, such as slag or slurry, which cannot be achieved using energy-based metrics. Discussion:
 • Exergy studies are common in literature demonstrating that a well-established procedure exists to quantify exergy efficiency. This ensures the traceability and repeatability of exergy analysis measurements. Discussion:
 Tables  provide further evidence to support the final choice of Exergy Efficiency as the most suitable Resource Efficiency metric for both policymakers and industry practitioners. Discussion:
 The evidence is comprised of academic papers where specific criterion for the Exergy Efficiency metric have been met. These tables also show the scoring for the Exergy Efficiency metric as presented in Table  (under the heading RE) and specify a description for each criterion. Discussion:
 Based on these results, the remainder of this section explores, in more detail, the implications of using exergy as a measure of Resource Efficiency in industry."
"A Comparison of the Exergy Efficiencies of Various Heat-Integrated Distillation Columns","https://scispace.com/paper/a-comparison-of-the-exergy-efficiencies-of-various-heat-25fdu1qk","2022","Journal Article","Energies","Areej Javed
Afaq Hassan
Muhammad Babar
Umair Azhar
Asim Riaz
Rana Mujahid
Tausif Ahmad
Muhammad Mubashir
Hooi Ren Lim
Pau Loke Show
Kuan Shiong Khoo","10.3390/en15186498","https://scispace.com/pdf/a-comparison-of-the-exergy-efficiencies-of-various-heat-25fdu1qk.pdf","Distillation has relatively low thermodynamic efficiency, so it is a prime target for process intensification studies. The current research aims to study exergy losses in various heat-integrated distillation columns. A conventional industrial-scale i-butane/n-butane fractionator has been selected as a case study for the comparison of the performances of various heat-integrated designs. The Aspen Plus® process simulator is used to perform steady-state simulations and exergy analyses of the conventional distillation column (CDC), internally heat-integrated distillation column (iHIDiC), externally heat-integrated double distillation columns (EHIDDiC), and vapor recompression (VRC) systems. The results of these exergy analyses show that a modified VRC system (ηE = 10.69%) is the most efficient design for this separation. The exergy efficiency of the conventional VRC system is the same as that of the CDC (ηE = 9.27%). The EHIDDiC system (ηE = 9.77%) is somewhat better than the CDC, whereas iHIDiC shows poor exergy efficiency (ηE = 8.09%), even lower than the CDC.","Hassan, A., Babar, M., Azhar, U., Riaz, A., Mujahid, R., Ahmad, T., Mubashir, M., Lim, H.R., exergy, heat integrated distillation column, simulation Introduction:
 In the chemical and petrochemical industries, distillation is the primary method of fluid separation and purification. However, the relatively low thermodynamic efficiency (5-20%)  of conventional distillation columns (CDC) makes them highly energyintensive. Distillation accounts for 40-50% of the total plant operating cost in most refining and chemical processes . A small improvement in the thermodynamic efficiency of distillation columns can, therefore, make a large difference in the overall process efficiency and profitability. Introduction:
 The exergy, or availability, of a system is defined as the maximum amount of work that can be extracted from it in a particular state and environment while still maintaining chemical, mechanical, and thermal equilibrium with that state and environment . In other words, the exergy of a system is a measure of the disequilibrium between its current state and the environment. If a system is in complete thermodynamic equilibrium with its surroundings, it is said to have entered a ""dead state"". Dead state temperature and pressure are used as reference conditions for exergy analysis . The exergy is conceptually Energies 2022, 15, 6498 2 of 15 different from Gibbs free energy, which requires the process to be isothermal and isobaric and, hence, involves no interaction with the environment . Introduction:
 Physical, chemical, kinetic, and potential exergy all contribute to a system's total exergy. In most cases, the exergy terms associated with kinetic and potential energy are negligible . In order to get from the system's current state (T, P) to the ideal state (T0, P0), the maximum amount of useful work that can be extracted from the system is called the physical exergy. To compensate for the discrepancy between the system's actual composition and the environment's composition, the chemical exergy is the maximum amount of useful work achieved in achieving chemical equilibrium. Introduction:
 Irreversibilities in a process, as stated by the second law of thermodynamics, result in an overall increase in entropy and a decrease in energy quality. In this way, exergy analysis  evaluates the energy efficiency of the process and allows for the identification of the sources of irreversibility by providing a measure of both the quantity and quality of energy available in the process . An increase in available energy results from a decrease in exergy destruction, which in turn increases the efficiency of the process as a whole."
"Exergy and Exergoeconomic Analysis of a Cogeneration Hybrid Solar Organic Rankine Cycle with Ejector","https://scispace.com/paper/exergy-and-exergoeconomic-analysis-of-a-cogeneration-hybrid-1k0e71dsvp","2020","Journal Article","Entropy","Bourhan Tashtoush
Tatiana Morosuk
Jigar Chudasama","10.3390/E22060702","https://scispace.com/pdf/exergy-and-exergoeconomic-analysis-of-a-cogeneration-hybrid-1k0e71dsvp.pdf","Solar energy is utilized in a combined ejector refrigeration system with an organic Rankine cycle (ORC) to produce a cooling effect and generate electrical power This study aims at increasing the utilized share of the collected solar thermal energy by inserting an ORC into the system As the ejector refrigeration cycle reaches its maximum coefficient of performance (COP), the ORC starts working and generating electrical power This electricity is used to run the circulating pumps and the control system, which makes the system autonomous For the ejector refrigeration system, R134a refrigerant is selected as the working fluid for its performance characteristics and environmentally friendly nature The COP of 053 was obtained for the ejector refrigeration cycle The combined cycle of the solar ejector refrigeration and ORC is modeled in EBSILON Professional Different parameters like generator temperature and pressure, condenser temperature and pressure, and entrainment ratio are studied, and the effect of these parameters on the cycle COP is investigated Exergy, economic, and exergoeconomic analyses of the hybrid system are carried out to identify the thermodynamic and cost inefficiencies present in various components of the system","ERC performance was studied. Exergy Analysis: The energy balance is mainly concerned with the energy quantity, and it does not account for the quality of energy. In thermodynamics, the quality of a given quantity of energy is characterized by its exergy . Exergy Analysis:
 Exergy analysis is performed as an extension of energy analysis. It is useful because it provides a more accurate and more robust analysis of thermodynamic systems than an energy analysis. Besides, it accounts for the useful energy of an energy stream or the part of energy in an energy stream capable of performing work. Energy analysis merely gives a gross sum of energy regardless of its usefulness. Exergy analysis can be performed on a system level, subsystem level, or component level. Each case provides different information that is useful for system optimization. Exergy Analysis:
 In a thermodynamic system, the real inefficiencies are the exergy destruction occurring within the system boundaries and the exergy transferred to the surrounding system (exergy losses). Some of the causes of exergy destruction are a chemical reaction, fluid friction, throttling of flow, mixing of dissimilar flow, and heat transfer through finite temperature difference. The total exergy of the system consists mainly of four components: chemical, physical, potential, and kinetic exergy. The physical exergy is further considered, and all other forms are neglected. The temperature T 0 is 298.15 K and pressure p 0 is 1.013 bar for the reference environment in this analysis.    The exergy calculations were performed on a streaming basis and then on a component basis using the data from EBSILON Professional. The stream basis gives an overview of the exergy carried by each stream. The fuel and product methods are used for the components' exergy balance and estimation of exergy destruction. Exergy Analysis:
 The rate of exergy loss is not considered for individual components, therefore, Exergy Analysis:
 Exergetic efficiency ε k is calculated by the rate of exergy of product and exergy of fuel Exergy Analysis:
 Overall system exergy efficiency ε tot Exergy Analysis:
 The exergy destruction ratio y * Exergy Analysis:
 There are some components in the system known as dissipative components, such as the throttling valve and condenser. In these components, exergy is destroyed or transferred into the environment without obtaining the positive exergetic effect. No exergetic efficiency can be defined for these components. Only the thermodynamic inefficiency should be calculated for each dissipative component . Economic Analysis:
 The performance characteristics and operating costs are essential for the competitiveness and economic feasibility of a project. The increasing awareness among consumers, regarding health and climate change, leads to social acceptance becoming increasingly crucial for the smooth commissioning of a new system. This acceptance requires the projects to be as efficient and environmentally friendly as possible without becoming exceedingly expensive. Investors have to plan, design meticulously, and analyze the system they want to build and ensure a sound technical efficiency as well as a profitable return on the investment. Economic Analysis:
 For economic analysis, the TRR method for a system is used. The annual system TRR is the annual collected revenue that ensures the compensation of the system operating costs and ascertains the economical operation of the plant. The levelized TRR is the addition of carrying charges (CC L ) and the expenses of fuel and operation and maintenance costs (FC L ) and (OMC L ), respectively."
"Energy and Exergy Analysis of Ship Energy Systems - The Case study of a Chemical Tanker","https://scispace.com/paper/energy-and-exergy-analysis-of-ship-energy-systems-the-case-4bdgixmq62","2015","Journal Article","International Journal of Thermodynamics","Francesco Baldi
Hannes Johnson
Cecilia Gabrielii
Karin Andersson","10.5541/IJOT.5000070299","https://scispace.com/pdf/energy-and-exergy-analysis-of-ship-energy-systems-the-case-4bdgixmq62.pdf","Shipping contributes today to 2.1% of global anthropogenic greenhouse gas emissions and its share is expected to grow together with global trade in the coming years. At the same time, bunker prices are increasing and companies start to feel the pressure of growing fuel bills in their balance sheet. In order to address both challenges, it is important to improve the understanding of the energy consumption trends on ships through a detailed analysis of their energy systems. In this paper, energy and exergy analysis are applied to the energy system of a chemical tanker, for which both measurements and technic knowledge of ship systems were available. The application of energy analysis to the case-study vessel allowed for the comparison of different energy flows and therefore identifying system components and interactions critical for ship energy consumption. Exergy analysis allowed instead identifying main inefficiencies and evaluating waste flows. Results showed that propulsion is the main contributor to ship energy consumption (70%), but that also auxiliary heat (16.5%) and power (13.5%) needs are relevant sources of energy consumption. The potential for recovering waste heat is relevant, especially from the exhaust gases, as their exergetic value represents 18% of the engine power output.","Title: Energy and Exergy Analysis of Ship Energy Systems -The Case study of a Chemical Tanker Authors: F Baldi,H Johnson,C Gabrielii,K Andersson Keywords: Energy analysis, exergy analysis, shipping, energy efficiency"
